DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-11-09 00:00:00;2;0;0;1;2;2;4;2;2;2;1;0;0
2020-11-09 00:15:00;1;0;0;2;0;7;4;2;1;4;3;0;0
2020-11-09 00:30:00;1;0;0;1;0;6;7;2;2;4;1;0;0
2020-11-09 00:45:00;8;1;0;2;1;3;0;0;0;2;3;0;0
2020-11-09 01:00:00;1;1;0;1;4;3;2;2;1;0;0;0;0
2020-11-09 01:15:00;2;0;2;2;0;4;5;1;0;1;0;0;2
2020-11-09 01:30:00;2;1;0;1;0;4;2;0;0;2;3;1;0
2020-11-09 01:45:00;4;1;0;0;0;4;6;4;2;1;0;0;0
2020-11-09 02:00:00;3;0;1;0;0;5;5;0;0;1;1;0;1
2020-11-09 02:15:00;1;0;1;0;3;8;3;0;0;0;1;1;1
2020-11-09 02:30:00;3;0;0;1;0;4;3;0;0;0;0;0;0
2020-11-09 02:45:00;4;0;1;1;1;8;6;0;0;2;2;0;1
2020-11-09 03:00:00;7;0;0;1;2;4;4;1;1;1;1;0;0
2020-11-09 03:15:00;3;0;0;0;2;6;4;0;0;1;1;0;0
2020-11-09 03:30:00;3;0;1;0;2;6;7;3;3;1;1;0;1
2020-11-09 03:45:00;3;0;2;1;0;3;3;1;0;1;1;0;2
2020-11-09 04:00:00;1;1;1;0;1;12;9;2;1;0;1;0;1
2020-11-09 04:15:00;9;0;0;1;4;6;8;1;1;1;1;0;0
2020-11-09 04:30:00;10;4;0;1;8;22;15;2;0;1;1;0;0
2020-11-09 04:45:00;18;3;0;3;7;22;20;3;2;3;1;0;0
2020-11-09 05:00:00;22;11;0;4;12;29;21;7;2;2;3;3;0
2020-11-09 05:15:00;29;14;3;10;20;35;35;21;13;5;0;0;3
2020-11-09 05:30:00;32;24;6;17;28;47;37;12;2;4;4;1;8
2020-11-09 05:45:00;34;26;4;21;41;53;47;20;8;3;2;1;4
2020-11-09 06:00:00;34;20;10;21;24;48;37;16;10;10;7;1;9
2020-11-09 06:15:00;52;42;7;31;40;68;66;26;17;14;7;2;7
2020-11-09 06:30:00;55;45;17;42;51;97;90;54;30;23;9;2;17
2020-11-09 06:45:00;62;66;16;82;46;107;124;60;56;34;16;4;15
2020-11-09 07:00:00;75;66;25;39;52;82;87;42;31;23;18;4;24
2020-11-09 07:15:00;94;86;25;45;57;105;102;55;33;38;32;8;22
2020-11-09 07:30:00;69;78;27;60;77;98;106;60;45;44;19;6;23
2020-11-09 07:45:00;78;79;34;54;77;96;112;62;54;51;27;16;29
2020-11-09 08:00:00;69;67;15;80;79;84;88;49;37;47;21;10;15
2020-11-09 08:15:00;60;75;16;63;56;108;102;59;48;42;32;18;13
2020-11-09 08:30:00;54;50;16;40;39;92;91;58;36;43;38;11;13
2020-11-09 08:45:00;66;47;23;47;39;81;97;67;43;47;32;21;22
2020-11-09 09:00:00;65;51;21;63;39;96;82;59;37;42;38;14;18
2020-11-09 09:15:00;74;52;24;68;35;99;93;59;38;63;51;21;18
2020-11-09 09:30:00;74;47;18;52;39;87;102;59;45;56;44;20;18
2020-11-09 09:45:00;79;69;20;79;38;82;85;69;55;64;51;19;19
2020-11-09 10:00:00;72;48;24;75;35;90;82;57;53;73;48;23;20
2020-11-09 10:15:00;74;58;21;70;45;93;75;71;50;94;61;29;22
2020-11-09 10:30:00;75;55;27;77;34;89;84;66;47;76;58;19;27
2020-11-09 10:45:00;70;55;25;64;40;104;88;56;37;83;71;27;23
2020-11-09 11:00:00;73;61;25;78;34;95;97;61;54;96;76;26;28
2020-11-09 11:15:00;78;51;19;87;40;83;87;60;47;90;79;23;18
2020-11-09 11:30:00;100;73;25;69;31;87;96;54;44;87;63;29;18
2020-11-09 11:45:00;84;80;22;69;38;96;76;61;46;96;67;28;24
2020-11-09 12:00:00;94;57;23;81;32;97;90;56;45;85;81;38;19
2020-11-09 12:15:00;81;71;16;64;41;92;72;65;52;87;78;39;16
2020-11-09 12:30:00;76;55;29;60;42;85;72;54;53;89;72;29;28
2020-11-09 12:45:00;77;67;21;79;42;86;73;48;37;88;61;20;17
2020-11-09 13:00:00;82;68;9;69;45;83;84;66;41;90;66;21;10
2020-11-09 13:15:00;71;62;20;72;50;87;99;67;41;86;64;26;18
2020-11-09 13:30:00;64;58;32;50;39;93;80;56;39;93;62;24;27
2020-11-09 13:45:00;73;61;20;63;36;89;100;74;46;92;69;31;20
2020-11-09 14:00:00;80;73;27;60;40;89;83;68;50;79;72;27;24
2020-11-09 14:15:00;90;73;37;59;39;99;97;63;54;94;56;24;31
2020-11-09 14:30:00;82;66;21;78;40;111;90;63;51;82;71;16;23
2020-11-09 14:45:00;82;61;27;69;42;113;92;71;55;93;79;31;23
2020-11-09 15:00:00;85;67;25;63;46;105;104;59;49;102;68;21;25
2020-11-09 15:15:00;82;87;25;97;42;101;85;62;45;111;76;36;24
2020-11-09 15:30:00;79;67;27;75;44;99;78;62;48;81;58;20;20
2020-11-09 15:45:00;77;80;31;64;48;124;106;66;48;97;66;26;27
2020-11-09 16:00:00;97;94;33;66;35;81;87;65;48;107;86;31;31
2020-11-09 16:15:00;85;91;32;87;33;137;103;75;54;108;89;22;29
2020-11-09 16:30:00;106;94;38;83;43;123;111;62;50;106;74;30;37
2020-11-09 16:45:00;83;82;27;88;39;109;110;68;55;109;83;32;27
2020-11-09 17:00:00;105;96;27;84;38;103;97;66;47;116;85;30;26
2020-11-09 17:15:00;74;79;16;71;25;91;77;69;53;122;90;34;14
2020-11-09 17:30:00;80;67;20;49;38;91;76;61;32;103;77;34;19
2020-11-09 17:45:00;63;57;20;44;35;85;51;55;51;110;86;28;18
2020-11-09 18:00:00;66;53;9;46;32;69;51;38;31;122;82;33;10
2020-11-09 18:15:00;39;40;13;37;28;63;53;39;27;94;72;24;12
2020-11-09 18:30:00;49;34;13;30;28;48;27;38;27;83;62;24;12
2020-11-09 18:45:00;37;19;11;30;22;55;41;31;18;75;55;15;13
2020-11-09 19:00:00;33;20;8;23;22;37;33;30;24;57;48;16;8
2020-11-09 19:15:00;32;14;3;14;9;50;35;18;10;66;54;12;4
2020-11-09 19:30:00;22;16;6;17;9;32;25;16;10;53;38;15;6
2020-11-09 19:45:00;25;9;7;11;11;35;18;17;15;51;43;8;8
2020-11-09 20:00:00;18;8;6;3;18;26;23;8;12;32;32;9;5
2020-11-09 20:15:00;12;7;6;9;12;29;13;13;12;32;28;6;6
2020-11-09 20:30:00;16;6;2;8;12;20;5;12;9;16;12;4;2
2020-11-09 20:45:00;26;7;2;10;10;23;12;6;4;13;12;2;2
2020-11-09 21:00:00;24;11;1;4;12;23;19;9;3;4;6;1;1
2020-11-09 21:15:00;12;9;3;2;7;25;19;2;1;4;4;2;3
2020-11-09 21:30:00;13;4;0;6;12;18;15;9;8;6;2;3;0
2020-11-09 21:45:00;11;2;1;2;6;23;16;4;4;6;6;3;1
2020-11-09 22:00:00;7;6;1;4;4;29;20;10;8;10;7;4;1
2020-11-09 22:15:00;16;5;4;3;5;34;28;7;8;9;5;3;4
2020-11-09 22:30:00;18;6;3;4;7;13;15;10;11;10;6;3;3
2020-11-09 22:45:00;6;6;0;3;1;9;8;4;4;5;3;1;0
2020-11-09 23:00:00;9;2;1;5;8;7;5;1;1;3;0;0;1
2020-11-09 23:15:00;4;1;3;3;6;8;11;5;2;3;3;1;2
2020-11-09 23:30:00;4;0;1;1;3;4;5;2;3;2;3;2;1
2020-11-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
