DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2019-09-08 00:00:00;7;6;2;20;19;10;11;19;25;10;8
2019-09-08 00:15:00;2;3;0;29;37;16;12;28;23;7;8
2019-09-08 00:30:00;2;4;1;29;20;4;9;10;11;0;1
2019-09-08 00:45:00;0;6;0;24;19;5;6;20;14;6;7
2019-09-08 01:00:00;0;6;0;21;18;8;8;16;19;3;2
2019-09-08 01:15:00;0;4;0;21;25;10;11;13;12;2;3
2019-09-08 01:30:00;1;1;1;16;17;4;1;10;11;3;4
2019-09-08 01:45:00;0;0;0;10;15;5;4;12;13;4;4
2019-09-08 02:00:00;2;0;0;16;10;3;9;9;6;0;0
2019-09-08 02:15:00;1;4;1;17;18;10;7;12;12;1;1
2019-09-08 02:30:00;1;0;1;11;11;6;4;9;6;2;1
2019-09-08 02:45:00;0;0;0;9;7;1;1;9;7;2;2
2019-09-08 03:00:00;2;0;0;11;9;5;2;14;12;1;1
2019-09-08 03:15:00;1;0;0;12;14;6;4;9;8;3;3
2019-09-08 03:30:00;2;2;0;10;11;3;4;2;8;2;1
2019-09-08 03:45:00;1;2;0;14;11;7;3;5;10;1;0
2019-09-08 04:00:00;0;1;0;7;4;2;2;4;4;1;1
2019-09-08 04:15:00;1;1;0;9;4;3;0;5;6;0;0
2019-09-08 04:30:00;2;1;0;10;12;4;2;8;9;3;3
2019-09-08 04:45:00;2;2;0;6;12;6;4;4;5;1;1
2019-09-08 05:00:00;0;1;0;5;6;2;1;4;10;1;1
2019-09-08 05:15:00;1;6;0;12;5;1;2;14;11;1;2
2019-09-08 05:30:00;0;1;0;6;4;0;0;11;13;5;5
2019-09-08 05:45:00;0;4;0;8;8;3;2;18;17;4;3
2019-09-08 06:00:00;1;1;0;6;3;0;2;13;8;1;2
2019-09-08 06:15:00;0;2;0;12;5;2;5;11;12;4;5
2019-09-08 06:30:00;0;1;0;11;3;1;1;19;9;1;1
2019-09-08 06:45:00;0;4;0;12;7;3;6;13;8;2;2
2019-09-08 07:00:00;0;1;2;13;12;1;4;8;9;4;3
2019-09-08 07:15:00;2;4;0;18;10;2;1;11;4;1;1
2019-09-08 07:30:00;0;0;0;8;8;0;1;13;7;2;2
2019-09-08 07:45:00;2;1;2;18;14;4;7;18;19;7;8
2019-09-08 08:00:00;1;2;1;19;12;4;1;12;9;5;5
2019-09-08 08:15:00;2;4;1;25;12;1;3;11;12;2;3
2019-09-08 08:30:00;2;4;0;21;6;3;5;15;5;2;2
2019-09-08 08:45:00;7;6;1;35;20;3;6;22;23;6;6
2019-09-08 09:00:00;1;5;1;39;24;7;13;26;23;4;4
2019-09-08 09:15:00;3;5;1;34;17;4;8;35;18;1;2
2019-09-08 09:30:00;1;6;1;36;24;5;18;50;28;6;4
2019-09-08 09:45:00;8;17;1;38;20;6;14;46;43;9;4
2019-09-08 10:00:00;4;5;3;43;24;5;17;40;27;4;4
2019-09-08 10:15:00;1;6;0;40;25;6;13;33;30;1;1
2019-09-08 10:30:00;2;4;1;43;19;7;12;29;23;5;3
2019-09-08 10:45:00;2;15;0;39;20;7;17;59;40;5;5
2019-09-08 11:00:00;10;13;1;51;31;8;16;49;40;5;5
2019-09-08 11:15:00;6;12;2;35;31;8;18;62;44;6;5
2019-09-08 11:30:00;4;20;0;56;43;14;11;62;60;9;6
2019-09-08 11:45:00;3;24;4;58;37;27;17;61;44;6;3
2019-09-08 12:00:00;4;17;2;78;43;21;31;60;52;10;8
2019-09-08 12:15:00;7;11;1;49;38;28;25;42;32;9;6
2019-09-08 12:30:00;11;13;0;46;36;30;29;40;30;4;2
2019-09-08 12:45:00;3;13;5;51;27;21;29;59;39;7;5
2019-09-08 13:00:00;11;9;0;44;42;16;21;66;45;13;9
