DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-10-19 00:00:00;1;0;0;0;2;4;0;0
2020-10-19 00:15:00;1;1;0;0;4;4;0;0
2020-10-19 00:30:00;1;3;0;0;2;4;0;0
2020-10-19 00:45:00;0;2;0;0;0;3;0;0
2020-10-19 01:00:00;0;1;0;0;1;3;0;0
2020-10-19 01:15:00;1;3;0;0;1;2;0;0
2020-10-19 01:30:00;1;1;0;0;1;2;0;0
2020-10-19 01:45:00;0;1;0;0;2;1;0;0
2020-10-19 02:00:00;0;0;0;0;0;0;0;0
2020-10-19 02:15:00;0;3;0;0;1;2;0;0
2020-10-19 02:30:00;1;0;0;0;0;0;0;0
2020-10-19 02:45:00;0;1;0;0;2;0;0;0
2020-10-19 03:00:00;0;0;0;0;1;1;0;0
2020-10-19 03:15:00;1;2;0;0;0;0;0;0
2020-10-19 03:30:00;0;0;0;0;1;1;0;0
2020-10-19 03:45:00;1;1;0;0;1;2;0;0
2020-10-19 04:00:00;0;4;0;0;1;3;0;0
2020-10-19 04:15:00;1;2;0;0;2;7;0;0
2020-10-19 04:30:00;1;4;0;0;10;7;0;0
2020-10-19 04:45:00;3;6;0;0;15;21;4;0
2020-10-19 05:00:00;6;16;0;0;44;62;11;0
2020-10-19 05:15:00;11;24;1;0;104;124;27;0
2020-10-19 05:30:00;18;44;6;0;103;117;28;0
2020-10-19 05:45:00;25;58;2;0;66;63;18;1
2020-10-19 06:00:00;17;48;0;0;47;39;17;2
2020-10-19 06:15:00;16;41;4;0;46;36;11;3
2020-10-19 06:30:00;22;73;1;0;61;63;12;4
2020-10-19 06:45:00;36;58;0;0;77;47;11;0
2020-10-19 07:00:00;19;67;5;0;53;60;11;1
2020-10-19 07:15:00;49;89;7;0;62;51;9;0
2020-10-19 07:30:00;51;95;5;0;60;73;18;4
2020-10-19 07:45:00;45;76;7;0;78;74;18;0
2020-10-19 08:00:00;37;54;7;0;56;57;6;0
2020-10-19 08:15:00;27;64;8;0;51;43;23;2
2020-10-19 08:30:00;34;58;7;0;43;43;7;0
2020-10-19 08:45:00;25;44;9;0;36;35;7;0
2020-10-19 09:00:00;20;42;7;0;31;31;3;5
2020-10-19 09:15:00;26;40;11;0;40;36;7;2
2020-10-19 09:30:00;38;53;16;0;39;25;8;0
2020-10-19 09:45:00;16;59;12;0;38;38;0;5
2020-10-19 10:00:00;26;44;11;0;22;33;1;1
2020-10-19 10:15:00;22;41;15;0;39;32;4;4
2020-10-19 10:30:00;21;41;9;0;29;34;3;3
2020-10-19 10:45:00;22;41;13;0;39;28;5;3
2020-10-19 11:00:00;30;40;14;0;36;27;2;3
2020-10-19 11:15:00;25;38;12;0;45;40;2;0
2020-10-19 11:30:00;23;38;8;0;43;43;3;9
2020-10-19 11:45:00;31;59;14;0;57;43;5;6
2020-10-19 12:00:00;38;43;13;0;46;37;7;6
2020-10-19 12:15:00;30;36;11;0;41;36;9;5
2020-10-19 12:30:00;27;44;10;0;51;37;9;3
2020-10-19 12:45:00;21;44;16;0;41;47;5;10
