DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2020-11-17 00:00:00;4;4;5;1;1;1;0;8;0;0;0;0;0
2020-11-17 00:15:00;11;5;4;3;2;1;1;8;0;0;0;0;0
2020-11-17 00:30:00;5;5;6;3;1;1;0;12;0;0;0;0;0
2020-11-17 00:45:00;10;3;1;0;0;0;0;4;0;0;0;0;0
2020-11-17 01:00:00;6;6;5;2;0;0;0;7;0;0;0;0;0
2020-11-17 01:15:00;2;2;1;0;0;0;0;1;0;0;0;0;0
2020-11-17 01:30:00;6;1;1;0;0;0;1;8;0;0;0;0;0
2020-11-17 01:45:00;5;6;6;4;0;0;0;4;0;0;0;0;0
2020-11-17 02:00:00;7;3;2;1;0;0;0;1;0;0;0;0;0
2020-11-17 02:15:00;4;1;0;0;0;0;0;1;0;0;0;0;0
2020-11-17 02:30:00;2;3;3;1;0;0;1;7;0;0;0;0;0
2020-11-17 02:45:00;3;2;2;1;0;0;0;3;0;0;0;0;0
2020-11-17 03:00:00;3;7;7;0;0;0;0;3;0;0;0;0;0
2020-11-17 03:15:00;6;2;3;3;0;0;0;4;0;0;0;0;0
2020-11-17 03:30:00;12;5;2;0;1;1;1;5;0;0;0;0;0
2020-11-17 03:45:00;5;10;8;5;3;2;1;9;0;0;0;0;0
2020-11-17 04:00:00;7;4;3;2;0;0;0;10;0;0;0;0;0
2020-11-17 04:15:00;4;3;2;0;1;1;0;3;0;0;0;0;0
2020-11-17 04:30:00;9;7;6;5;0;0;0;10;0;0;0;0;0
2020-11-17 04:45:00;17;12;11;3;3;3;5;18;0;0;0;0;0
2020-11-17 05:00:00;16;12;9;4;4;6;5;20;0;0;0;0;0
2020-11-17 05:15:00;35;22;18;12;13;8;9;59;0;0;0;0;0
2020-11-17 05:30:00;62;33;22;6;5;7;7;101;0;0;0;0;0
2020-11-17 05:45:00;60;21;11;2;8;7;8;76;0;0;0;0;0
2020-11-17 06:00:00;83;30;18;5;8;9;6;84;0;0;0;0;0
2020-11-17 06:15:00;86;29;18;9;4;6;6;72;0;0;0;0;0
2020-11-17 06:30:00;110;22;12;10;11;12;16;141;1;0;0;0;0
2020-11-17 06:45:00;133;30;25;21;8;6;15;184;2;1;0;0;0
2020-11-17 07:00:00;145;33;31;17;14;18;15;150;0;0;0;0;0
2020-11-17 07:15:00;179;26;26;19;13;13;24;148;1;0;0;0;0
2020-11-17 07:30:00;205;30;28;25;25;27;24;188;2;2;0;0;0
2020-11-17 07:45:00;188;39;37;31;16;20;34;229;4;4;0;0;0
