DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2019-12-21 00:00:00;11;8;8;0;14;9;7;2;0;0;0;0;0;0
2019-12-21 00:15:00;28;19;6;3;13;15;5;5;0;0;0;0;0;1
2019-12-21 00:30:00;21;29;9;0;13;14;7;5;0;0;0;0;0;0
2019-12-21 00:45:00;18;16;10;4;12;24;9;6;0;0;0;0;0;0
2019-12-21 01:00:00;16;8;8;2;11;8;5;6;0;0;0;0;0;0
2019-12-21 01:15:00;18;12;11;4;8;12;5;3;0;0;0;0;0;0
2019-12-21 01:30:00;13;15;4;1;10;12;3;5;0;0;0;0;0;0
2019-12-21 01:45:00;11;4;5;0;10;10;2;2;0;0;0;0;0;0
2019-12-21 02:00:00;6;2;3;2;9;14;6;3;0;0;6;0;0;0
2019-12-21 02:15:00;11;7;6;1;2;6;1;2;0;0;0;0;0;0
2019-12-21 02:30:00;9;5;5;0;7;6;3;3;0;0;0;0;0;0
2019-12-21 02:45:00;8;9;4;2;7;7;3;4;0;0;0;0;0;0
2019-12-21 03:00:00;6;3;3;2;5;10;3;1;0;0;0;0;0;0
2019-12-21 03:15:00;6;5;7;1;4;5;6;4;0;0;0;0;0;0
2019-12-21 03:30:00;6;1;4;3;4;3;2;2;0;0;0;0;0;0
2019-12-21 03:45:00;1;3;5;1;6;6;4;3;0;0;0;0;0;0
2019-12-21 04:00:00;6;0;8;1;9;5;4;2;0;0;0;0;0;0
2019-12-21 04:15:00;4;0;4;1;11;8;5;1;0;0;0;0;0;0
2019-12-21 04:30:00;11;5;4;1;2;5;9;2;0;0;0;0;0;0
2019-12-21 04:45:00;6;4;2;3;6;5;5;2;0;0;0;0;0;0
2019-12-21 05:00:00;8;5;4;1;3;5;5;4;0;0;0;0;0;0
2019-12-21 05:15:00;11;8;5;3;11;15;6;7;0;0;0;0;0;0
2019-12-21 05:30:00;19;11;4;3;12;10;6;8;0;0;0;0;0;0
2019-12-21 05:45:00;21;21;6;5;12;15;4;4;0;0;0;0;0;0
2019-12-21 06:00:00;17;13;8;5;13;10;8;5;0;0;0;0;0;0
2019-12-21 06:15:00;15;13;11;3;16;12;8;8;0;0;0;0;0;0
2019-12-21 06:30:00;21;9;14;4;10;27;8;11;0;0;0;0;0;0
2019-12-21 06:45:00;25;12;6;6;8;14;8;7;0;0;0;0;0;0
2019-12-21 07:00:00;23;13;11;3;16;16;12;8;0;0;0;0;0;0
2019-12-21 07:15:00;18;8;11;3;19;27;17;13;0;0;0;0;0;0
2019-12-21 07:30:00;28;21;11;5;24;31;13;18;0;0;0;0;0;0
2019-12-21 07:45:00;29;23;16;16;19;20;26;10;0;0;0;0;0;0
2019-12-21 08:00:00;34;27;21;7;22;29;17;7;0;0;0;0;0;0
2019-12-21 08:15:00;41;31;15;8;19;29;30;10;0;0;0;0;0;0
2019-12-21 08:30:00;53;57;23;13;28;39;27;20;0;0;0;0;0;0
2019-12-21 08:45:00;72;66;22;10;35;54;32;19;0;0;0;0;0;0
2019-12-21 09:00:00;75;61;17;15;41;50;31;25;0;0;0;0;0;0
2019-12-21 09:15:00;91;97;30;21;53;68;42;31;0;0;0;0;0;0
2019-12-21 09:30:00;107;93;35;19;60;70;35;32;3;0;0;0;0;6
2019-12-21 09:45:00;103;116;24;9;63;78;35;25;0;0;0;0;0;0
2019-12-21 10:00:00;97;103;35;26;65;81;42;34;0;0;0;0;0;0
2019-12-21 10:15:00;108;93;35;18;64;80;44;31;0;0;0;0;0;0
2019-12-21 10:30:00;114;116;33;35;67;89;45;34;1;0;0;0;0;2
2019-12-21 10:45:00;100;95;34;23;76;110;47;27;0;0;0;0;0;0
2019-12-21 11:00:00;92;99;43;22;95;128;33;25;0;0;0;0;0;0
2019-12-21 11:15:00;113;115;42;29;91;118;50;28;3;0;0;0;3;4
2019-12-21 11:30:00;101;102;36;22;73;108;42;32;0;0;0;0;0;0
2019-12-21 11:45:00;126;127;57;34;119;142;50;29;0;0;2;0;0;0
2019-12-21 12:00:00;107;103;35;25;86;103;48;22;0;0;0;0;0;0
2019-12-21 12:15:00;114;124;41;34;114;130;50;32;0;0;0;0;0;0
