DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2019-10-03 00:00:00;14;28;25;13;6;1;0
2019-10-03 00:15:00;20;31;21;16;8;5;0
2019-10-03 00:30:00;15;13;17;15;3;8;0
2019-10-03 00:45:00;21;25;19;10;5;4;0
2019-10-03 01:00:00;15;21;13;10;3;1;0
2019-10-03 01:15:00;15;27;16;16;5;3;0
2019-10-03 01:30:00;9;10;9;4;1;2;0
2019-10-03 01:45:00;19;19;13;7;2;4;0
2019-10-03 02:00:00;10;12;8;5;0;3;0
2019-10-03 02:15:00;8;10;10;9;2;4;0
2019-10-03 02:30:00;11;5;7;7;0;0;0
2019-10-03 02:45:00;6;9;3;2;1;1;0
2019-10-03 03:00:00;3;7;4;5;2;1;0
2019-10-03 03:15:00;11;13;7;5;0;1;0
2019-10-03 03:30:00;6;7;15;7;7;0;0
2019-10-03 03:45:00;6;8;9;9;2;1;0
2019-10-03 04:00:00;6;10;9;9;1;2;0
2019-10-03 04:15:00;10;16;5;5;1;0;0
2019-10-03 04:30:00;4;9;4;7;1;1;0
2019-10-03 04:45:00;10;10;9;11;2;1;0
2019-10-03 05:00:00;15;12;10;3;2;1;0
2019-10-03 05:15:00;12;14;20;10;3;1;0
2019-10-03 05:30:00;16;20;37;27;7;5;0
2019-10-03 05:45:00;79;89;31;23;8;4;0
2019-10-03 06:00:00;128;149;16;22;4;6;0
2019-10-03 06:15:00;74;73;27;17;4;8;0
2019-10-03 06:30:00;39;30;20;11;3;4;0
2019-10-03 06:45:00;16;27;20;7;4;4;0
2019-10-03 07:00:00;15;17;16;6;3;5;0
2019-10-03 07:15:00;19;14;13;13;2;2;0
2019-10-03 07:30:00;12;16;23;6;2;3;0
2019-10-03 07:45:00;25;25;19;10;1;2;0
2019-10-03 08:00:00;12;24;27;12;2;1;0
2019-10-03 08:15:00;23;25;25;15;3;4;0
2019-10-03 08:30:00;28;23;16;16;4;4;0
2019-10-03 08:45:00;36;26;31;21;10;7;0
2019-10-03 09:00:00;31;43;41;26;32;3;0
2019-10-03 09:15:00;31;41;38;25;7;6;0
2019-10-03 09:30:00;30;40;39;29;8;10;0
2019-10-03 09:45:00;35;46;63;52;7;5;0
2019-10-03 10:00:00;34;46;49;38;11;11;0
2019-10-03 10:15:00;45;61;48;37;5;12;1
2019-10-03 10:30:00;48;64;44;44;9;4;0
2019-10-03 10:45:00;60;74;68;53;18;6;0
2019-10-03 11:00:00;48;58;51;50;14;6;0
2019-10-03 11:15:00;49;75;70;57;19;13;0
2019-10-03 11:30:00;57;72;79;83;15;10;0
2019-10-03 11:45:00;47;59;67;60;22;16;0
2019-10-03 12:00:00;51;79;58;60;9;5;0
2019-10-03 12:15:00;44;54;56;56;7;15;0
2019-10-03 12:30:00;47;67;72;89;39;10;0
2019-10-03 12:45:00;50;89;87;58;16;11;1
2019-10-03 13:00:00;62;79;71;58;17;22;0
2019-10-03 13:15:00;46;71;77;74;29;11;0
2019-10-03 13:30:00;65;72;89;85;14;16;0
2019-10-03 13:45:00;62;78;89;75;21;16;0
2019-10-03 14:00:00;57;71;66;64;16;15;0
2019-10-03 14:15:00;67;88;81;81;13;20;0
2019-10-03 14:30:00;76;88;81;70;17;28;0
2019-10-03 14:45:00;65;92;90;81;53;19;0
2019-10-03 15:00:00;61;90;78;69;17;24;1
2019-10-03 15:15:00;63;79;84;71;24;19;0
2019-10-03 15:30:00;65;84;74;74;22;17;0
2019-10-03 15:45:00;61;88;73;65;16;10;0
2019-10-03 16:00:00;55;77;70;67;18;15;0
2019-10-03 16:15:00;73;90;61;67;15;27;0
2019-10-03 16:30:00;64;80;77;78;14;19;0
2019-10-03 16:45:00;76;101;76;73;25;22;0
2019-10-03 17:00:00;66;84;81;76;25;22;0
2019-10-03 17:15:00;78;95;77;67;16;30;6
2019-10-03 17:30:00;74;76;70;64;21;21;0
2019-10-03 17:45:00;66;90;93;82;30;34;0
2019-10-03 18:00:00;67;90;71;71;20;23;0
2019-10-03 18:15:00;65;78;80;56;23;40;0
2019-10-03 18:30:00;71;79;95;79;15;31;0
2019-10-03 18:45:00;61;78;80;71;11;16;0
2019-10-03 19:00:00;63;74;78;81;16;29;0
2019-10-03 19:15:00;60;68;73;64;13;23;0
2019-10-03 19:30:00;65;79;76;62;4;31;0
2019-10-03 19:45:00;54;74;52;50;10;14;0
2019-10-03 20:00:00;56;72;58;58;9;16;0
2019-10-03 20:15:00;45;51;49;44;2;11;0
2019-10-03 20:30:00;48;61;51;51;9;12;0
2019-10-03 20:45:00;48;51;52;37;7;9;0
2019-10-03 21:00:00;49;63;62;47;7;19;0
2019-10-03 21:15:00;33;54;55;36;4;9;0
2019-10-03 21:30:00;50;57;65;28;9;9;0
2019-10-03 21:45:00;28;48;41;26;6;8;0
2019-10-03 22:00:00;46;63;44;38;3;12;0
2019-10-03 22:15:00;31;42;40;27;3;4;0
2019-10-03 22:30:00;27;48;33;19;7;6;0
2019-10-03 22:45:00;18;22;35;21;6;4;0
2019-10-03 23:00:00;21;26;29;21;6;6;0
2019-10-03 23:15:00;8;19;28;18;6;3;0
2019-10-03 23:30:00;15;21;20;18;5;9;0
2019-10-03 23:45:00;11;17;16;10;3;7;0
