DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-05-28 00:00:00;4;1;0;0;8;3;2;2;1;0;4;1;3;11;3;0;0
2020-05-28 00:15:00;11;3;0;0;12;1;0;0;0;0;11;4;1;13;1;0;0
2020-05-28 00:30:00;8;5;0;0;10;3;1;1;0;1;6;5;2;13;2;0;0
2020-05-28 00:45:00;4;0;0;1;7;1;2;2;1;0;4;1;1;7;1;0;0
2020-05-28 01:00:00;8;0;2;0;5;3;2;2;1;0;6;0;2;8;2;0;0
2020-05-28 01:15:00;6;3;0;0;8;2;3;3;1;0;7;4;2;9;2;0;0
2020-05-28 01:30:00;8;1;0;0;4;0;0;0;0;0;8;1;0;4;0;0;0
2020-05-28 01:45:00;5;2;0;0;2;1;1;1;0;0;5;2;1;3;1;0;0
2020-05-28 02:00:00;5;0;0;0;5;0;1;1;0;0;4;0;0;6;0;0;0
2020-05-28 02:15:00;6;2;0;0;3;1;0;0;0;0;7;1;1;4;1;0;0
2020-05-28 02:30:00;9;0;0;0;5;3;0;0;0;0;9;0;3;7;3;0;0
2020-05-28 02:45:00;7;0;0;0;10;4;2;2;0;0;7;0;4;14;4;0;0
2020-05-28 03:00:00;5;2;0;0;9;3;2;2;0;0;5;2;3;12;3;0;0
2020-05-28 03:15:00;4;4;0;0;6;1;0;0;0;1;4;4;1;7;1;0;0
2020-05-28 03:30:00;13;2;0;0;12;3;0;0;0;0;12;2;3;15;3;0;0
2020-05-28 03:45:00;7;1;0;1;7;4;0;0;0;1;6;1;4;11;4;0;0
2020-05-28 04:00:00;6;5;0;0;9;1;0;0;0;1;6;5;1;10;1;0;0
2020-05-28 04:15:00;14;4;0;0;8;5;2;2;1;0;10;4;5;12;6;0;0
2020-05-28 04:30:00;17;3;2;1;13;5;1;1;3;0;16;3;3;15;5;0;0
2020-05-28 04:45:00;23;6;0;0;18;3;8;8;6;2;22;5;3;19;3;0;0
2020-05-28 05:00:00;38;13;1;0;32;5;3;3;3;0;33;15;5;37;5;0;0
2020-05-28 05:15:00;35;21;0;0;43;8;3;3;4;1;31;22;8;48;8;0;0
2020-05-28 05:30:00;64;22;1;1;50;22;6;6;5;0;64;27;19;65;21;0;0
2020-05-28 05:45:00;71;54;1;3;51;30;3;3;3;6;70;55;23;69;26;0;0
2020-05-28 06:00:00;50;31;2;0;51;25;1;2;1;0;46;30;26;71;26;0;0
2020-05-28 06:15:00;66;51;1;0;65;38;2;2;2;0;53;55;32;89;33;0;0
2020-05-28 06:30:00;22;30;0;0;21;15;2;2;0;1;17;27;15;31;15;0;0
2020-05-28 06:45:00;131;141;3;1;91;57;9;9;5;2;112;139;57;129;57;0;2
2020-05-28 07:00:00;104;88;0;0;107;63;11;14;8;2;91;96;61;154;60;0;0
2020-05-28 07:15:00;114;103;0;0;111;81;14;15;3;0;102;100;77;169;79;0;1
2020-05-28 07:30:00;114;124;2;0;114;65;10;9;5;0;103;130;64;162;65;0;3
2020-05-28 07:45:00;156;137;2;1;107;69;13;14;4;3;128;140;64;157;64;0;19
2020-05-28 08:00:00;116;93;0;2;94;57;14;18;10;1;106;92;63;136;64;0;19
2020-05-28 08:15:00;125;107;1;2;79;58;10;10;7;2;114;111;64;126;61;2;0
2020-05-28 08:30:00;115;99;1;1;81;59;17;17;7;3;100;101;57;127;55;0;0
2020-05-28 08:45:00;124;117;2;1;86;54;17;18;8;2;116;114;54;129;52;0;6
2020-05-28 09:00:00;104;86;4;1;95;59;11;11;6;5;94;91;57;132;56;0;0
2020-05-28 09:15:00;118;101;2;0;115;72;18;18;6;0;105;110;76;168;73;4;0
2020-05-28 09:30:00;117;114;2;2;100;59;14;15;8;1;101;116;61;148;61;0;1
2020-05-28 09:45:00;136;136;0;1;101;91;13;13;7;4;121;139;85;173;86;0;0
2020-05-28 10:00:00;99;96;1;2;109;69;11;11;7;1;87;99;71;170;70;0;0
2020-05-28 10:15:00;113;116;3;1;138;108;12;12;11;2;112;121;119;210;108;0;2
2020-05-28 10:30:00;116;117;0;3;137;77;17;18;4;3;103;122;85;191;83;0;0
