DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-07-23 00:00:00;9;4;0;0;1;7;4;2;6;1;0;0
2020-07-23 00:15:00;10;5;1;2;4;9;5;5;4;2;0;0
2020-07-23 00:30:00;7;3;0;2;1;6;8;7;9;4;0;0
2020-07-23 00:45:00;5;7;0;0;1;8;6;2;3;3;0;0
2020-07-23 01:00:00;10;6;0;0;0;6;4;1;4;1;0;0
2020-07-23 01:15:00;3;0;0;0;0;5;8;5;4;3;0;0
2020-07-23 01:30:00;6;3;2;2;5;4;3;1;1;0;0;0
2020-07-23 01:45:00;7;2;0;2;3;4;3;1;1;0;0;0
2020-07-23 02:00:00;1;1;0;1;1;2;3;3;1;1;0;0
2020-07-23 02:15:00;2;2;0;1;1;3;4;1;1;0;0;0
2020-07-23 02:30:00;6;2;1;2;1;2;2;3;4;1;0;0
2020-07-23 02:45:00;2;0;0;3;2;2;1;0;4;3;0;0
2020-07-23 03:00:00;3;2;0;2;0;2;1;1;0;0;0;0
2020-07-23 03:15:00;4;0;0;0;0;2;2;0;1;1;0;0
2020-07-23 03:30:00;2;2;1;0;1;2;0;1;2;0;0;0
2020-07-23 03:45:00;4;1;0;1;1;2;2;0;2;0;0;0
2020-07-23 04:00:00;3;3;1;3;4;3;4;5;3;1;0;0
2020-07-23 04:15:00;4;2;0;2;1;5;4;0;2;3;0;0
2020-07-23 04:30:00;4;3;0;0;0;4;5;3;6;2;0;0
2020-07-23 04:45:00;14;10;1;2;3;11;10;3;8;5;0;0
2020-07-23 05:00:00;29;19;0;3;7;31;13;4;7;2;0;0
2020-07-23 05:15:00;29;19;0;5;5;29;25;7;23;5;0;0
2020-07-23 05:30:00;52;28;3;11;13;42;40;17;32;6;1;0
2020-07-23 05:45:00;45;28;3;11;13;52;45;17;34;11;1;0
2020-07-23 06:00:00;50;25;3;15;9;49;48;40;38;14;5;4
2020-07-23 06:15:00;55;32;4;11;13;74;76;44;40;28;4;5
2020-07-23 06:30:00;58;34;2;16;14;100;119;57;64;39;4;0
2020-07-23 06:45:00;63;32;6;12;21;114;103;79;63;25;1;0
2020-07-23 07:00:00;62;34;7;13;19;132;130;67;67;33;4;2
2020-07-23 07:15:00;62;39;5;20;24;139;129;97;65;26;6;3
2020-07-23 07:30:00;85;43;5;14;27;181;121;94;73;29;2;6
2020-07-23 07:45:00;84;53;7;28;36;150;83;104;82;28;6;4
2020-07-23 08:00:00;52;27;8;10;22;93;88;70;64;21;4;2
2020-07-23 08:15:00;89;41;5;16;19;111;90;65;82;27;9;10
2020-07-23 08:30:00;79;48;5;12;21;107;107;73;59;17;7;12
2020-07-23 08:45:00;57;33;9;13;14;85;101;71;87;25;3;4
2020-07-23 09:00:00;70;45;4;14;18;76;68;63;71;12;6;4
2020-07-23 09:15:00;70;45;4;9;14;84;71;63;73;22;5;4
2020-07-23 09:30:00;70;41;1;8;10;58;71;72;80;20;6;0
2020-07-23 09:45:00;73;45;5;18;24;76;66;56;68;15;4;5
2020-07-23 10:00:00;66;47;3;15;16;71;69;60;73;17;2;5
2020-07-23 10:15:00;63;39;6;17;16;70;79;64;69;25;6;4
2020-07-23 10:30:00;82;46;4;10;19;76;69;60;86;10;4;5
2020-07-23 10:45:00;79;52;2;11;15;75;77;54;64;21;10;12
2020-07-23 11:00:00;69;40;7;9;22;66;58;53;64;18;6;3
2020-07-23 11:15:00;70;39;3;10;14;78;74;64;74;14;7;15
2020-07-23 11:30:00;65;49;5;22;29;61;72;56;59;17;4;58
2020-07-23 11:45:00;85;54;4;16;26;82;78;58;67;21;3;14
2020-07-23 12:00:00;76;42;5;13;25;68;69;60;107;32;3;0
2020-07-23 12:15:00;84;54;8;10;17;60;77;60;72;14;3;8
