DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-08-16 00:00:00;21;11;29;15;0;0;0
2020-08-16 00:15:00;20;19;42;8;0;0;0
2020-08-16 00:30:00;30;21;26;15;0;0;0
2020-08-16 00:45:00;19;12;22;9;1;0;0
2020-08-16 01:00:00;23;8;24;8;1;0;2
2020-08-16 01:15:00;23;11;25;10;3;1;0
2020-08-16 01:30:00;12;12;18;4;1;0;0
2020-08-16 01:45:00;28;10;17;3;0;0;0
2020-08-16 02:00:00;11;4;21;6;0;0;0
2020-08-16 02:15:00;11;4;15;3;0;0;0
2020-08-16 02:30:00;13;10;15;5;1;0;0
2020-08-16 02:45:00;12;9;10;0;0;0;0
2020-08-16 03:00:00;8;6;14;3;1;0;0
2020-08-16 03:15:00;6;10;11;2;0;0;0
2020-08-16 03:30:00;5;6;11;1;0;0;0
2020-08-16 03:45:00;3;10;14;1;0;0;0
2020-08-16 04:00:00;4;4;3;0;0;0;0
2020-08-16 04:15:00;11;4;12;4;0;0;0
2020-08-16 04:30:00;9;2;6;2;0;0;0
2020-08-16 04:45:00;6;5;11;3;0;1;0
2020-08-16 05:00:00;9;8;15;1;0;0;0
2020-08-16 05:15:00;13;6;13;7;1;1;0
2020-08-16 05:30:00;11;6;15;3;1;0;0
2020-08-16 05:45:00;13;14;15;1;0;0;0
2020-08-16 06:00:00;10;8;15;4;1;0;1
2020-08-16 06:15:00;12;14;16;4;1;0;0
2020-08-16 06:30:00;11;12;22;4;0;0;0
2020-08-16 06:45:00;17;18;25;4;6;0;0
2020-08-16 07:00:00;20;22;17;8;3;2;1
2020-08-16 07:15:00;14;14;31;6;1;1;1
2020-08-16 07:30:00;15;16;30;6;1;0;0
2020-08-16 07:45:00;31;23;28;7;0;0;0
2020-08-16 08:00:00;12;26;36;12;1;0;0
2020-08-16 08:15:00;20;18;54;18;1;0;0
2020-08-16 08:30:00;34;37;52;13;3;1;0
2020-08-16 08:45:00;41;43;70;20;2;0;0
2020-08-16 09:00:00;46;47;79;18;5;1;0
2020-08-16 09:15:00;53;37;79;28;3;0;0
2020-08-16 09:30:00;57;54;73;34;8;0;0
2020-08-16 09:45:00;74;53;107;37;4;0;0
2020-08-16 10:00:00;56;46;91;31;6;1;1
2020-08-16 10:15:00;67;53;116;51;6;0;0
2020-08-16 10:30:00;57;49;95;26;4;0;1
2020-08-16 10:45:00;56;60;102;51;6;1;2
2020-08-16 11:00:00;79;63;86;38;10;0;1
2020-08-16 11:15:00;74;78;134;63;3;0;3
2020-08-16 11:30:00;76;56;83;41;3;1;0
2020-08-16 11:45:00;88;62;113;51;0;0;0
2020-08-16 12:00:00;72;64;100;34;5;1;0
2020-08-16 12:15:00;77;64;131;52;6;1;0
2020-08-16 12:30:00;69;59;100;34;1;1;0
2020-08-16 12:45:00;93;66;124;40;4;1;0
2020-08-16 13:00:00;60;59;110;29;3;0;1
2020-08-16 13:15:00;79;60;125;51;3;1;0
2020-08-16 13:30:00;62;55;99;46;2;0;0
2020-08-16 13:45:00;98;92;124;56;7;1;0
2020-08-16 14:00:00;89;65;117;52;6;2;0
2020-08-16 14:15:00;111;69;127;39;5;1;2
2020-08-16 14:30:00;92;72;103;55;1;1;0
2020-08-16 14:45:00;106;77;114;49;2;0;1
2020-08-16 15:00:00;95;51;103;44;7;0;1
2020-08-16 15:15:00;86;49;102;42;6;0;0
2020-08-16 15:30:00;99;81;80;43;4;3;1
2020-08-16 15:45:00;112;66;92;29;2;1;0
2020-08-16 16:00:00;89;60;94;42;2;0;0
2020-08-16 16:15:00;92;71;87;44;5;2;0
2020-08-16 16:30:00;93;62;97;36;4;0;0
2020-08-16 16:45:00;104;78;101;52;4;0;0
2020-08-16 17:00:00;97;54;110;39;1;1;0
2020-08-16 17:15:00;112;85;134;45;9;1;1
2020-08-16 17:30:00;91;55;107;39;2;0;1
2020-08-16 17:45:00;132;84;118;45;4;0;0
2020-08-16 18:00:00;93;65;105;47;1;0;1
2020-08-16 18:15:00;117;67;115;49;5;0;0
2020-08-16 18:30:00;107;73;98;26;7;0;0
2020-08-16 18:45:00;88;84;117;56;7;1;0
2020-08-16 19:00:00;97;79;106;56;6;0;0
2020-08-16 19:15:00;92;80;102;58;3;1;1
2020-08-16 19:30:00;79;67;83;46;5;0;0
2020-08-16 19:45:00;71;61;124;47;6;0;0
2020-08-16 20:00:00;87;69;101;53;5;0;0
2020-08-16 20:15:00;101;62;88;44;3;0;0
2020-08-16 20:30:00;87;59;91;35;10;0;0
2020-08-16 20:45:00;66;56;101;43;6;2;1
2020-08-16 21:00:00;72;51;76;37;5;0;1
2020-08-16 21:15:00;78;47;81;33;2;0;0
2020-08-16 21:30:00;68;44;72;27;2;0;1
2020-08-16 21:45:00;71;55;74;27;3;0;0
2020-08-16 22:00:00;62;27;47;25;1;0;0
2020-08-16 22:15:00;45;45;53;17;5;0;1
2020-08-16 22:30:00;47;21;43;19;4;1;3
2020-08-16 22:45:00;41;25;43;14;2;0;2
2020-08-16 23:00:00;41;30;36;8;2;1;3
2020-08-16 23:15:00;29;23;38;18;6;2;1
2020-08-16 23:30:00;25;17;29;6;1;0;0
2020-08-16 23:45:00;28;14;23;6;4;1;2
