DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2019-12-24 00:00:00;9;7;9;11;1;4;0
2019-12-24 00:15:00;17;17;15;15;3;4;0
2019-12-24 00:30:00;15;19;11;12;1;2;0
2019-12-24 00:45:00;8;19;12;6;2;1;0
2019-12-24 01:00:00;10;17;14;8;0;3;0
2019-12-24 01:15:00;11;19;11;8;2;1;0
2019-12-24 01:30:00;11;8;11;10;2;1;0
2019-12-24 01:45:00;11;10;3;3;2;4;0
2019-12-24 02:00:00;12;10;9;4;0;0;0
2019-12-24 02:15:00;5;12;8;3;1;3;0
2019-12-24 02:30:00;10;9;7;5;1;1;0
2019-12-24 02:45:00;6;8;5;4;0;2;0
2019-12-24 03:00:00;7;8;5;5;1;3;0
2019-12-24 03:15:00;6;9;10;5;2;0;0
2019-12-24 03:30:00;4;3;3;4;0;0;0
2019-12-24 03:45:00;8;10;3;3;0;0;0
2019-12-24 04:00:00;3;2;4;7;1;1;0
2019-12-24 04:15:00;7;6;0;3;1;0;0
2019-12-24 04:30:00;3;7;6;13;1;2;0
2019-12-24 04:45:00;4;9;3;4;1;3;0
2019-12-24 05:00:00;16;17;18;8;2;1;0
2019-12-24 05:15:00;10;15;17;8;1;1;0
2019-12-24 05:30:00;13;11;11;26;9;3;0
2019-12-24 05:45:00;18;17;13;14;2;1;0
2019-12-24 06:00:00;16;22;10;22;3;1;0
2019-12-24 06:15:00;15;9;14;15;0;5;0
2019-12-24 06:30:00;16;20;17;18;4;0;0
2019-12-24 06:45:00;18;25;12;18;1;4;0
2019-12-24 07:00:00;14;20;16;20;4;4;0
2019-12-24 07:15:00;17;22;18;25;6;4;0
2019-12-24 07:30:00;18;25;22;35;3;8;0
2019-12-24 07:45:00;22;37;25;26;9;6;0
2019-12-24 08:00:00;31;40;36;39;11;15;0
2019-12-24 08:15:00;26;40;30;39;7;10;0
2019-12-24 08:30:00;33;37;46;61;140;8;3
2019-12-24 08:45:00;42;50;59;73;19;11;0
2019-12-24 09:00:00;44;57;63;58;111;16;0
2019-12-24 09:15:00;45;75;76;82;17;8;0
2019-12-24 09:30:00;57;73;71;74;21;16;0
2019-12-24 09:45:00;61;92;76;88;35;17;1
2019-12-24 10:00:00;55;96;81;94;19;30;0
2019-12-24 10:15:00;67;96;91;104;47;25;12
2019-12-24 10:30:00;65;114;93;105;27;36;0
2019-12-24 10:45:00;71;107;97;105;32;41;0
2019-12-24 11:00:00;68;104;98;123;182;33;0
2019-12-24 11:15:00;71;122;104;113;19;40;0
2019-12-24 11:30:00;88;133;103;96;31;39;3
2019-12-24 11:45:00;69;132;101;103;38;23;0
2019-12-24 12:00:00;79;134;100;95;16;46;0
2019-12-24 12:15:00;84;118;75;94;25;26;0
2019-12-24 12:30:00;66;114;87;96;29;33;0
2019-12-24 12:45:00;77;117;87;94;35;26;0
2019-12-24 13:00:00;71;123;93;100;19;31;0
2019-12-24 13:15:00;81;120;87;88;38;29;0
2019-12-24 13:30:00;80;115;83;89;19;19;0
2019-12-24 13:45:00;67;117;67;81;9;37;0
2019-12-24 14:00:00;84;136;54;72;14;51;3
2019-12-24 14:15:00;78;119;66;87;25;29;0
2019-12-24 14:30:00;66;108;59;86;11;18;0
2019-12-24 14:45:00;64;93;71;87;25;11;0
2019-12-24 15:00:00;52;87;50;78;7;27;0
2019-12-24 15:15:00;63;86;57;57;14;8;0
2019-12-24 15:30:00;48;67;52;154;10;16;0
2019-12-24 15:45:00;55;73;65;82;16;14;0
2019-12-24 16:00:00;44;78;71;68;14;12;1
2019-12-24 16:15:00;70;87;56;54;12;10;0
2019-12-24 16:30:00;57;75;61;68;6;21;0
2019-12-24 16:45:00;61;83;61;62;8;12;0
2019-12-24 17:00:00;56;72;68;59;7;9;0
2019-12-24 17:15:00;56;74;50;60;9;10;0
2019-12-24 17:30:00;57;79;61;56;5;12;0
2019-12-24 17:45:00;49;73;55;60;8;11;1
2019-12-24 18:00:00;50;62;44;40;5;17;0
2019-12-24 18:15:00;35;63;34;18;4;8;0
2019-12-24 18:30:00;32;39;43;33;6;16;0
2019-12-24 18:45:00;33;43;34;34;3;7;0
2019-12-24 19:00:00;34;35;35;32;2;9;0
2019-12-24 19:15:00;23;43;25;28;3;11;0
2019-12-24 19:30:00;32;35;35;31;4;9;0
2019-12-24 19:45:00;32;41;22;24;6;7;0
2019-12-24 20:00:00;39;50;43;36;1;8;0
2019-12-24 20:15:00;38;43;36;27;5;4;0
2019-12-24 20:30:00;39;28;38;29;5;12;0
2019-12-24 20:45:00;31;42;41;32;4;10;0
2019-12-24 21:00:00;38;51;49;46;7;9;0
2019-12-24 21:15:00;34;46;39;41;7;3;0
2019-12-24 21:30:00;50;65;45;41;9;6;0
2019-12-24 21:45:00;22;41;38;39;8;10;0
2019-12-24 22:00:00;40;50;39;43;7;10;0
2019-12-24 22:15:00;38;39;34;37;8;6;0
2019-12-24 22:30:00;29;40;44;44;8;3;0
2019-12-24 22:45:00;24;48;36;26;5;1;0
2019-12-24 23:00:00;29;50;39;28;3;0;0
2019-12-24 23:15:00;14;37;19;28;5;2;0
2019-12-24 23:30:00;26;27;45;31;7;4;0
