DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-04-19 00:00:00;3;5;3;4;0;0
2020-04-19 00:15:00;8;6;6;4;0;0
2020-04-19 00:30:00;4;7;5;3;0;0
2020-04-19 00:45:00;5;2;3;5;0;0
2020-04-19 01:00:00;1;1;1;1;0;0
2020-04-19 01:15:00;5;4;3;6;0;0
2020-04-19 01:30:00;2;1;5;6;0;0
2020-04-19 01:45:00;4;4;1;4;0;0
2020-04-19 02:00:00;4;2;2;0;0;0
2020-04-19 02:15:00;4;1;2;1;0;0
2020-04-19 02:30:00;6;2;3;2;0;0
2020-04-19 02:45:00;2;3;5;1;0;0
2020-04-19 03:00:00;3;2;2;2;0;0
2020-04-19 03:15:00;3;2;1;0;0;0
2020-04-19 03:30:00;3;1;2;0;0;0
2020-04-19 03:45:00;3;2;3;1;0;0
2020-04-19 04:00:00;1;0;1;2;0;0
2020-04-19 04:15:00;1;3;1;1;0;0
2020-04-19 04:30:00;3;1;3;4;0;0
2020-04-19 04:45:00;3;1;2;2;0;0
2020-04-19 05:00:00;3;5;5;2;0;0
2020-04-19 05:15:00;5;4;3;2;0;0
2020-04-19 05:30:00;6;4;7;12;0;0
2020-04-19 05:45:00;7;3;8;4;0;0
2020-04-19 06:00:00;6;2;7;5;0;0
2020-04-19 06:15:00;7;3;5;1;0;0
2020-04-19 06:30:00;2;5;4;2;0;0
2020-04-19 06:45:00;2;2;2;2;0;0
2020-04-19 07:00:00;5;4;5;2;0;0
2020-04-19 07:15:00;10;5;4;5;0;0
2020-04-19 07:30:00;8;3;10;4;0;0
2020-04-19 07:45:00;3;4;13;5;0;0
2020-04-19 08:00:00;9;5;9;7;0;0
2020-04-19 08:15:00;12;11;7;10;0;0
2020-04-19 08:30:00;11;1;11;3;0;0
2020-04-19 08:45:00;12;8;9;6;2;0
2020-04-19 09:00:00;23;14;18;9;0;0
2020-04-19 09:15:00;30;15;16;4;0;0
2020-04-19 09:30:00;17;13;17;5;0;0
2020-04-19 09:45:00;14;16;18;6;1;0
2020-04-19 10:00:00;32;16;19;8;0;0
2020-04-19 10:15:00;27;23;24;11;4;0
2020-04-19 10:30:00;35;18;20;20;0;0
2020-04-19 10:45:00;23;20;14;10;0;0
2020-04-19 11:00:00;25;20;30;12;1;0
2020-04-19 11:15:00;29;19;33;12;6;1
2020-04-19 11:30:00;29;17;28;20;7;0
2020-04-19 11:45:00;32;20;28;18;1;0
2020-04-19 12:00:00;24;25;24;18;0;0
2020-04-19 12:15:00;42;26;30;8;10;0
2020-04-19 12:30:00;33;21;19;16;0;0
2020-04-19 12:45:00;44;32;36;19;24;4
2020-04-19 13:00:00;42;34;28;23;2;0
2020-04-19 13:15:00;41;33;30;20;13;0
2020-04-19 13:30:00;29;22;37;23;6;0
2020-04-19 13:45:00;46;27;33;20;2;0
2020-04-19 14:00:00;43;34;40;21;1;0
2020-04-19 14:15:00;30;20;27;19;5;0
2020-04-19 14:30:00;38;26;35;15;2;0
2020-04-19 14:45:00;36;37;30;25;2;0
2020-04-19 15:00:00;36;26;32;17;0;0
2020-04-19 15:15:00;45;29;35;14;14;0
2020-04-19 15:30:00;33;24;34;29;0;0
2020-04-19 15:45:00;40;23;31;20;2;0
2020-04-19 16:00:00;33;22;40;21;1;0
2020-04-19 16:15:00;44;31;46;33;4;0
2020-04-19 16:30:00;28;30;40;25;10;0
2020-04-19 16:45:00;42;35;51;24;0;0
2020-04-19 17:00:00;46;38;47;28;2;10
2020-04-19 17:15:00;30;25;44;24;4;0
2020-04-19 17:30:00;41;32;43;25;1;0
2020-04-19 17:45:00;38;33;41;19;0;0
2020-04-19 18:00:00;24;26;35;16;4;0
2020-04-19 18:15:00;39;25;34;28;4;0
2020-04-19 18:30:00;29;27;39;19;1;2
2020-04-19 18:45:00;26;15;39;28;20;0
2020-04-19 19:00:00;38;33;38;19;6;0
2020-04-19 19:15:00;39;25;36;27;1;1
2020-04-19 19:30:00;25;24;32;23;1;0
2020-04-19 19:45:00;38;27;32;25;1;0
2020-04-19 20:00:00;26;20;34;19;0;0
2020-04-19 20:15:00;33;27;39;25;0;0
2020-04-19 20:30:00;22;20;30;19;0;0
2020-04-19 20:45:00;19;17;24;22;0;0
2020-04-19 21:00:00;25;19;32;21;0;0
2020-04-19 21:15:00;29;20;28;12;0;0
2020-04-19 21:30:00;18;15;41;16;0;0
2020-04-19 21:45:00;18;12;22;21;0;0
2020-04-19 22:00:00;24;14;15;16;0;0
2020-04-19 22:15:00;15;14;12;8;0;0
2020-04-19 22:30:00;11;10;13;8;0;0
2020-04-19 22:45:00;13;14;9;11;0;0
2020-04-19 23:00:00;11;8;9;7;0;0
2020-04-19 23:15:00;9;6;7;5;0;0
2020-04-19 23:30:00;6;5;6;5;0;0
2020-04-19 23:45:00;8;5;11;8;0;0
