DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-10-06 00:00:00;4;5;13;7;0;0
2020-10-06 00:15:00;18;12;17;7;0;0
2020-10-06 00:30:00;5;4;11;7;0;0
2020-10-06 00:45:00;10;7;8;5;0;0
2020-10-06 01:00:00;9;6;12;6;0;0
2020-10-06 01:15:00;4;4;6;4;0;0
2020-10-06 01:30:00;7;4;10;6;0;0
2020-10-06 01:45:00;5;4;4;5;0;0
2020-10-06 02:00:00;2;1;6;3;0;0
2020-10-06 02:15:00;10;10;4;3;0;0
2020-10-06 02:30:00;9;7;7;3;0;0
2020-10-06 02:45:00;3;3;8;2;0;0
2020-10-06 03:00:00;4;5;8;7;0;0
2020-10-06 03:15:00;8;7;9;6;0;0
2020-10-06 03:30:00;9;3;8;7;0;0
2020-10-06 03:45:00;11;7;12;6;0;0
2020-10-06 04:00:00;8;2;11;5;0;0
2020-10-06 04:15:00;15;18;17;7;0;0
2020-10-06 04:30:00;20;13;29;10;0;0
2020-10-06 04:45:00;31;25;50;27;0;0
2020-10-06 05:00:00;28;27;81;71;0;0
2020-10-06 05:15:00;37;36;135;136;0;0
2020-10-06 05:30:00;51;54;140;157;0;0
2020-10-06 05:45:00;111;140;102;116;0;0
2020-10-06 06:00:00;122;172;122;123;0;0
2020-10-06 06:15:00;93;128;139;138;0;0
2020-10-06 06:30:00;79;106;153;182;1;0
2020-10-06 06:45:00;79;107;134;144;3;0
2020-10-06 07:00:00;64;72;157;163;31;0
2020-10-06 07:15:00;80;107;148;165;7;0
2020-10-06 07:30:00;84;92;132;153;10;0
2020-10-06 07:45:00;124;127;142;148;22;0
2020-10-06 08:00:00;99;105;112;118;15;0
2020-10-06 08:15:00;102;111;122;120;13;1
2020-10-06 08:30:00;70;97;109;114;8;0
2020-10-06 08:45:00;83;94;114;110;2;0
2020-10-06 09:00:00;90;78;101;100;6;0
2020-10-06 09:15:00;74;86;93;88;6;0
2020-10-06 09:30:00;113;81;99;130;22;0
2020-10-06 09:45:00;89;90;73;132;10;0
2020-10-06 10:00:00;102;90;102;92;6;0
2020-10-06 10:15:00;106;103;107;85;4;0
2020-10-06 10:30:00;89;105;114;104;3;0
2020-10-06 10:45:00;104;105;113;98;9;0
2020-10-06 11:00:00;90;105;114;85;10;0
2020-10-06 11:15:00;88;104;116;97;10;3
2020-10-06 11:30:00;107;111;81;92;8;2
2020-10-06 11:45:00;100;120;112;104;11;2
2020-10-06 12:00:00;127;142;101;88;5;0
2020-10-06 12:15:00;105;121;109;98;25;0
2020-10-06 12:30:00;104;114;101;93;12;3
2020-10-06 12:45:00;101;112;90;98;27;0
2020-10-06 13:00:00;92;113;121;134;10;0
2020-10-06 13:15:00;108;119;131;148;12;0
2020-10-06 13:30:00;124;132;163;157;12;0
2020-10-06 13:45:00;119;127;132;104;4;0
2020-10-06 14:00:00;125;171;130;106;13;0
2020-10-06 14:15:00;173;233;97;89;9;0
2020-10-06 14:30:00;195;227;125;106;12;0
2020-10-06 14:45:00;174;217;119;107;7;0
2020-10-06 15:00:00;169;195;117;134;3;0
2020-10-06 15:15:00;164;209;101;99;5;0
2020-10-06 15:30:00;155;194;108;103;0;0
2020-10-06 15:45:00;98;115;99;118;42;0
2020-10-06 16:00:00;174;220;120;114;27;0
2020-10-06 16:15:00;186;232;129;129;10;4
2020-10-06 16:30:00;169;211;123;121;18;0
2020-10-06 16:45:00;159;190;113;94;15;0
2020-10-06 17:00:00;177;198;130;139;24;0
2020-10-06 17:15:00;169;199;121;94;3;0
2020-10-06 17:30:00;141;176;94;99;5;0
2020-10-06 17:45:00;161;188;125;115;16;3
2020-10-06 18:00:00;123;169;115;110;10;0
2020-10-06 18:15:00;114;176;106;74;12;0
2020-10-06 18:30:00;123;137;99;89;1;0
2020-10-06 18:45:00;96;110;81;69;13;0
2020-10-06 19:00:00;114;100;93;55;10;0
2020-10-06 19:15:00;74;100;77;68;18;3
2020-10-06 19:30:00;71;83;60;50;5;8
2020-10-06 19:45:00;71;73;64;48;15;9
2020-10-06 20:00:00;66;73;56;34;0;0
2020-10-06 20:15:00;54;66;54;51;2;0
2020-10-06 20:30:00;53;55;65;50;2;1
2020-10-06 20:45:00;48;60;67;58;0;0
2020-10-06 21:00:00;52;60;95;101;6;1
2020-10-06 21:15:00;53;58;108;103;0;0
2020-10-06 21:30:00;57;47;68;71;0;0
2020-10-06 21:45:00;93;113;35;30;7;0
2020-10-06 22:00:00;116;155;34;29;0;0
2020-10-06 22:15:00;79;83;42;36;2;0
2020-10-06 22:30:00;30;26;21;16;1;0
2020-10-06 22:45:00;30;21;18;14;0;0
2020-10-06 23:00:00;21;18;22;21;0;0
2020-10-06 23:15:00;12;18;18;13;0;0
2020-10-06 23:30:00;19;16;21;18;0;0
