DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DC1);7(DD1);8(DD2);9(DD3);10(tafga);11(tafgc);12(tafba);13(tafbb);14(tafbc);15(tafbd)
2020-09-22 00:00:00;3;0;0;0;0;1;0;1;1;0;0;0;0;0;0
2020-09-22 00:15:00;5;3;0;2;3;0;0;0;0;0;0;0;0;0;0
2020-09-22 00:30:00;5;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-09-22 00:45:00;6;5;0;3;3;2;0;0;0;0;0;0;0;0;0
2020-09-22 01:00:00;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-09-22 01:15:00;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-09-22 01:30:00;2;2;0;1;1;2;0;0;0;0;0;0;0;0;0
2020-09-22 01:45:00;3;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-09-22 02:00:00;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-09-22 02:15:00;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-09-22 02:30:00;4;1;0;0;0;1;0;2;2;0;0;0;0;0;0
2020-09-22 02:45:00;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-09-22 03:00:00;4;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-09-22 03:15:00;4;2;0;0;0;0;0;2;2;0;0;0;0;0;0
2020-09-22 03:30:00;3;1;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-09-22 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-22 04:00:00;3;2;0;1;1;0;0;1;1;0;0;0;0;0;0
2020-09-22 04:15:00;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-09-22 04:30:00;2;1;0;0;0;3;0;2;2;0;0;0;0;0;0
2020-09-22 04:45:00;4;3;0;2;2;5;0;3;3;0;0;0;0;0;0
2020-09-22 05:00:00;8;8;0;7;8;8;0;4;5;0;0;0;0;0;0
2020-09-22 05:15:00;27;15;0;13;12;15;0;7;10;0;0;0;0;0;0
2020-09-22 05:30:00;37;16;0;12;12;25;0;14;14;0;0;0;0;0;0
2020-09-22 05:45:00;53;26;0;16;17;27;0;14;11;0;0;0;0;0;0
2020-09-22 06:00:00;51;27;0;26;27;19;0;13;12;0;0;0;0;0;0
2020-09-22 06:15:00;36;23;1;19;19;28;0;8;6;0;0;0;0;0;0
2020-09-22 06:30:00;43;38;2;36;34;41;0;24;22;1;0;0;0;0;0
2020-09-22 06:45:00;28;34;1;29;26;25;0;18;17;0;0;0;0;0;0
2020-09-22 07:00:00;48;45;2;37;33;33;0;18;21;0;0;0;0;0;0
2020-09-22 07:15:00;48;43;4;42;41;65;0;17;21;1;1;1;1;0;0
2020-09-22 07:30:00;45;52;1;47;36;47;0;36;30;0;2;7;0;2;0
2020-09-22 07:45:00;64;63;4;58;45;29;0;26;19;1;0;0;0;0;0
2020-09-22 08:00:00;48;47;1;46;36;31;0;19;17;1;0;0;4;1;0
2020-09-22 08:15:00;58;53;1;47;37;24;0;21;18;0;0;0;0;0;0
2020-09-22 08:30:00;52;50;3;47;32;31;0;23;16;0;0;0;0;0;0
2020-09-22 08:45:00;44;40;1;41;36;39;0;20;19;0;0;0;0;0;0
2020-09-22 09:00:00;39;29;3;28;23;35;0;22;19;0;0;0;0;0;0
2020-09-22 09:15:00;43;32;1;31;27;34;0;18;15;6;0;0;0;0;0
2020-09-22 09:30:00;42;23;3;24;22;24;0;22;18;2;0;0;0;0;0
2020-09-22 09:45:00;54;34;1;33;30;22;0;17;17;0;0;0;0;0;0
2020-09-22 10:00:00;52;32;1;29;28;16;0;17;21;0;0;0;0;0;0
2020-09-22 10:15:00;42;26;8;24;23;21;0;13;14;0;0;0;0;0;0
2020-09-22 10:30:00;44;36;23;33;31;18;0;17;15;2;0;0;0;0;0
2020-09-22 10:45:00;50;27;29;26;25;17;0;18;21;0;0;0;0;0;0
2020-09-22 11:00:00;58;38;25;39;28;21;0;15;12;0;0;0;0;0;0
2020-09-22 11:15:00;65;32;2;33;27;23;0;24;17;2;0;0;0;0;0
2020-09-22 11:30:00;53;28;0;26;26;22;0;22;19;0;0;0;0;0;0
2020-09-22 11:45:00;50;25;4;23;22;23;0;17;19;2;0;1;0;0;0
2020-09-22 12:00:00;57;30;0;29;26;22;0;22;30;2;0;0;0;0;0
2020-09-22 12:15:00;49;28;1;26;22;26;0;23;35;0;0;0;0;0;0
2020-09-22 12:30:00;56;27;1;25;21;20;0;17;20;2;1;1;3;3;0
2020-09-22 12:45:00;58;27;3;22;21;24;0;21;24;0;2;0;0;0;0
2020-09-22 13:00:00;64;50;4;44;32;23;0;20;22;0;0;0;0;0;7
2020-09-22 13:15:00;60;42;1;37;33;19;0;22;21;1;0;0;0;0;1
2020-09-22 13:30:00;73;27;0;28;22;34;0;21;24;1;0;1;1;0;0
2020-09-22 13:45:00;70;40;6;36;32;25;0;21;14;0;0;0;0;0;0
2020-09-22 14:00:00;79;34;0;34;31;30;0;16;19;2;1;0;0;0;0
2020-09-22 14:15:00;72;38;0;36;34;28;0;20;19;0;0;0;0;0;0
2020-09-22 14:30:00;99;53;4;50;51;26;0;17;17;0;2;0;0;0;0
2020-09-22 14:45:00;59;53;3;54;49;26;0;25;25;0;0;0;0;0;0
2020-09-22 15:00:00;68;42;6;38;39;33;0;15;18;1;0;0;0;0;0
2020-09-22 15:15:00;77;53;2;48;53;28;0;23;19;1;0;0;0;0;0
2020-09-22 15:30:00;68;49;9;41;39;31;0;18;20;3;0;4;1;0;1
2020-09-22 15:45:00;87;49;7;45;39;29;0;25;20;0;3;0;0;0;0
2020-09-22 16:00:00;78;45;5;42;34;40;0;15;19;0;1;0;0;0;0
2020-09-22 16:15:00;66;51;4;48;46;33;0;25;25;1;0;4;0;0;0
2020-09-22 16:30:00;77;52;2;47;36;36;0;30;25;0;0;0;0;0;0
2020-09-22 16:45:00;87;61;8;57;42;36;0;42;32;0;0;0;0;0;0
2020-09-22 17:00:00;76;58;4;57;56;27;0;33;28;1;0;0;0;0;0
2020-09-22 17:15:00;86;41;7;44;41;30;0;19;16;2;0;0;0;0;0
2020-09-22 17:30:00;92;48;2;47;37;39;0;19;17;0;0;0;0;0;0
2020-09-22 17:45:00;75;44;5;42;30;43;0;30;28;0;0;0;0;0;0
2020-09-22 18:00:00;64;43;2;39;37;33;0;30;25;0;0;0;0;0;0
2020-09-22 18:15:00;66;39;4;39;47;15;0;23;19;0;0;0;0;0;0
2020-09-22 18:30:00;56;37;3;31;27;24;0;28;24;0;0;0;0;0;0
2020-09-22 18:45:00;60;34;0;28;28;21;0;13;12;0;0;0;0;0;0
2020-09-22 19:00:00;46;36;2;31;28;24;0;14;15;3;0;0;0;0;0
2020-09-22 19:15:00;57;20;1;14;11;23;0;14;16;0;0;0;0;0;0
2020-09-22 19:30:00;43;27;1;23;25;16;0;10;8;1;1;0;0;0;0
2020-09-22 19:45:00;34;22;1;16;17;12;0;6;6;0;0;0;0;0;0
2020-09-22 20:00:00;39;16;1;14;16;9;0;5;4;0;0;0;0;0;0
2020-09-22 20:15:00;38;28;0;22;22;14;0;7;6;0;0;0;0;0;0
2020-09-22 20:30:00;28;18;1;14;14;11;0;6;6;0;0;0;0;0;0
2020-09-22 20:45:00;23;14;0;12;13;8;0;5;5;0;0;0;0;0;0
2020-09-22 21:00:00;31;12;0;8;8;10;0;10;10;0;0;0;0;0;0
2020-09-22 21:15:00;34;16;1;10;11;14;0;11;14;0;0;0;0;0;0
2020-09-22 21:30:00;25;15;0;14;16;12;0;9;9;0;0;0;0;0;0
2020-09-22 21:45:00;32;11;0;9;7;6;0;7;7;0;0;0;0;0;0
2020-09-22 22:00:00;25;11;0;9;9;20;0;6;3;0;0;0;0;0;0
2020-09-22 22:15:00;25;10;0;9;9;7;0;4;4;0;0;0;0;0;0
2020-09-22 22:30:00;16;3;0;3;3;9;0;1;1;0;0;0;0;0;0
2020-09-22 22:45:00;14;5;0;2;3;1;0;1;1;0;0;0;0;0;0
2020-09-22 23:00:00;13;5;0;4;5;5;0;0;0;0;0;0;0;0;0
2020-09-22 23:15:00;10;6;0;6;5;3;0;1;2;0;0;0;0;0;0
2020-09-22 23:30:00;9;5;0;3;3;4;0;2;1;0;0;0;0;0;0
