DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-01-28 00:00:00;4;5;1;2;1;1;0;2
2020-01-28 00:15:00;0;4;2;1;1;5;0;1
2020-01-28 00:30:00;3;1;0;0;1;1;0;4
2020-01-28 00:45:00;4;5;2;1;1;3;0;2
2020-01-28 01:00:00;1;1;0;1;1;2;0;2
2020-01-28 01:15:00;2;3;1;0;0;2;0;2
2020-01-28 01:30:00;1;0;1;0;0;1;0;0
2020-01-28 01:45:00;1;1;0;0;0;0;0;0
2020-01-28 02:00:00;1;0;0;1;0;2;0;0
2020-01-28 02:15:00;1;0;0;1;2;0;0;0
2020-01-28 02:30:00;1;1;0;0;1;0;0;0
2020-01-28 02:45:00;1;0;0;1;1;0;0;1
2020-01-28 03:00:00;2;1;1;2;3;1;0;1
2020-01-28 03:15:00;2;2;1;0;1;4;0;0
2020-01-28 03:30:00;2;1;0;1;5;1;0;0
2020-01-28 03:45:00;4;1;2;0;0;1;0;0
2020-01-28 04:00:00;2;3;2;1;3;0;0;0
2020-01-28 04:15:00;2;10;6;2;1;1;0;1
2020-01-28 04:30:00;5;6;0;0;1;2;0;1
2020-01-28 04:45:00;8;11;11;6;5;3;0;1
2020-01-28 05:00:00;7;10;24;4;2;14;0;0
2020-01-28 05:15:00;21;29;83;9;4;29;0;13
2020-01-28 05:30:00;32;33;71;15;13;28;0;18
2020-01-28 05:45:00;56;46;89;61;20;21;0;29
2020-01-28 06:00:00;41;29;66;38;27;20;0;26
2020-01-28 06:15:00;57;42;92;19;24;27;0;18
2020-01-28 06:30:00;68;39;103;21;19;38;0;30
2020-01-28 06:45:00;74;58;100;20;62;47;0;37
2020-01-28 07:00:00;87;57;104;22;34;53;0;43
2020-01-28 07:15:00;101;62;97;20;57;59;0;65
2020-01-28 07:30:00;124;71;109;36;88;48;0;78
2020-01-28 07:45:00;121;117;97;39;53;67;0;74
2020-01-28 08:00:00;91;76;98;28;41;53;0;65
2020-01-28 08:15:00;89;59;97;31;31;44;0;54
2020-01-28 08:30:00;81;63;70;32;48;37;0;46
2020-01-28 08:45:00;58;47;68;32;36;37;0;41
2020-01-28 09:00:00;60;47;51;23;41;37;0;48
2020-01-28 09:15:00;54;28;37;30;35;29;0;35
2020-01-28 09:30:00;64;45;39;35;46;25;0;33
2020-01-28 09:45:00;65;46;38;20;37;26;0;38
2020-01-28 10:00:00;53;37;16;30;51;25;0;33
2020-01-28 10:15:00;58;42;27;24;47;33;0;28
2020-01-28 10:30:00;71;42;36;32;59;33;0;35
2020-01-28 10:45:00;56;43;40;42;51;32;0;41
2020-01-28 11:00:00;63;36;16;27;38;37;0;34
2020-01-28 11:15:00;70;40;30;35;32;36;0;47
2020-01-28 11:30:00;53;38;26;35;45;46;0;37
2020-01-28 11:45:00;54;45;29;35;43;37;0;52
2020-01-28 12:00:00;40;37;30;35;43;23;0;48
2020-01-28 12:15:00;54;47;24;32;34;47;0;45
2020-01-28 12:30:00;56;37;30;33;45;40;0;43
2020-01-28 12:45:00;57;43;28;30;39;36;0;43
2020-01-28 13:00:00;65;62;42;35;113;44;0;55
2020-01-28 13:15:00;59;50;54;31;29;48;0;37
2020-01-28 13:30:00;62;42;82;39;45;45;0;33
2020-01-28 13:45:00;54;41;70;30;36;43;0;44
2020-01-28 14:00:00;54;55;27;60;70;27;0;48
2020-01-28 14:15:00;73;52;28;67;61;26;0;38
2020-01-28 14:30:00;60;59;18;54;79;29;0;36
2020-01-28 14:45:00;65;45;31;45;46;31;0;50
2020-01-28 15:00:00;62;50;22;41;50;32;0;43
2020-01-28 15:15:00;62;54;28;72;63;32;0;50
2020-01-28 15:30:00;78;60;21;70;77;45;0;58
2020-01-28 15:45:00;81;71;29;61;64;64;0;80
2020-01-28 16:00:00;88;83;37;81;59;42;0;73
