DATUM;1(DA1);2(DB1);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBD)
2020-04-20 00:00:00;3;0;2;0;0;0;0;0;0;0;0;0
2020-04-20 00:15:00;3;0;3;0;0;0;0;0;0;0;0;0
2020-04-20 00:30:00;2;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 00:45:00;3;0;3;0;0;0;0;0;0;0;0;0
2020-04-20 01:00:00;2;0;3;0;0;0;0;0;0;0;0;0
2020-04-20 01:15:00;1;0;2;0;0;0;0;0;0;0;0;0
2020-04-20 01:30:00;2;0;2;0;0;0;0;0;0;0;0;0
2020-04-20 01:45:00;2;0;4;0;0;0;0;0;0;0;0;0
2020-04-20 02:00:00;2;0;1;0;0;0;0;0;0;0;0;0
2020-04-20 02:15:00;2;0;1;0;0;0;0;0;0;0;0;0
2020-04-20 02:30:00;3;0;5;0;0;0;0;0;0;0;0;0
2020-04-20 02:45:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-04-20 03:00:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-04-20 03:15:00;0;0;4;0;0;0;0;0;0;0;0;0
2020-04-20 03:30:00;4;0;4;0;0;0;0;0;0;0;0;0
2020-04-20 03:45:00;2;0;2;0;0;0;0;0;0;0;0;0
2020-04-20 04:00:00;2;0;5;0;0;0;0;0;0;0;0;0
2020-04-20 04:15:00;3;0;2;0;0;0;0;0;0;0;0;0
2020-04-20 04:30:00;2;0;12;0;0;0;0;0;0;0;0;0
2020-04-20 04:45:00;4;0;15;0;0;0;0;0;0;0;0;0
2020-04-20 05:00:00;11;0;29;0;0;0;0;0;0;0;0;0
2020-04-20 05:15:00;8;0;44;0;0;0;0;0;0;0;0;0
2020-04-20 05:30:00;8;0;101;0;0;0;0;0;0;0;3;0
2020-04-20 05:45:00;11;0;91;0;1;0;0;0;0;0;0;0
2020-04-20 06:00:00;21;0;69;0;0;0;0;0;0;1;0;0
2020-04-20 06:15:00;29;0;116;0;3;0;0;0;0;2;2;0
2020-04-20 06:30:00;44;0;160;0;4;1;0;0;0;2;0;0
2020-04-20 06:45:00;50;0;146;0;4;0;0;0;0;3;0;0
2020-04-20 07:00:00;45;0;130;0;4;1;0;0;0;3;0;0
2020-04-20 07:15:00;38;0;147;0;12;0;0;0;0;1;0;0
2020-04-20 07:30:00;53;0;154;0;8;0;0;0;0;0;0;0
2020-04-20 07:45:00;70;0;145;0;11;0;0;0;0;0;0;0
2020-04-20 08:00:00;61;0;114;0;3;0;0;0;0;3;0;0
2020-04-20 08:15:00;68;0;114;0;7;0;0;0;0;2;0;0
2020-04-20 08:30:00;60;0;150;0;3;0;0;0;0;6;0;0
2020-04-20 08:45:00;66;0;119;0;5;1;0;0;0;0;0;0
2020-04-20 09:00:00;66;0;91;0;3;1;0;0;0;2;0;0
2020-04-20 09:15:00;65;0;100;0;4;1;0;0;0;2;0;0
2020-04-20 09:30:00;83;0;104;0;5;0;0;0;0;3;1;0
2020-04-20 09:45:00;74;0;125;0;4;2;0;0;0;0;0;0
2020-04-20 10:00:00;77;0;95;0;2;1;0;0;0;5;0;0
2020-04-20 10:15:00;76;0;102;0;4;0;0;0;0;5;0;0
2020-04-20 10:30:00;95;0;111;0;2;1;0;0;0;0;0;0
2020-04-20 10:45:00;92;0;110;0;1;5;0;0;0;1;2;0
2020-04-20 11:00:00;76;0;102;0;3;0;0;0;0;3;0;0
2020-04-20 11:15:00;97;0;115;0;2;2;0;0;0;6;1;0
2020-04-20 11:30:00;95;0;106;0;2;0;0;0;0;5;0;0
2020-04-20 11:45:00;96;0;100;0;3;3;0;0;0;3;0;0
2020-04-20 12:00:00;118;0;95;0;1;2;0;0;0;1;0;0
2020-04-20 12:15:00;143;0;90;0;3;7;0;0;0;2;0;0
2020-04-20 12:30:00;98;0;93;0;3;5;0;0;0;2;0;0
2020-04-20 12:45:00;102;0;83;0;0;0;0;0;0;7;0;0
2020-04-20 13:00:00;113;0;89;0;2;0;0;0;0;1;0;0
2020-04-20 13:15:00;109;0;114;0;0;0;0;0;0;7;0;0
2020-04-20 13:30:00;104;0;121;0;2;2;0;0;0;2;0;0
2020-04-20 13:45:00;129;0;124;0;2;3;0;0;0;3;0;0
2020-04-20 14:00:00;119;0;116;0;2;3;0;0;0;4;0;0
2020-04-20 14:15:00;108;0;92;0;4;2;0;0;0;3;0;0
2020-04-20 14:30:00;150;0;95;0;2;3;0;0;0;8;0;0
2020-04-20 14:45:00;137;0;101;0;1;4;0;0;0;5;1;0
2020-04-20 15:00:00;132;0;108;0;4;6;0;0;0;4;0;0
2020-04-20 15:15:00;120;0;108;0;5;2;0;0;0;0;0;0
2020-04-20 15:30:00;146;0;108;0;2;2;0;0;0;6;0;0
2020-04-20 15:45:00;162;0;93;0;6;2;0;0;0;11;0;0
2020-04-20 16:00:00;152;0;112;0;2;6;0;0;0;4;0;0
2020-04-20 16:15:00;168;0;99;0;2;8;0;0;0;4;4;0
2020-04-20 16:30:00;133;0;111;0;2;5;0;0;0;6;0;0
2020-04-20 16:45:00;164;0;105;0;3;5;0;0;0;5;15;0
2020-04-20 17:00:00;204;0;109;0;6;2;0;0;0;8;0;0
2020-04-20 17:15:00;158;0;107;0;2;5;0;0;0;5;0;0
2020-04-20 17:30:00;168;0;110;0;0;7;0;0;0;5;0;0
2020-04-20 17:45:00;126;0;75;0;0;9;0;0;0;3;0;0
2020-04-20 18:00:00;128;0;73;0;1;4;0;0;0;8;1;0
2020-04-20 18:15:00;114;0;91;0;3;4;0;0;0;5;0;0
2020-04-20 18:30:00;98;0;71;0;0;4;0;0;0;3;1;0
2020-04-20 18:45:00;83;0;78;0;4;4;0;0;0;2;3;0
2020-04-20 19:00:00;74;0;65;0;4;9;0;0;0;2;0;0
