DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2019-09-10 00:00:00;6;3;3;2;4;4;4;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 00:15:00;0;3;2;2;2;5;2;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 00:30:00;2;4;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 00:45:00;3;3;2;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 01:00:00;0;4;3;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 01:15:00;2;3;2;1;1;3;4;1;0;0;1;0;0;0;0;0;0;0
2019-09-10 01:30:00;1;2;0;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0
2019-09-10 01:45:00;1;1;0;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 02:00:00;0;4;4;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 02:15:00;3;5;2;0;0;5;6;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 02:30:00;2;1;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 02:45:00;2;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 03:00:00;0;2;2;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 03:15:00;0;3;3;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 03:30:00;1;4;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 03:45:00;2;4;1;3;3;3;4;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 04:00:00;1;1;5;1;2;4;5;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 04:15:00;5;5;0;2;2;2;1;2;0;0;1;0;0;0;0;0;0;0
2019-09-10 04:30:00;5;11;5;2;3;2;6;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 04:45:00;21;25;2;6;8;6;9;1;0;0;1;0;0;0;0;0;0;0
2019-09-10 05:00:00;37;69;2;19;22;10;19;1;2;1;4;0;0;0;0;0;0;0
2019-09-10 05:15:00;85;180;9;26;32;16;28;1;2;1;8;9;0;0;18;0;0;0
2019-09-10 05:30:00;98;147;10;30;45;29;46;3;5;5;4;6;0;0;22;1;0;0
2019-09-10 05:45:00;42;43;6;26;7;36;69;4;4;3;3;3;0;0;74;0;0;0
2019-09-10 06:00:00;50;51;25;34;10;100;149;3;6;4;1;10;0;0;29;0;0;0
2019-09-10 06:15:00;54;58;10;37;3;33;76;0;3;7;5;40;0;0;15;13;0;0
2019-09-10 06:30:00;67;74;8;65;9;27;75;0;2;4;3;7;3;0;1;0;1;0
2019-09-10 06:45:00;77;83;15;68;3;32;82;0;6;8;1;23;0;0;12;0;0;0
2019-09-10 07:00:00;69;78;5;47;7;29;69;1;5;5;8;5;0;0;6;6;0;0
2019-09-10 07:15:00;62;72;7;52;6;44;78;3;5;5;7;27;0;0;8;4;0;0
2019-09-10 07:30:00;76;77;20;47;5;42;87;3;4;4;21;8;0;8;19;0;0;0
2019-09-10 07:45:00;61;83;12;48;2;35;72;1;5;7;8;11;0;0;5;0;0;0
2019-09-10 08:00:00;56;82;10;51;4;38;80;6;3;5;16;3;0;0;6;0;5;0
2019-09-10 08:15:00;84;61;14;48;4;38;76;4;3;7;26;22;0;0;23;0;0;0
2019-09-10 08:30:00;57;65;13;40;5;33;59;6;3;4;12;19;0;0;22;0;0;0
2019-09-10 08:45:00;57;54;14;29;3;35;68;2;1;3;18;6;0;0;7;0;0;0
2019-09-10 09:00:00;56;49;16;27;4;34;48;3;4;5;11;6;0;0;7;0;0;0
2019-09-10 09:15:00;65;46;13;34;7;22;54;9;1;2;19;25;0;0;6;0;0;9
2019-09-10 09:30:00;45;34;12;18;6;29;43;6;3;3;11;2;0;0;6;0;0;0
2019-09-10 09:45:00;46;35;9;18;10;34;46;9;5;5;14;2;0;0;9;0;0;0
2019-09-10 10:00:00;42;28;12;17;6;28;33;16;5;5;8;17;3;0;23;0;0;0
2019-09-10 10:15:00;41;23;16;12;1;29;33;5;0;0;20;12;0;0;11;0;0;0
2019-09-10 10:30:00;35;41;11;15;6;27;37;13;4;2;4;7;0;0;10;2;0;0
