DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2019-08-30 00:00:00;6;16;0;1;1;1;0;4;4;5;2;7;11;2;9;1;0
2019-08-30 00:15:00;11;18;0;1;0;0;1;15;11;12;3;8;14;9;6;1;0
2019-08-30 00:30:00;8;16;0;0;0;2;1;6;4;4;2;10;12;8;0;2;0
2019-08-30 00:45:00;12;15;0;0;0;1;2;10;5;7;2;4;10;4;0;2;0
2019-08-30 01:00:00;13;9;0;0;0;3;0;7;3;2;0;9;11;2;0;0;0
2019-08-30 01:15:00;7;8;0;2;0;0;0;7;5;4;3;8;5;3;1;2;0
2019-08-30 01:30:00;6;7;0;1;1;0;0;7;3;2;0;4;5;1;0;2;0
2019-08-30 01:45:00;7;4;0;0;0;0;0;5;4;3;0;3;2;0;1;0;0
2019-08-30 02:00:00;10;7;0;0;0;1;0;4;3;1;0;1;2;0;0;0;0
2019-08-30 02:15:00;5;9;0;0;0;0;0;14;4;2;1;2;6;1;2;0;0
2019-08-30 02:30:00;8;9;0;0;0;0;2;1;1;1;0;1;4;1;0;1;0
2019-08-30 02:45:00;3;2;0;0;0;0;0;3;5;1;0;5;1;2;0;0;0
2019-08-30 03:00:00;9;4;0;0;0;0;0;8;3;2;0;5;9;3;0;3;0
2019-08-30 03:15:00;5;3;0;2;0;1;0;3;4;1;1;6;9;1;0;1;0
2019-08-30 03:30:00;5;5;0;0;0;0;1;4;3;4;1;2;4;0;0;0;0
2019-08-30 03:45:00;9;3;0;1;0;0;0;4;1;2;0;5;4;1;0;0;0
2019-08-30 04:00:00;10;6;0;0;0;0;0;7;1;3;2;3;4;2;0;0;0
2019-08-30 04:15:00;7;9;0;0;0;0;0;6;6;2;1;4;11;2;0;0;0
2019-08-30 04:30:00;12;13;0;2;2;2;1;11;10;10;2;5;10;2;0;4;0
2019-08-30 04:45:00;21;21;0;0;0;1;0;9;7;6;6;8;11;4;1;0;0
2019-08-30 05:00:00;28;29;0;0;0;2;0;9;12;5;4;15;6;2;5;1;0
