DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-04-17 00:00:00;0;0;0;3;5;1;6;3;4;2;1
2020-04-17 00:15:00;0;0;0;5;7;3;1;6;7;1;1
2020-04-17 00:30:00;0;0;1;4;2;1;1;3;6;1;0
2020-04-17 00:45:00;1;3;0;5;0;0;0;3;3;0;0
2020-04-17 01:00:00;0;0;0;4;0;0;1;1;2;1;0
2020-04-17 01:15:00;0;1;0;2;1;0;0;3;3;0;0
2020-04-17 01:30:00;0;0;0;0;1;0;2;2;2;0;0
2020-04-17 01:45:00;0;0;0;0;0;0;0;1;2;1;0
2020-04-17 02:00:00;0;2;0;2;1;1;0;3;3;0;0
2020-04-17 02:15:00;0;0;0;3;2;0;2;2;4;1;1
2020-04-17 02:30:00;0;0;0;2;1;0;0;0;1;0;0
2020-04-17 02:45:00;0;0;0;5;1;1;1;0;0;0;0
2020-04-17 03:00:00;0;0;0;5;4;2;1;1;0;0;0
2020-04-17 03:15:00;0;0;0;2;1;0;2;2;0;0;0
2020-04-17 03:30:00;0;1;0;1;0;0;0;1;2;1;1
2020-04-17 03:45:00;1;2;0;6;0;0;0;3;1;0;0
2020-04-17 04:00:00;0;1;0;3;3;2;0;0;1;2;2
2020-04-17 04:15:00;0;1;0;6;2;1;1;2;2;0;0
2020-04-17 04:30:00;0;1;0;4;4;0;0;1;3;1;1
2020-04-17 04:45:00;1;3;0;3;1;0;1;14;6;0;0
2020-04-17 05:00:00;0;3;0;5;3;0;2;8;9;1;0
2020-04-17 05:15:00;1;10;2;9;10;5;4;12;15;4;6
2020-04-17 05:30:00;4;9;1;22;7;4;6;30;34;7;6
2020-04-17 05:45:00;2;17;0;20;9;3;3;34;44;16;14
2020-04-17 06:00:00;2;13;1;27;13;3;4;29;33;4;3
2020-04-17 06:15:00;4;17;1;32;17;3;13;46;44;11;8
2020-04-17 06:30:00;4;15;2;41;23;10;12;51;51;9;6
2020-04-17 06:45:00;4;20;3;45;23;4;18;63;67;13;9
2020-04-17 07:00:00;7;17;3;32;24;3;14;57;60;13;15
