DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2020-12-06 00:00:00;2;4;1;2;0;13;5;5;6;8;9;2;8;15;8;2;0;0;24;0;0;0;0;0
2020-12-06 00:15:00;2;5;7;4;1;14;9;0;13;3;8;4;8;23;16;0;0;0;30;0;0;0;0;0
2020-12-06 00:30:00;1;2;0;0;4;7;10;6;6;5;6;3;11;21;11;0;0;0;30;0;0;0;0;0
2020-12-06 00:45:00;1;3;2;3;2;9;5;10;14;3;8;4;10;19;11;0;0;0;30;0;0;0;0;0
2020-12-06 01:00:00;0;1;1;1;0;8;6;3;2;4;7;4;11;18;9;0;0;0;32;0;0;0;0;0
2020-12-06 01:15:00;4;4;1;2;0;2;4;2;4;4;6;3;10;22;11;0;0;0;39;0;0;0;0;0
2020-12-06 01:30:00;0;1;0;0;1;8;3;1;4;2;5;1;5;16;10;0;0;0;39;0;0;0;0;0
2020-12-06 01:45:00;0;1;1;0;0;3;3;5;6;1;8;2;1;12;9;0;0;0;39;0;0;0;0;0
2020-12-06 02:00:00;2;2;4;1;2;7;2;2;6;1;7;0;4;8;2;0;0;0;39;0;0;0;0;0
2020-12-06 02:15:00;0;3;0;0;0;4;0;0;2;2;4;0;3;9;8;0;0;0;39;0;0;0;0;0
2020-12-06 02:30:00;1;1;1;1;1;5;3;3;4;0;2;1;5;10;6;0;0;0;39;0;0;0;0;0
2020-12-06 02:45:00;0;1;1;0;0;4;4;1;1;3;2;0;4;6;1;0;0;0;36;0;0;0;0;0
2020-12-06 03:00:00;0;0;0;0;1;4;1;1;0;0;1;1;2;6;3;0;0;0;39;0;0;0;0;0
2020-12-06 03:15:00;1;0;1;1;0;7;3;1;5;1;3;0;2;5;4;1;0;0;39;0;0;0;0;0
2020-12-06 03:30:00;0;1;1;1;2;5;2;2;2;2;1;0;2;4;2;0;0;0;39;0;0;0;0;0
2020-12-06 03:45:00;0;0;0;0;1;2;2;0;1;1;2;1;4;7;2;0;0;0;39;0;0;0;0;0
2020-12-06 04:00:00;0;0;1;1;1;4;2;0;0;0;3;2;1;2;0;0;0;0;39;0;0;0;0;0
2020-12-06 04:15:00;1;2;2;1;1;1;1;1;0;0;0;1;1;5;5;0;0;0;39;0;0;0;0;0
2020-12-06 04:30:00;1;2;1;0;0;5;2;0;2;1;1;1;3;5;1;0;0;0;36;0;0;0;0;0
2020-12-06 04:45:00;0;1;2;1;1;3;4;2;0;0;3;0;10;15;4;0;0;0;39;0;0;0;0;0
2020-12-06 05:00:00;0;1;2;1;1;4;4;0;3;3;4;1;3;6;4;1;0;0;30;0;0;0;0;0
2020-12-06 05:15:00;1;2;2;2;0;5;6;1;5;0;4;2;6;7;1;1;0;0;30;0;0;0;0;0
2020-12-06 05:30:00;1;0;1;1;0;7;3;1;3;2;11;8;3;13;8;0;0;0;30;0;0;0;0;0
2020-12-06 05:45:00;0;1;2;1;0;9;3;2;1;2;10;5;8;13;5;0;0;0;30;0;0;0;0;0
2020-12-06 06:00:00;0;1;2;0;1;7;4;3;8;3;4;2;3;12;11;1;0;0;30;0;0;0;0;0
2020-12-06 06:15:00;1;5;2;2;1;2;4;2;6;3;5;0;4;6;3;1;0;0;30;0;0;0;0;0
2020-12-06 06:30:00;0;0;0;0;0;5;2;3;2;6;7;2;5;12;8;0;0;0;30;0;0;0;0;0
2020-12-06 06:45:00;1;1;2;3;0;3;8;1;3;3;2;2;12;16;6;0;0;0;30;0;0;0;0;0
