DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2019-09-19 00:00:00;1;0;1;12;9;5;4;7;9;0;0
2019-09-19 00:15:00;1;1;0;5;6;3;4;18;13;2;2
2019-09-19 00:30:00;0;1;0;4;7;2;4;10;4;0;1
2019-09-19 00:45:00;0;2;0;5;3;1;1;8;8;2;2
2019-09-19 01:00:00;0;0;0;4;2;2;1;7;6;2;2
2019-09-19 01:15:00;0;0;0;6;3;1;0;6;8;2;3
2019-09-19 01:30:00;0;0;0;2;0;0;1;3;2;0;0
2019-09-19 01:45:00;0;0;0;5;2;1;0;2;4;1;1
2019-09-19 02:00:00;0;1;0;5;5;1;2;3;1;0;0
2019-09-19 02:15:00;0;1;0;4;3;2;1;3;3;2;2
2019-09-19 02:30:00;0;1;0;6;2;1;1;2;2;1;1
2019-09-19 02:45:00;0;0;0;3;0;0;0;1;1;0;0
2019-09-19 03:00:00;0;1;0;6;2;0;1;1;1;0;0
2019-09-19 03:15:00;0;0;0;3;4;2;2;5;4;1;0
2019-09-19 03:30:00;0;0;0;3;0;0;1;1;1;0;1
2019-09-19 03:45:00;0;1;0;2;1;0;0;6;2;1;1
2019-09-19 04:00:00;1;1;0;7;5;1;0;1;1;1;0
2019-09-19 04:15:00;0;3;0;6;5;2;2;5;4;0;0
2019-09-19 04:30:00;0;3;0;4;6;1;0;7;7;4;4
2019-09-19 04:45:00;0;3;0;9;8;4;2;15;9;3;3
2019-09-19 05:00:00;0;8;0;9;7;4;4;23;18;4;4
2019-09-19 05:15:00;0;8;1;21;17;3;7;50;37;14;12
2019-09-19 05:30:00;2;17;0;25;15;4;7;54;44;14;12
2019-09-19 05:45:00;1;20;2;50;34;19;7;71;74;22;20
2019-09-19 06:00:00;2;17;2;51;33;8;8;43;44;9;3
2019-09-19 06:15:00;5;28;4;58;38;8;15;67;78;19;11
2019-09-19 06:30:00;7;36;6;39;38;18;17;116;119;17;13
2019-09-19 06:45:00;19;36;7;52;41;7;19;123;145;32;28
2019-09-19 07:00:00;9;42;5;74;53;16;26;127;158;31;28
2019-09-19 07:15:00;12;44;15;81;62;13;38;152;218;37;43
2019-09-19 07:30:00;24;45;6;93;79;18;48;160;179;25;17
2019-09-19 07:45:00;22;56;8;131;87;19;38;146;147;28;22
2019-09-19 08:00:00;17;43;2;86;60;15;27;113;112;36;27
2019-09-19 08:15:00;18;33;12;99;54;16;41;116;127;28;24
2019-09-19 08:30:00;15;75;3;103;58;13;35;83;124;23;19
2019-09-19 08:45:00;5;29;3;86;71;21;32;116;115;29;28
2019-09-19 09:00:00;10;21;4;78;40;10;19;77;66;15;12
2019-09-19 09:15:00;11;26;3;85;46;10;27;76;82;11;8
2019-09-19 09:30:00;11;43;4;78;50;11;32;65;71;11;11
2019-09-19 09:45:00;4;31;3;75;45;14;24;70;76;15;14
2019-09-19 10:00:00;12;15;4;80;47;12;30;76;71;9;8
2019-09-19 10:15:00;15;25;5;87;68;12;27;79;62;8;9
2019-09-19 10:30:00;16;27;4;79;59;31;30;75;69;7;6
2019-09-19 10:45:00;14;24;9;79;55;12;31;62;67;11;11
2019-09-19 11:00:00;8;33;5;84;54;17;34;62;72;7;7
2019-09-19 11:15:00;14;26;7;94;73;14;31;78;55;11;8
2019-09-19 11:30:00;15;31;4;111;96;15;24;80;58;7;5
2019-09-19 11:45:00;12;29;4;100;65;9;46;81;69;16;7
2019-09-19 12:00:00;13;24;3;106;67;22;41;79;73;9;8
2019-09-19 12:15:00;15;25;4;115;81;20;33;71;63;11;12
2019-09-19 12:30:00;13;48;6;103;70;16;37;81;63;13;14
2019-09-19 12:45:00;13;33;6;90;79;16;48;66;58;10;10
2019-09-19 13:00:00;13;39;3;121;88;18;44;72;72;10;12
2019-09-19 13:15:00;14;21;4;100;85;18;46;80;64;10;10
2019-09-19 13:30:00;14;30;6;97;81;17;43;72;93;22;15
2019-09-19 13:45:00;15;32;7;93;71;12;41;94;80;19;17
2019-09-19 14:00:00;9;28;3;100;79;14;24;65;58;14;12
2019-09-19 14:15:00;14;21;4;115;112;23;43;88;76;18;15
2019-09-19 14:30:00;7;22;6;157;136;22;39;83;70;16;10
2019-09-19 14:45:00;13;32;7;144;133;27;40;81;85;15;18
2019-09-19 15:00:00;7;25;8;127;112;15;42;69;66;18;15
2019-09-19 15:15:00;13;37;11;144;115;25;40;74;76;25;20
2019-09-19 15:30:00;13;30;7;163;119;23;36;92;84;20;20
2019-09-19 15:45:00;14;32;7;191;155;27;44;81;89;10;9
2019-09-19 16:00:00;25;47;7;170;156;23;55;80;89;12;13
2019-09-19 16:15:00;15;37;7;193;176;26;44;78;84;18;16
2019-09-19 16:30:00;14;35;6;187;150;27;48;79;76;20;20
2019-09-19 16:45:00;22;29;3;168;134;16;51;75;88;21;20
2019-09-19 17:00:00;20;31;8;186;178;26;43;91;119;21;22
2019-09-19 17:15:00;22;34;3;163;157;27;48;94;98;18;24
2019-09-19 17:30:00;8;29;4;168;146;33;68;80;89;28;26
2019-09-19 17:45:00;11;28;2;137;129;23;32;81;92;11;10
2019-09-19 18:00:00;20;32;5;108;111;18;27;75;83;9;10
2019-09-19 18:15:00;11;31;7;119;84;15;40;77;94;15;11
2019-09-19 18:30:00;13;22;6;86;71;8;33;78;86;18;17
2019-09-19 18:45:00;12;21;2;85;68;7;33;70;81;17;20
2019-09-19 19:00:00;9;25;5;90;69;23;26;77;76;15;13
2019-09-19 19:15:00;8;22;4;81;68;15;33;69;53;8;7
2019-09-19 19:30:00;5;21;4;68;61;18;35;59;68;12;11
2019-09-19 19:45:00;14;23;2;56;38;9;34;47;49;7;4
