DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2019-10-05 00:00:00;4;8;1;2;1;0;0;3;10;0;0;0;0;0
2019-10-05 00:15:00;5;7;0;0;1;0;0;8;17;0;0;0;0;0
2019-10-05 00:30:00;4;5;2;2;3;2;0;2;9;0;0;0;0;0
2019-10-05 00:45:00;5;7;1;1;3;2;0;5;10;0;0;0;0;0
2019-10-05 01:00:00;5;9;2;2;1;1;0;3;8;0;0;0;0;0
2019-10-05 01:15:00;2;4;0;1;2;1;0;3;8;0;0;0;0;0
2019-10-05 01:30:00;1;4;2;1;0;1;0;3;4;0;0;0;0;0
2019-10-05 01:45:00;0;5;1;3;0;0;2;2;9;0;0;0;0;0
2019-10-05 02:00:00;1;4;2;3;1;2;0;0;2;0;0;0;0;0
2019-10-05 02:15:00;3;2;2;2;0;0;0;2;3;0;0;0;0;0
2019-10-05 02:30:00;0;5;0;0;0;2;0;4;7;0;0;0;0;0
2019-10-05 02:45:00;0;3;0;0;0;0;0;2;6;0;0;0;0;0
2019-10-05 03:00:00;1;3;2;1;0;0;0;1;5;0;0;0;0;0
2019-10-05 03:15:00;4;4;1;1;0;0;0;1;5;0;0;0;0;0
2019-10-05 03:30:00;0;2;1;3;1;0;0;0;4;0;0;0;0;0
2019-10-05 03:45:00;0;4;1;1;0;0;0;0;5;0;0;0;0;0
2019-10-05 04:00:00;1;6;2;1;0;0;0;0;3;0;0;0;0;0
2019-10-05 04:15:00;0;3;0;0;0;1;0;1;3;0;0;0;0;0
2019-10-05 04:30:00;0;2;0;0;0;1;0;1;4;0;0;0;0;0
2019-10-05 04:45:00;2;3;0;0;1;0;0;1;2;0;0;0;0;0
2019-10-05 05:00:00;1;2;0;0;0;3;1;4;6;0;0;0;0;0
2019-10-05 05:15:00;2;5;2;2;1;1;0;8;16;0;0;0;0;0
2019-10-05 05:30:00;7;12;1;1;2;0;0;13;22;0;0;0;0;0
2019-10-05 05:45:00;13;30;3;2;0;1;1;6;11;0;0;0;0;0
2019-10-05 06:00:00;11;7;2;2;1;1;2;4;3;0;0;0;0;0
2019-10-05 06:15:00;7;15;1;1;2;1;0;2;6;0;0;0;0;0
2019-10-05 06:30:00;6;6;3;2;3;0;0;8;12;0;0;0;0;0
2019-10-05 06:45:00;6;7;1;1;0;2;1;4;6;0;0;0;0;0
2019-10-05 07:00:00;6;2;9;7;1;0;0;10;8;0;0;0;0;0
2019-10-05 07:15:00;4;4;14;13;3;0;0;10;7;0;0;0;0;0
2019-10-05 07:30:00;6;6;2;4;0;3;0;6;8;0;0;0;0;0
2019-10-05 07:45:00;12;13;4;4;0;2;1;7;8;0;0;0;0;0
2019-10-05 08:00:00;5;9;1;2;3;2;2;8;15;0;0;0;0;0
2019-10-05 08:15:00;13;17;1;1;3;1;0;12;5;0;0;0;0;0
2019-10-05 08:30:00;8;9;2;2;4;0;0;11;11;0;0;0;0;0
2019-10-05 08:45:00;14;21;2;4;3;1;0;14;21;0;0;0;0;0
2019-10-05 09:00:00;6;23;3;3;2;1;0;12;12;0;0;0;0;0
2019-10-05 09:15:00;14;14;4;3;5;4;0;13;12;2;0;0;0;0
2019-10-05 09:30:00;23;26;3;2;4;2;0;14;20;0;0;0;0;0
2019-10-05 09:45:00;17;27;6;7;2;3;0;12;13;0;0;0;0;0
2019-10-05 10:00:00;22;29;8;6;3;0;0;19;25;0;0;0;0;0
2019-10-05 10:15:00;18;36;2;2;3;6;0;24;19;0;0;0;3;0
2019-10-05 10:30:00;27;34;5;7;0;3;2;20;24;0;0;0;0;0
2019-10-05 10:45:00;27;34;5;4;6;2;1;25;20;0;0;0;0;0
2019-10-05 11:00:00;20;21;5;6;5;1;0;21;22;0;0;0;0;0
2019-10-05 11:15:00;30;37;4;4;5;2;0;19;26;0;0;0;0;0
2019-10-05 11:30:00;16;28;8;4;2;3;0;19;26;0;0;0;2;0
2019-10-05 11:45:00;17;38;11;7;5;1;0;30;30;0;0;0;0;0
2019-10-05 12:00:00;26;23;4;10;2;5;1;25;31;0;0;0;0;0
2019-10-05 12:15:00;30;44;7;7;3;2;1;24;31;6;0;0;1;0
2019-10-05 12:30:00;27;38;6;6;5;1;0;20;29;0;0;0;1;0
2019-10-05 12:45:00;20;34;2;3;2;5;1;25;23;0;0;0;3;3
2019-10-05 13:00:00;18;25;9;10;8;2;1;21;29;0;0;0;2;0
2019-10-05 13:15:00;25;35;6;7;10;5;1;29;27;0;0;0;0;0
2019-10-05 13:30:00;23;37;13;13;9;9;4;24;36;0;0;0;0;0
2019-10-05 13:45:00;21;32;9;12;7;7;1;34;31;0;0;0;2;0
2019-10-05 14:00:00;19;32;7;8;12;7;0;22;28;0;0;0;1;1
2019-10-05 14:15:00;28;47;8;9;8;2;0;17;27;0;0;0;2;0
2019-10-05 14:30:00;30;42;6;6;9;1;0;36;36;0;0;0;3;8
2019-10-05 14:45:00;23;44;5;5;2;4;0;19;30;0;0;7;1;0
2019-10-05 15:00:00;17;30;10;11;6;9;0;16;21;0;0;0;11;16
2019-10-05 15:15:00;26;38;8;10;10;3;1;22;15;0;0;0;1;0
2019-10-05 15:30:00;16;35;2;5;3;3;0;18;29;0;0;0;1;1
2019-10-05 15:45:00;21;37;16;18;4;3;1;25;25;0;0;0;0;0
2019-10-05 16:00:00;29;41;5;7;4;7;2;12;21;0;0;0;2;0
2019-10-05 16:15:00;17;32;4;6;5;7;4;20;14;0;0;0;2;5
2019-10-05 16:30:00;19;38;7;7;6;6;2;17;24;0;0;0;3;8
2019-10-05 16:45:00;23;37;9;10;11;11;0;14;23;0;0;0;0;0
2019-10-05 17:00:00;9;32;7;5;11;5;2;22;29;0;0;0;0;0
2019-10-05 17:15:00;20;20;6;7;6;3;1;21;17;0;0;0;0;0
2019-10-05 17:30:00;18;28;6;7;4;6;0;20;24;0;0;0;4;25
2019-10-05 17:45:00;23;35;4;6;9;4;3;20;22;0;0;0;2;1
2019-10-05 18:00:00;19;40;11;12;16;1;0;14;25;0;0;0;4;7
2019-10-05 18:15:00;24;33;2;7;10;7;0;17;21;0;0;0;3;0
2019-10-05 18:30:00;18;23;4;4;5;6;0;16;22;0;0;0;3;0
2019-10-05 18:45:00;28;39;8;9;6;7;2;20;27;0;0;0;4;0
2019-10-05 19:00:00;15;29;5;6;9;4;0;16;26;0;0;0;3;0
2019-10-05 19:15:00;16;23;5;5;7;7;4;22;27;0;0;0;2;0
2019-10-05 19:30:00;19;27;6;5;6;6;2;22;26;0;0;0;0;0
2019-10-05 19:45:00;19;22;4;4;3;6;0;11;17;0;0;0;0;0
2019-10-05 20:00:00;15;24;3;3;5;5;2;19;20;0;0;0;0;0
2019-10-05 20:15:00;20;24;5;5;2;3;0;14;17;0;0;0;0;0
2019-10-05 20:30:00;18;23;1;1;5;6;2;19;38;0;0;0;0;0
2019-10-05 20:45:00;3;16;2;4;11;7;1;11;18;0;0;0;0;0
2019-10-05 21:00:00;16;12;0;0;1;4;1;7;16;0;0;0;0;0
2019-10-05 21:15:00;9;14;5;7;5;3;0;7;15;0;0;0;0;0
2019-10-05 21:30:00;10;10;2;2;0;0;0;15;22;0;0;0;0;0
2019-10-05 21:45:00;18;28;3;3;2;6;0;14;16;0;0;0;0;0
2019-10-05 22:00:00;9;7;3;3;1;2;0;4;14;0;0;0;0;0
2019-10-05 22:15:00;10;25;3;2;4;0;0;12;13;0;0;0;0;0
2019-10-05 22:30:00;5;7;1;2;0;0;1;7;15;0;0;0;0;0
2019-10-05 22:45:00;9;14;3;1;7;1;0;9;15;0;0;0;0;0
2019-10-05 23:00:00;6;18;4;3;2;0;0;4;10;0;0;0;0;0
2019-10-05 23:15:00;8;12;3;3;1;2;0;10;14;0;0;0;0;0
2019-10-05 23:30:00;4;3;1;4;1;0;0;8;14;0;0;0;0;0
2019-10-05 23:45:00;2;10;0;0;1;6;2;10;13;0;0;0;0;0
