DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-04-13 00:00:00;4;8;7;0;3;0;7;4
2020-04-13 00:15:00;1;4;4;0;0;0;3;1
2020-04-13 00:30:00;0;0;0;1;1;0;3;3
2020-04-13 00:45:00;3;2;2;0;3;0;7;1
2020-04-13 01:00:00;2;3;3;0;2;0;0;3
2020-04-13 01:15:00;0;0;0;0;0;0;3;1
2020-04-13 01:30:00;1;0;0;0;1;0;4;1
2020-04-13 01:45:00;0;3;2;0;2;0;3;3
2020-04-13 02:00:00;2;2;2;0;1;0;3;3
2020-04-13 02:15:00;2;3;3;0;0;0;1;0
2020-04-13 02:30:00;2;1;1;0;0;0;2;1
2020-04-13 02:45:00;0;0;0;2;1;0;0;0
2020-04-13 03:00:00;0;0;0;0;1;0;0;1
2020-04-13 03:15:00;1;0;0;0;0;0;1;0
2020-04-13 03:30:00;2;0;0;0;0;0;0;0
2020-04-13 03:45:00;1;0;0;0;0;0;0;1
2020-04-13 04:00:00;0;2;2;0;1;0;0;1
2020-04-13 04:15:00;0;0;0;0;1;0;2;2
2020-04-13 04:30:00;0;1;1;1;0;0;0;0
2020-04-13 04:45:00;1;0;0;0;0;0;0;2
2020-04-13 05:00:00;1;2;2;1;3;0;4;3
2020-04-13 05:15:00;3;1;2;0;1;0;3;1
2020-04-13 05:30:00;6;1;1;0;1;0;9;1
2020-04-13 05:45:00;4;5;5;1;0;0;3;3
2020-04-13 06:00:00;0;1;1;2;2;0;7;3
2020-04-13 06:15:00;4;5;5;1;3;0;9;4
2020-04-13 06:30:00;7;5;6;1;1;0;7;6
2020-04-13 06:45:00;0;6;5;1;2;0;3;3
2020-04-13 07:00:00;3;5;5;5;3;0;8;3
2020-04-13 07:15:00;1;3;3;3;2;0;6;2
2020-04-13 07:30:00;2;1;1;2;1;0;3;6
2020-04-13 07:45:00;4;7;7;0;4;0;5;2
2020-04-13 08:00:00;8;10;11;1;0;0;4;5
2020-04-13 08:15:00;5;6;6;2;5;0;6;3
2020-04-13 08:30:00;7;9;9;2;1;0;5;2
2020-04-13 08:45:00;4;7;7;6;7;0;14;4
2020-04-13 09:00:00;8;7;7;7;3;0;15;4
2020-04-13 09:15:00;4;11;11;3;9;0;17;6
2020-04-13 09:30:00;8;16;16;5;9;0;7;5
2020-04-13 09:45:00;13;18;16;7;6;0;21;12
2020-04-13 10:00:00;15;19;20;11;5;0;21;7
2020-04-13 10:15:00;16;19;17;6;3;0;22;9
2020-04-13 10:30:00;15;19;20;10;12;0;12;7
2020-04-13 10:45:00;18;21;20;9;13;0;18;5
2020-04-13 11:00:00;19;21;23;8;9;0;27;13
2020-04-13 11:15:00;22;30;27;12;10;0;29;16
2020-04-13 11:30:00;27;19;21;10;13;0;24;11
2020-04-13 11:45:00;25;25;27;11;15;0;30;19
2020-04-13 12:00:00;25;23;22;9;13;0;26;12
2020-04-13 12:15:00;24;29;28;8;10;0;25;12
2020-04-13 12:30:00;16;26;24;11;10;0;31;17
2020-04-13 12:45:00;26;22;21;7;9;0;28;13
2020-04-13 13:00:00;15;23;24;9;7;0;29;20
2020-04-13 13:15:00;20;35;33;10;8;0;22;13
2020-04-13 13:30:00;20;34;34;16;15;0;34;19
2020-04-13 13:45:00;25;25;28;14;6;0;29;14
2020-04-13 14:00:00;32;27;26;11;11;0;28;17
2020-04-13 14:15:00;18;26;24;8;16;0;28;11
2020-04-13 14:30:00;24;23;25;9;14;0;24;13
2020-04-13 14:45:00;21;33;33;13;11;0;24;10
2020-04-13 15:00:00;31;35;37;12;14;0;26;18
2020-04-13 15:15:00;25;24;22;8;8;0;26;18
2020-04-13 15:30:00;18;25;24;10;10;0;33;12
2020-04-13 15:45:00;31;32;32;12;17;0;31;15
2020-04-13 16:00:00;24;34;32;7;5;0;28;19
2020-04-13 16:15:00;33;38;36;8;10;0;29;19
2020-04-13 16:30:00;30;33;31;7;12;0;28;20
2020-04-13 16:45:00;35;37;35;14;20;0;33;18
2020-04-13 17:00:00;28;35;34;3;10;0;31;19
2020-04-13 17:15:00;28;30;29;10;7;0;31;19
2020-04-13 17:30:00;25;31;33;9;6;0;29;15
2020-04-13 17:45:00;27;37;35;11;11;0;26;19
2020-04-13 18:00:00;29;43;41;8;12;0;18;11
2020-04-13 18:15:00;34;29;24;9;11;0;16;12
2020-04-13 18:30:00;22;20;22;8;9;0;31;16
2020-04-13 18:45:00;21;32;30;12;13;0;21;9
2020-04-13 19:00:00;20;26;28;5;5;0;20;14
2020-04-13 19:15:00;21;29;28;8;16;0;30;13
2020-04-13 19:30:00;24;30;30;8;11;0;25;4
2020-04-13 19:45:00;18;20;20;5;7;0;20;8
2020-04-13 20:00:00;20;21;22;9;15;0;25;9
2020-04-13 20:15:00;17;22;22;6;10;0;14;6
2020-04-13 20:30:00;12;20;19;5;11;0;16;11
2020-04-13 20:45:00;9;16;15;1;9;0;18;10
2020-04-13 21:00:00;11;20;19;3;11;0;19;9
2020-04-13 21:15:00;8;19;18;2;6;0;6;10
2020-04-13 21:30:00;6;11;11;3;4;0;8;5
2020-04-13 21:45:00;12;14;13;2;3;0;7;7
2020-04-13 22:00:00;3;12;12;5;5;0;14;4
2020-04-13 22:15:00;3;10;10;1;3;0;10;3
2020-04-13 22:30:00;3;5;5;2;2;0;7;1
2020-04-13 22:45:00;2;9;8;3;6;0;4;2
2020-04-13 23:00:00;1;8;9;0;1;0;6;5
2020-04-13 23:15:00;2;5;5;4;2;0;3;3
2020-04-13 23:30:00;6;6;6;1;2;0;1;3
2020-04-13 23:45:00;4;1;1;1;1;0;4;4
