DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2019-10-19 00:00:00;1;9;4;0;0;25;0;0;24;0;3;0;0;0;0;0;0
2019-10-19 00:15:00;2;13;7;2;2;14;5;1;15;2;1;4;0;0;0;0;0
2019-10-19 00:30:00;4;12;3;0;0;8;0;0;7;0;0;1;0;0;0;0;0
2019-10-19 00:45:00;1;8;11;1;0;10;1;0;11;0;0;0;0;0;0;0;0
2019-10-19 01:00:00;1;3;6;0;0;11;0;0;10;0;0;0;0;0;0;0;0
2019-10-19 01:15:00;2;10;3;0;0;9;0;0;8;0;0;0;0;0;0;0;0
2019-10-19 01:30:00;0;2;5;1;1;8;2;0;8;0;0;0;0;0;0;0;0
2019-10-19 01:45:00;3;11;1;1;1;4;2;0;4;1;0;0;0;0;0;0;0
2019-10-19 02:00:00;1;9;2;0;0;6;0;0;5;0;0;0;0;0;0;0;0
2019-10-19 02:15:00;0;3;3;0;0;9;0;0;10;0;0;1;0;0;0;0;0
2019-10-19 02:30:00;0;7;3;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2019-10-19 02:45:00;0;5;1;0;0;2;0;0;2;0;1;1;0;0;0;0;0
2019-10-19 03:00:00;0;1;4;0;0;2;0;0;3;0;0;2;0;0;0;0;0
2019-10-19 03:15:00;0;5;2;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2019-10-19 03:30:00;3;2;2;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2019-10-19 03:45:00;0;6;4;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2019-10-19 04:00:00;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2019-10-19 04:15:00;0;0;2;0;0;5;0;0;5;0;0;0;0;0;0;0;0
2019-10-19 04:30:00;1;1;4;0;0;4;0;0;4;0;0;1;0;0;0;0;0
2019-10-19 04:45:00;2;3;1;0;0;4;0;0;3;0;0;0;0;0;0;0;0
2019-10-19 05:00:00;2;7;3;0;0;3;0;0;3;0;1;1;0;0;0;0;0
2019-10-19 05:15:00;1;6;4;1;0;8;3;1;8;2;0;1;0;0;0;0;0
2019-10-19 05:30:00;1;13;7;0;0;6;0;0;6;0;1;4;0;0;0;0;0
2019-10-19 05:45:00;1;13;3;0;0;14;0;0;12;0;0;0;0;0;0;0;0
2019-10-19 06:00:00;0;18;9;0;0;14;0;0;13;0;0;0;0;0;0;0;0
2019-10-19 06:15:00;3;10;6;0;0;12;0;0;11;0;0;0;0;0;0;0;0
2019-10-19 06:30:00;0;18;6;2;3;7;3;1;11;1;0;3;0;0;0;0;0
2019-10-19 06:45:00;0;9;5;3;0;25;4;0;22;3;0;1;0;0;0;0;0
2019-10-19 07:00:00;4;13;5;2;2;19;2;0;17;1;1;1;0;0;0;0;0
2019-10-19 07:15:00;1;32;14;2;0;30;2;0;34;2;0;0;0;0;0;0;0
2019-10-19 07:30:00;1;20;18;3;2;26;3;0;29;2;2;5;0;0;0;0;0
2019-10-19 07:45:00;4;25;18;1;1;31;1;1;29;5;0;4;0;0;0;0;0
2019-10-19 08:00:00;2;28;13;2;2;36;4;1;35;2;5;1;0;0;0;0;0
2019-10-19 08:15:00;2;40;21;2;1;32;2;0;29;2;1;2;0;0;0;0;0
2019-10-19 08:30:00;3;40;30;1;0;43;1;0;44;2;1;3;0;0;0;0;0
2019-10-19 08:45:00;14;45;24;4;1;54;5;1;54;2;0;1;0;0;0;0;0
2019-10-19 09:00:00;5;49;32;1;0;45;1;0;42;3;3;7;0;0;0;0;0
2019-10-19 09:15:00;5;33;30;4;0;52;7;0;55;1;4;3;2;0;0;0;0
2019-10-19 09:30:00;8;57;32;5;2;53;6;2;53;5;9;5;0;0;0;0;0
2019-10-19 09:45:00;13;69;29;10;3;80;15;1;83;11;4;4;256;0;0;0;0
2019-10-19 10:00:00;13;68;58;6;0;59;10;0;58;8;2;6;1;0;0;0;0
2019-10-19 10:15:00;12;65;37;7;1;67;5;0;68;5;4;4;1;0;0;0;0
2019-10-19 10:30:00;9;76;43;8;6;71;10;5;73;6;3;3;3;0;0;0;0
2019-10-19 10:45:00;15;68;50;4;0;74;4;1;72;4;8;12;0;0;0;0;0
2019-10-19 11:00:00;6;80;46;5;3;64;3;3;69;6;1;4;1;0;0;0;0
2019-10-19 11:15:00;7;73;56;11;2;70;12;1;75;6;6;5;0;0;0;0;0
