DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-11-19 00:00:00;6;6;6;0;0;0;0;0
2020-11-19 00:15:00;7;12;13;0;0;0;0;0
2020-11-19 00:30:00;8;10;11;0;0;0;0;0
2020-11-19 00:45:00;6;7;12;0;0;0;0;0
2020-11-19 01:00:00;7;7;5;0;0;0;0;0
2020-11-19 01:15:00;7;1;4;0;0;0;0;0
2020-11-19 01:30:00;1;4;4;0;0;0;0;0
2020-11-19 01:45:00;2;11;2;0;0;0;0;0
2020-11-19 02:00:00;7;6;6;0;0;0;0;0
2020-11-19 02:15:00;4;14;4;0;0;0;0;0
2020-11-19 02:30:00;1;4;6;0;0;0;0;0
2020-11-19 02:45:00;3;2;5;0;0;0;0;0
2020-11-19 03:00:00;3;7;0;0;0;0;0;0
2020-11-19 03:15:00;3;3;6;0;0;0;0;0
2020-11-19 03:30:00;5;4;1;0;0;0;0;0
2020-11-19 03:45:00;9;8;5;0;0;0;0;0
2020-11-19 04:00:00;6;8;6;0;0;0;0;0
2020-11-19 04:15:00;1;8;8;0;0;0;0;0
2020-11-19 04:30:00;9;22;10;0;0;0;0;0
2020-11-19 04:45:00;13;19;26;0;0;0;0;0
2020-11-19 05:00:00;17;33;68;0;0;0;0;0
2020-11-19 05:15:00;22;56;120;0;0;0;0;0
2020-11-19 05:30:00;45;80;83;0;0;0;0;0
2020-11-19 05:45:00;92;142;59;0;0;0;0;0
2020-11-19 06:00:00;110;157;60;0;0;0;0;0
2020-11-19 06:15:00;64;146;60;0;0;0;0;0
2020-11-19 06:30:00;66;144;74;0;0;2;1;0
2020-11-19 06:45:00;56;139;64;0;2;1;1;0
2020-11-19 07:00:00;53;125;46;0;2;5;12;0
2020-11-19 07:15:00;48;132;69;0;22;11;57;0
2020-11-19 07:30:00;66;158;96;0;11;5;25;4
2020-11-19 07:45:00;73;174;87;0;6;4;4;3
2020-11-19 08:00:00;78;138;85;0;7;3;13;2
2020-11-19 08:15:00;68;148;72;0;7;2;6;6
2020-11-19 08:30:00;65;157;60;0;11;0;0;1
2020-11-19 08:45:00;67;126;53;0;7;8;6;3
2020-11-19 09:00:00;48;95;53;0;4;4;15;0
2020-11-19 09:15:00;57;110;53;0;21;4;5;2
2020-11-19 09:30:00;46;120;55;0;1;11;8;0
2020-11-19 09:45:00;59;147;61;0;5;2;1;0
2020-11-19 10:00:00;74;129;65;0;19;5;5;7
2020-11-19 10:15:00;63;155;78;0;9;11;13;8
2020-11-19 10:30:00;62;146;42;0;8;1;11;9
2020-11-19 10:45:00;66;146;58;0;2;10;11;0
2020-11-19 11:00:00;64;148;69;0;9;2;2;4
2020-11-19 11:15:00;77;164;84;0;4;2;7;4
2020-11-19 11:30:00;83;162;71;0;7;3;0;7
2020-11-19 11:45:00;72;146;67;0;8;2;0;10
2020-11-19 12:00:00;57;138;57;0;11;0;0;7
2020-11-19 12:15:00;66;158;63;0;10;0;0;7
2020-11-19 12:30:00;77;170;72;0;4;7;19;1
2020-11-19 12:45:00;79;150;81;0;0;2;2;0
2020-11-19 13:00:00;75;161;85;0;10;0;1;6
2020-11-19 13:15:00;69;153;116;0;37;0;7;8
2020-11-19 13:30:00;84;174;95;0;14;0;6;3
2020-11-19 13:45:00;84;164;99;0;18;2;3;30
2020-11-19 14:00:00;124;168;81;0;13;2;13;13
2020-11-19 14:15:00;138;221;88;0;26;7;14;11
2020-11-19 14:30:00;147;217;96;0;2;8;17;8
2020-11-19 14:45:00;130;183;90;0;9;2;3;1
2020-11-19 15:00:00;105;183;94;0;4;7;0;4
2020-11-19 15:15:00;109;208;95;0;17;8;27;0
2020-11-19 15:30:00;121;211;91;0;19;6;15;37
2020-11-19 15:45:00;110;204;76;0;40;3;7;11
2020-11-19 16:00:00;109;240;72;0;19;7;7;6
2020-11-19 16:15:00;107;241;88;0;65;5;9;34
2020-11-19 16:30:00;83;215;88;0;19;4;1;17
2020-11-19 16:45:00;101;241;89;0;20;5;6;3
2020-11-19 17:00:00;92;211;87;0;8;1;9;18
2020-11-19 17:15:00;102;237;73;0;96;0;1;55
2020-11-19 17:30:00;96;200;77;0;10;2;104;12
2020-11-19 17:45:00;90;160;69;0;2;3;7;0
2020-11-19 18:00:00;72;171;72;0;23;3;5;0
2020-11-19 18:15:00;75;186;58;0;22;0;8;5
2020-11-19 18:30:00;76;148;73;0;2;11;21;1
2020-11-19 18:45:00;59;140;43;0;0;0;0;2
2020-11-19 19:00:00;41;137;52;0;0;1;1;1
2020-11-19 19:15:00;41;106;42;0;6;0;0;2
2020-11-19 19:30:00;42;101;37;0;0;1;0;3
2020-11-19 19:45:00;35;76;36;0;1;0;0;0
2020-11-19 20:00:00;42;70;42;0;8;0;3;13
2020-11-19 20:15:00;41;78;43;0;4;3;2;3
2020-11-19 20:30:00;36;66;30;0;0;0;0;0
2020-11-19 20:45:00;29;44;45;0;1;0;0;0
2020-11-19 21:00:00;16;47;51;0;0;0;0;0
2020-11-19 21:15:00;24;57;53;0;0;0;0;0
2020-11-19 21:30:00;22;51;58;0;0;0;0;0
2020-11-19 21:45:00;47;64;37;0;0;0;0;0
2020-11-19 22:00:00;101;103;33;0;0;0;0;0
2020-11-19 22:15:00;40;59;22;0;0;0;0;0
2020-11-19 22:30:00;39;30;20;0;0;0;0;0
2020-11-19 22:45:00;10;21;19;0;0;0;0;0
2020-11-19 23:00:00;9;24;14;0;0;0;0;0
2020-11-19 23:15:00;4;20;9;0;0;0;0;0
2020-11-19 23:30:00;10;16;8;0;0;0;0;0
2020-11-19 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
