DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-08-06 00:00:00;11;6;19;0;0;0;0;0;0
2020-08-06 00:15:00;11;9;16;0;0;0;0;0;0
2020-08-06 00:30:00;11;10;17;1;1;0;0;0;0
2020-08-06 00:45:00;11;5;13;0;0;0;0;0;0
2020-08-06 01:00:00;11;7;16;0;0;0;0;0;0
2020-08-06 01:15:00;4;3;12;0;0;0;0;0;0
2020-08-06 01:30:00;4;4;6;1;1;0;0;0;0
2020-08-06 01:45:00;9;6;6;0;0;0;0;0;0
2020-08-06 02:00:00;9;2;9;1;1;0;0;0;0
2020-08-06 02:15:00;5;5;5;0;0;0;0;0;0
2020-08-06 02:30:00;6;6;7;0;0;0;0;0;0
2020-08-06 02:45:00;3;1;7;0;0;0;0;0;0
2020-08-06 03:00:00;6;4;9;1;1;0;0;0;0
2020-08-06 03:15:00;4;4;5;0;0;0;0;0;0
2020-08-06 03:30:00;6;0;6;0;0;0;0;0;0
2020-08-06 03:45:00;9;6;3;0;0;0;0;0;0
2020-08-06 04:00:00;10;3;9;1;1;0;0;0;0
2020-08-06 04:15:00;14;10;20;0;0;0;0;0;0
2020-08-06 04:30:00;9;6;14;0;0;0;0;0;0
2020-08-06 04:45:00;15;7;20;0;0;0;0;0;0
2020-08-06 05:00:00;30;8;27;0;0;0;0;0;0
2020-08-06 05:15:00;38;16;62;0;0;0;0;0;0
2020-08-06 05:30:00;42;12;86;1;1;0;0;0;0
2020-08-06 05:45:00;42;15;77;0;0;0;0;0;0
2020-08-06 06:00:00;57;17;86;1;1;0;0;0;0
2020-08-06 06:15:00;75;23;111;1;1;1;0;0;0
2020-08-06 06:30:00;61;33;149;2;2;1;0;0;0
2020-08-06 06:45:00;73;47;132;2;2;0;0;0;0
2020-08-06 07:00:00;68;34;158;1;1;0;0;0;0
2020-08-06 07:15:00;75;53;155;1;1;0;0;0;0
2020-08-06 07:30:00;99;46;181;1;1;0;0;0;0
2020-08-06 07:45:00;98;46;183;2;2;0;0;0;0
2020-08-06 08:00:00;87;45;174;1;1;0;0;0;0
2020-08-06 08:15:00;99;42;208;1;1;0;0;0;0
2020-08-06 08:30:00;97;55;184;1;1;1;0;0;0
2020-08-06 08:45:00;91;57;208;1;1;1;0;0;0
2020-08-06 09:00:00;95;44;166;0;0;1;0;0;0
2020-08-06 09:15:00;111;50;193;2;2;1;0;0;0
2020-08-06 09:30:00;111;37;181;2;2;3;0;0;0
2020-08-06 09:45:00;120;63;200;1;1;0;0;0;0
2020-08-06 10:00:00;126;70;176;2;2;3;0;0;0
2020-08-06 10:15:00;118;69;181;1;1;0;0;0;0
2020-08-06 10:30:00;144;80;184;1;1;4;0;0;0
2020-08-06 10:45:00;124;59;196;1;3;2;0;0;0
2020-08-06 11:00:00;139;56;173;2;2;2;0;0;0
2020-08-06 11:15:00;118;78;198;1;1;0;0;0;0
2020-08-06 11:30:00;145;80;190;1;1;1;0;0;0
2020-08-06 11:45:00;145;61;185;2;4;5;0;0;0
2020-08-06 12:00:00;136;74;197;1;1;1;0;0;0
2020-08-06 12:15:00;143;69;205;3;3;0;0;0;0
2020-08-06 12:30:00;123;51;185;2;2;1;0;0;0
2020-08-06 12:45:00;144;63;188;1;1;1;0;0;0
2020-08-06 13:00:00;148;58;195;1;1;1;0;0;0
2020-08-06 13:15:00;139;75;183;1;1;0;0;0;0
2020-08-06 13:30:00;144;73;189;2;2;3;0;0;0
2020-08-06 13:45:00;111;65;203;2;2;1;0;0;0
2020-08-06 14:00:00;145;60;193;2;2;0;0;0;0
2020-08-06 14:15:00;141;74;205;3;2;4;0;0;0
2020-08-06 14:30:00;168;74;213;2;2;0;0;0;0
2020-08-06 14:45:00;149;62;206;1;2;3;0;0;0
2020-08-06 15:00:00;112;72;202;2;1;3;0;0;0
2020-08-06 15:15:00;151;65;212;2;2;5;0;0;0
2020-08-06 15:30:00;157;63;193;1;1;7;0;0;0
2020-08-06 15:45:00;159;60;199;1;1;1;0;0;0
2020-08-06 16:00:00;147;71;195;1;2;0;0;0;0
2020-08-06 16:15:00;153;85;198;1;1;2;0;0;0
2020-08-06 16:30:00;168;75;203;2;3;3;0;0;0
2020-08-06 16:45:00;148;49;235;1;3;3;0;0;0
2020-08-06 17:00:00;147;72;220;1;1;1;0;0;0
2020-08-06 17:15:00;165;66;214;3;3;0;0;0;0
2020-08-06 17:30:00;133;71;199;1;1;3;0;0;0
2020-08-06 17:45:00;141;77;233;1;1;1;0;0;0
2020-08-06 18:00:00;116;62;201;2;2;7;0;0;0
2020-08-06 18:15:00;160;63;194;5;2;5;0;0;0
2020-08-06 18:30:00;140;65;175;1;1;5;0;0;0
2020-08-06 18:45:00;137;42;170;2;2;0;0;0;0
2020-08-06 19:00:00;117;53;148;0;0;1;0;0;0
2020-08-06 19:15:00;117;45;146;1;1;0;0;0;0
2020-08-06 19:30:00;81;29;134;2;2;0;0;0;0
2020-08-06 19:45:00;96;46;133;0;0;0;0;0;0
2020-08-06 20:00:00;100;36;116;1;1;0;0;0;0
2020-08-06 20:15:00;87;44;112;2;2;2;0;0;0
2020-08-06 20:30:00;89;28;84;0;0;0;0;0;0
2020-08-06 20:45:00;70;24;86;1;1;0;0;0;0
2020-08-06 21:00:00;62;32;84;0;0;0;0;0;0
2020-08-06 21:15:00;58;20;85;2;2;0;0;0;0
2020-08-06 21:30:00;62;25;69;1;1;0;0;0;0
2020-08-06 21:45:00;59;16;64;0;0;0;0;0;0
2020-08-06 22:00:00;62;21;53;0;0;0;0;0;0
2020-08-06 22:15:00;71;22;69;1;1;0;0;0;0
2020-08-06 22:30:00;37;11;31;1;1;0;0;0;0
2020-08-06 22:45:00;52;16;47;0;0;0;0;0;0
2020-08-06 23:00:00;37;8;36;0;0;0;0;0;0
2020-08-06 23:15:00;33;18;46;1;1;0;0;0;0
2020-08-06 23:30:00;27;15;27;1;1;0;0;0;0
2020-08-06 23:45:00;33;8;25;3;3;0;0;0;0
