DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2019-09-26 00:00:00;12;5;1;1;1;10;9;6;4;1;0;0
2019-09-26 00:15:00;8;6;0;0;0;7;15;6;7;4;0;0
2019-09-26 00:30:00;7;4;0;1;2;9;3;1;7;2;0;0
2019-09-26 00:45:00;11;10;2;2;6;9;10;6;11;5;0;0
2019-09-26 01:00:00;9;5;1;0;1;9;12;3;9;2;0;0
2019-09-26 01:15:00;7;5;0;0;1;2;8;6;7;6;0;0
2019-09-26 01:30:00;6;6;1;0;1;5;8;4;6;2;0;0
2019-09-26 01:45:00;5;5;2;2;4;6;6;3;3;2;0;0
2019-09-26 02:00:00;4;4;1;0;0;1;3;4;4;4;0;0
2019-09-26 02:15:00;4;1;0;0;0;1;3;3;3;1;0;0
2019-09-26 02:30:00;6;1;1;2;2;2;5;3;2;0;0;0
2019-09-26 02:45:00;4;7;0;3;4;2;5;3;3;2;0;0
2019-09-26 03:00:00;2;5;0;1;4;1;2;2;5;3;0;0
2019-09-26 03:15:00;0;4;1;0;0;2;2;1;3;0;0;0
2019-09-26 03:30:00;5;4;0;0;0;0;3;2;4;2;0;0
2019-09-26 03:45:00;4;3;1;0;1;3;5;4;2;1;0;0
2019-09-26 04:00:00;6;5;0;1;1;2;2;2;5;3;0;0
2019-09-26 04:15:00;12;9;0;1;0;8;12;6;4;1;0;0
2019-09-26 04:30:00;8;7;2;2;2;7;10;4;8;3;0;0
2019-09-26 04:45:00;23;14;1;2;3;9;13;8;13;8;0;0
2019-09-26 05:00:00;24;9;1;5;5;22;18;6;22;9;0;0
2019-09-26 05:15:00;46;28;1;7;12;38;37;13;30;6;0;0
2019-09-26 05:30:00;53;32;3;9;12;51;47;23;65;8;1;0
2019-09-26 05:45:00;64;29;2;5;9;55;65;30;56;9;5;0
2019-09-26 06:00:00;53;33;4;7;8;57;66;53;58;18;5;0
2019-09-26 06:15:00;74;42;4;9;13;91;96;63;57;12;3;2
2019-09-26 06:30:00;73;45;4;14;22;148;126;76;97;44;1;3
2019-09-26 06:45:00;65;41;2;14;18;191;166;88;109;53;9;23
2019-09-26 07:00:00;76;37;5;21;31;203;155;100;95;37;6;13
2019-09-26 07:15:00;82;51;7;31;136;260;164;125;80;12;5;6
2019-09-26 07:30:00;83;50;4;23;29;234;131;124;113;20;6;7
2019-09-26 07:45:00;96;64;7;20;25;197;140;102;133;26;6;8
2019-09-26 08:00:00;89;54;7;16;25;149;106;85;134;17;6;11
2019-09-26 08:15:00;100;50;7;7;10;151;99;96;113;24;0;5
2019-09-26 08:30:00;78;46;4;18;26;136;116;97;91;21;5;13
2019-09-26 08:45:00;75;55;7;11;19;101;87;80;89;19;7;28
2019-09-26 09:00:00;81;54;4;12;11;74;63;64;77;15;7;3
2019-09-26 09:15:00;82;55;5;7;7;57;71;60;96;15;3;7
2019-09-26 09:30:00;87;56;1;10;11;71;61;66;113;15;1;3
2019-09-26 09:45:00;72;51;4;11;14;55;41;55;70;20;9;44
2019-09-26 10:00:00;91;49;7;12;11;83;93;75;81;19;13;3
2019-09-26 10:15:00;94;73;5;15;13;81;64;51;82;22;5;3
2019-09-26 10:30:00;93;60;4;12;12;75;81;56;129;16;6;2
2019-09-26 10:45:00;99;71;10;17;15;82;65;48;111;20;7;10
2019-09-26 11:00:00;88;64;5;13;12;75;57;51;103;22;5;13
2019-09-26 11:15:00;70;54;8;13;14;67;65;46;118;27;5;6
2019-09-26 11:30:00;84;53;10;18;18;72;57;52;83;20;4;4
2019-09-26 11:45:00;90;52;6;19;13;65;65;55;89;38;8;7
2019-09-26 12:00:00;82;60;8;11;13;72;62;60;87;32;2;3
2019-09-26 12:15:00;77;55;7;18;17;73;76;64;85;24;6;14
2019-09-26 12:30:00;96;68;1;12;14;81;83;67;93;16;9;0
2019-09-26 12:45:00;112;51;7;9;14;85;68;55;107;19;4;4
2019-09-26 13:00:00;109;63;2;16;20;97;77;56;107;19;6;12
2019-09-26 13:15:00;112;79;5;13;18;95;87;68;103;12;5;18
2019-09-26 13:30:00;107;70;4;14;18;106;95;63;129;20;1;5
2019-09-26 13:45:00;97;72;12;9;14;88;72;69;117;28;5;12
2019-09-26 14:00:00;107;91;5;16;18;98;105;64;118;27;0;0
2019-09-26 14:15:00;114;63;12;13;16;85;61;61;97;14;3;5
2019-09-26 14:30:00;117;84;6;22;21;109;60;73;135;34;2;1
2019-09-26 14:45:00;139;91;7;12;16;116;84;75;124;16;15;36
2019-09-26 15:00:00;131;99;15;19;20;91;80;53;130;20;8;12
2019-09-26 15:15:00;133;100;3;14;13;104;62;81;153;24;4;45
2019-09-26 15:30:00;140;110;13;15;19;116;83;68;120;21;7;90
2019-09-26 15:45:00;141;113;5;25;28;131;73;68;172;20;12;38
2019-09-26 16:00:00;181;119;15;23;25;127;67;52;134;19;6;0
2019-09-26 16:15:00;181;129;10;21;22;164;55;62;153;26;10;48
2019-09-26 16:30:00;174;150;10;28;24;158;80;58;142;14;9;16
2019-09-26 16:45:00;198;159;12;22;28;176;74;49;161;19;7;8
2019-09-26 17:00:00;182;155;16;29;25;200;99;56;154;22;7;4
2019-09-26 17:15:00;158;132;9;22;28;166;82;64;182;18;6;5
2019-09-26 17:30:00;158;113;11;21;34;135;81;71;162;20;2;37
2019-09-26 17:45:00;144;103;3;19;28;146;87;70;158;16;33;142
2019-09-26 18:00:00;132;95;8;14;22;138;89;78;129;24;5;10
2019-09-26 18:15:00;111;99;2;20;21;130;74;88;137;24;8;50
2019-09-26 18:30:00;124;84;8;14;20;119;69;75;106;8;2;6
2019-09-26 18:45:00;80;63;2;10;13;87;62;76;70;17;7;5
2019-09-26 19:00:00;72;50;8;10;15;79;79;76;87;11;3;2
2019-09-26 19:15:00;85;51;6;9;16;80;47;52;73;18;6;6
2019-09-26 19:30:00;88;61;5;11;19;54;72;55;81;12;2;1
2019-09-26 19:45:00;69;43;3;6;6;64;67;51;72;25;5;25
2019-09-26 20:00:00;68;36;8;5;15;54;57;65;60;12;1;1
2019-09-26 20:15:00;60;41;8;7;13;49;51;42;34;6;1;0
2019-09-26 20:30:00;52;39;13;4;11;52;52;33;80;11;0;0
2019-09-26 20:45:00;33;22;6;6;12;43;31;30;31;11;0;0
2019-09-26 21:00:00;61;34;4;6;8;48;52;29;49;13;1;2
2019-09-26 21:15:00;47;23;4;9;13;44;35;19;47;14;0;0
2019-09-26 21:30:00;65;27;5;3;6;44;35;27;57;14;0;0
2019-09-26 21:45:00;46;27;3;5;5;19;28;25;32;10;0;0
2019-09-26 22:00:00;77;41;4;5;8;39;39;33;24;79;0;0
2019-09-26 22:15:00;80;49;5;7;12;35;30;27;7;74;0;0
2019-09-26 22:30:00;49;29;3;4;7;23;24;17;19;22;0;0
2019-09-26 22:45:00;42;14;2;2;5;19;21;11;47;7;0;0
2019-09-26 23:00:00;32;28;0;1;2;23;16;7;21;8;0;0
2019-09-26 23:15:00;18;8;0;0;2;22;13;9;18;10;0;0
2019-09-26 23:30:00;17;10;1;1;3;11;14;13;14;8;0;0
2019-09-26 23:45:00;6;6;1;2;2;13;16;9;19;5;0;0
