DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-07-26 00:00:00;5;10;27;11;0;15;0;0;0;0;0;0
2020-07-26 00:15:00;6;11;28;12;5;10;0;0;0;0;0;0
2020-07-26 00:30:00;6;13;26;9;1;16;1;0;0;0;0;0
2020-07-26 00:45:00;3;10;28;6;0;19;1;0;0;0;0;0
2020-07-26 01:00:00;5;12;28;7;0;15;0;0;0;0;0;0
2020-07-26 01:15:00;5;9;22;5;0;15;0;0;0;0;0;0
2020-07-26 01:30:00;3;13;29;8;0;20;1;0;0;0;0;0
2020-07-26 01:45:00;6;9;24;3;0;13;0;0;0;0;0;0
2020-07-26 02:00:00;3;9;20;1;0;13;2;0;1;0;0;0
2020-07-26 02:15:00;1;4;13;7;1;9;1;0;0;0;0;0
2020-07-26 02:30:00;2;8;12;1;2;6;0;0;0;0;0;0
2020-07-26 02:45:00;5;6;13;2;0;11;0;0;0;0;0;0
2020-07-26 03:00:00;4;12;15;1;0;6;0;0;0;0;0;0
2020-07-26 03:15:00;1;2;4;0;0;2;0;0;0;0;0;0
2020-07-26 03:30:00;0;6;13;1;0;8;0;0;0;0;0;0
2020-07-26 03:45:00;3;9;12;1;0;6;0;0;0;0;0;0
2020-07-26 04:00:00;0;5;13;2;0;9;0;0;0;0;0;0
2020-07-26 04:15:00;0;4;9;1;3;5;0;0;0;0;0;0
2020-07-26 04:30:00;1;1;4;0;0;3;0;0;0;0;0;0
2020-07-26 04:45:00;1;6;8;0;2;5;0;0;0;0;0;0
2020-07-26 05:00:00;6;10;16;0;1;6;0;0;0;0;0;0
2020-07-26 05:15:00;0;4;7;0;3;3;0;0;0;0;0;0
2020-07-26 05:30:00;7;9;11;1;0;4;0;0;0;0;0;0
2020-07-26 05:45:00;2;2;4;0;1;2;0;0;0;0;0;0
2020-07-26 06:00:00;4;3;10;0;0;7;0;0;0;0;0;0
2020-07-26 06:15:00;0;0;0;1;3;0;0;0;0;0;0;0
2020-07-26 06:30:00;2;4;8;1;1;6;0;0;0;0;0;0
2020-07-26 06:45:00;3;5;9;3;1;6;1;0;0;0;0;0
2020-07-26 07:00:00;4;13;16;4;0;5;0;0;0;0;0;0
2020-07-26 07:15:00;4;7;13;6;2;7;0;0;0;0;0;0
