DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-07-07 00:00:00;7;0;0;1;0;3;9;6;0;0;0
2020-07-07 00:15:00;9;5;0;2;0;3;12;4;0;4;0
2020-07-07 00:30:00;7;3;1;2;0;3;12;8;0;0;0
2020-07-07 00:45:00;10;3;3;2;0;3;10;4;0;1;0
2020-07-07 01:00:00;13;2;0;0;0;2;16;4;0;1;0
2020-07-07 01:15:00;3;6;1;0;0;1;8;3;0;1;0
2020-07-07 01:30:00;3;4;2;2;1;5;7;3;0;0;0
2020-07-07 01:45:00;3;1;1;1;0;3;4;2;0;0;0
2020-07-07 02:00:00;9;8;0;0;0;1;5;2;0;1;0
2020-07-07 02:15:00;5;2;2;0;0;1;7;3;0;0;0
2020-07-07 02:30:00;3;5;0;0;1;2;4;1;0;2;0
2020-07-07 02:45:00;5;3;0;1;0;2;5;0;0;0;0
2020-07-07 03:00:00;4;5;0;2;1;3;6;1;0;1;0
2020-07-07 03:15:00;5;6;0;0;0;2;8;2;0;0;0
2020-07-07 03:30:00;5;6;0;1;0;2;12;5;0;0;0
2020-07-07 03:45:00;3;5;0;0;0;3;3;2;0;0;0
2020-07-07 04:00:00;5;11;0;1;0;1;12;2;0;0;0
2020-07-07 04:15:00;11;6;3;0;0;2;14;3;0;2;0
2020-07-07 04:30:00;7;10;4;0;0;3;25;6;0;2;0
2020-07-07 04:45:00;9;10;5;1;0;1;36;10;0;1;0
2020-07-07 05:00:00;31;12;4;1;0;3;82;58;0;3;0
2020-07-07 05:15:00;40;22;11;3;0;9;120;96;0;3;0
2020-07-07 05:30:00;52;29;23;9;0;17;110;97;0;1;0
2020-07-07 05:45:00;84;34;29;11;4;23;95;95;0;6;0
2020-07-07 06:00:00;161;46;43;16;2;20;88;94;0;6;0
2020-07-07 06:15:00;117;57;49;26;8;40;108;117;0;11;0
2020-07-07 06:30:00;85;45;50;34;14;52;125;154;1;5;1
2020-07-07 06:45:00;81;53;51;31;12;45;119;136;1;7;1
2020-07-07 07:00:00;77;46;36;37;16;53;132;145;3;9;0
2020-07-07 07:15:00;67;43;53;53;14;68;117;146;4;3;3
2020-07-07 07:30:00;77;37;45;56;19;78;125;145;2;20;1
2020-07-07 07:45:00;98;42;48;37;17;59;142;168;1;9;1
2020-07-07 08:00:00;77;41;41;37;13;55;123;135;3;12;1
2020-07-07 08:15:00;74;45;37;30;7;40;118;124;1;11;1
2020-07-07 08:30:00;81;37;27;36;11;53;101;110;2;19;1
2020-07-07 08:45:00;92;44;35;30;5;37;81;91;1;7;2
2020-07-07 09:00:00;99;38;29;28;10;42;93;81;1;8;3
2020-07-07 09:15:00;90;32;23;25;4;34;90;74;1;12;1
2020-07-07 09:30:00;84;38;31;28;10;42;93;66;1;9;0
2020-07-07 09:45:00;100;41;39;30;6;35;73;73;7;14;3
2020-07-07 10:00:00;91;33;29;22;5;27;86;63;5;12;2
2020-07-07 10:15:00;79;33;40;27;6;34;87;62;1;8;1
2020-07-07 10:30:00;112;45;28;15;5;22;90;75;1;5;0
2020-07-07 10:45:00;74;39;33;17;4;24;91;82;0;10;0
2020-07-07 11:00:00;91;42;36;22;3;26;91;76;1;13;0
2020-07-07 11:15:00;126;26;31;17;3;23;72;54;1;6;1
