DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-03-26 00:00:00;5;1;2;0;1;0;0;3;0;0;0;0;0;0;0;0
2020-03-26 00:15:00;2;6;4;0;1;6;1;2;0;0;0;0;0;0;0;0
2020-03-26 00:30:00;4;14;11;1;0;10;2;2;0;0;0;0;0;0;0;0
2020-03-26 00:45:00;5;5;6;0;0;5;0;1;1;1;1;1;0;0;0;0
2020-03-26 01:00:00;3;7;6;0;1;7;0;1;3;3;3;3;0;0;0;0
2020-03-26 01:15:00;5;2;2;0;1;2;0;0;1;1;1;1;0;0;0;0
2020-03-26 01:30:00;8;2;3;0;3;4;0;0;2;3;2;2;0;0;0;0
2020-03-26 01:45:00;4;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-03-26 02:00:00;7;3;5;0;3;2;0;3;1;2;1;1;0;0;0;0
2020-03-26 02:15:00;3;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-03-26 02:30:00;6;4;5;1;2;4;0;2;1;2;1;1;0;0;0;0
2020-03-26 02:45:00;4;0;0;1;4;0;1;2;1;1;1;1;0;0;0;0
2020-03-26 03:00:00;5;3;4;0;2;7;0;0;1;1;1;1;0;0;0;0
2020-03-26 03:15:00;2;5;4;0;1;3;0;3;0;0;0;0;0;0;0;0
2020-03-26 03:30:00;6;6;6;0;3;9;0;0;0;0;0;0;0;0;0;0
2020-03-26 03:45:00;3;4;4;0;3;7;0;0;3;4;2;2;0;0;0;0
2020-03-26 04:00:00;3;11;10;0;0;10;0;0;2;2;2;2;0;0;0;0
2020-03-26 04:15:00;6;4;7;1;3;6;0;1;3;3;3;3;0;0;0;0
2020-03-26 04:30:00;8;10;6;0;2;8;0;0;1;1;1;1;0;0;0;0
2020-03-26 04:45:00;5;12;7;0;4;13;1;1;2;1;1;1;0;0;0;0
