DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2019-12-05 00:00:00;2;0;0;15;1;0;0;0
2019-12-05 00:15:00;4;1;1;13;5;0;0;0
2019-12-05 00:30:00;2;1;1;5;0;0;0;0
2019-12-05 00:45:00;0;0;0;9;2;0;0;0
2019-12-05 01:00:00;3;1;1;4;0;0;0;0
2019-12-05 01:15:00;1;0;0;2;0;0;0;0
2019-12-05 01:30:00;3;0;0;2;0;0;0;0
2019-12-05 01:45:00;1;0;1;1;1;0;0;0
2019-12-05 02:00:00;1;2;0;3;0;0;0;0
2019-12-05 02:15:00;0;0;0;0;0;0;0;0
2019-12-05 02:30:00;3;1;1;1;1;0;0;0
2019-12-05 02:45:00;1;1;1;1;0;0;0;0
2019-12-05 03:00:00;1;1;0;1;0;0;0;0
2019-12-05 03:15:00;2;1;0;1;0;0;0;0
2019-12-05 03:30:00;1;0;0;0;1;0;0;0
2019-12-05 03:45:00;5;1;0;1;0;0;0;0
2019-12-05 04:00:00;6;0;1;0;1;0;0;0
2019-12-05 04:15:00;12;1;1;2;0;0;0;0
2019-12-05 04:30:00;6;3;0;4;0;0;0;0
2019-12-05 04:45:00;6;2;0;2;0;0;0;0
2019-12-05 05:00:00;17;4;2;4;4;0;0;0
2019-12-05 05:15:00;36;8;3;11;1;0;0;0
2019-12-05 05:30:00;78;12;3;22;0;0;0;0
2019-12-05 05:45:00;66;10;4;35;8;0;0;0
2019-12-05 06:00:00;67;4;8;22;3;0;0;0
2019-12-05 06:15:00;115;6;14;35;4;0;0;0
2019-12-05 06:30:00;125;15;3;58;8;14;0;1
2019-12-05 06:45:00;130;19;13;73;13;5;0;0
2019-12-05 07:00:00;198;21;12;94;22;6;0;1
2019-12-05 07:15:00;217;29;23;106;22;59;0;0
2019-12-05 07:30:00;255;31;31;92;51;20;0;0
2019-12-05 07:45:00;216;30;42;124;62;2;0;0
2019-12-05 08:00:00;140;22;32;105;47;1;0;0
2019-12-05 08:15:00;157;33;31;121;54;5;0;0
2019-12-05 08:30:00;129;27;38;106;22;4;0;2
2019-12-05 08:45:00;123;20;36;97;19;2;0;0
2019-12-05 09:00:00;111;15;30;77;20;2;0;0
2019-12-05 09:15:00;109;24;33;73;20;8;0;0
2019-12-05 09:30:00;86;15;33;89;22;13;0;0
2019-12-05 09:45:00;81;15;35;88;11;0;0;0
2019-12-05 10:00:00;98;15;36;77;15;0;0;0
2019-12-05 10:15:00;87;19;33;94;18;0;0;0
2019-12-05 10:30:00;93;11;34;98;13;0;0;0
2019-12-05 10:45:00;70;19;44;83;19;6;0;0
2019-12-05 11:00:00;115;18;45;80;16;2;0;0
2019-12-05 11:15:00;85;17;35;98;25;0;0;0
2019-12-05 11:30:00;87;11;29;108;21;1;0;0
2019-12-05 11:45:00;94;13;40;116;17;4;0;0
2019-12-05 12:00:00;97;21;43;108;24;1;0;0
2019-12-05 12:15:00;106;15;51;95;18;6;0;0
2019-12-05 12:30:00;103;25;38;102;18;6;0;0
2019-12-05 12:45:00;87;8;29;121;24;0;0;0
2019-12-05 13:00:00;85;12;39;122;27;2;0;0
2019-12-05 13:15:00;84;16;33;120;27;6;0;0
2019-12-05 13:30:00;106;22;39;115;14;7;0;0
2019-12-05 13:45:00;122;11;46;113;18;7;0;0
2019-12-05 14:00:00;105;17;61;121;18;0;0;0
2019-12-05 14:15:00;118;12;53;112;10;10;0;0
2019-12-05 14:30:00;114;17;75;118;16;3;0;0
2019-12-05 14:45:00;117;20;49;123;25;9;0;0
2019-12-05 15:00:00;110;16;60;143;20;8;0;0
2019-12-05 15:15:00;130;19;62;141;10;3;0;0
2019-12-05 15:30:00;140;19;70;139;24;5;0;0
2019-12-05 15:45:00;124;14;68;165;22;49;0;0
2019-12-05 16:00:00;154;16;68;173;19;6;0;0
2019-12-05 16:15:00;155;25;58;169;19;8;0;0
2019-12-05 16:30:00;164;22;85;160;16;3;0;0
2019-12-05 16:45:00;149;12;89;156;14;7;0;0
2019-12-05 17:00:00;165;15;61;160;20;22;0;0
2019-12-05 17:15:00;133;21;94;188;30;4;0;0
2019-12-05 17:30:00;112;13;71;169;21;3;0;3
2019-12-05 17:45:00;141;18;73;166;23;19;0;0
2019-12-05 18:00:00;123;12;62;137;14;15;0;0
2019-12-05 18:15:00;100;15;63;144;19;4;0;0
2019-12-05 18:30:00;109;15;42;124;15;8;0;0
2019-12-05 18:45:00;75;10;24;128;10;0;0;0
2019-12-05 19:00:00;89;7;47;92;11;0;0;0
2019-12-05 19:15:00;87;14;28;107;9;10;0;0
2019-12-05 19:30:00;62;11;19;91;5;4;0;0
2019-12-05 19:45:00;48;13;22;88;7;1;0;0
2019-12-05 20:00:00;60;12;16;66;11;7;0;0
2019-12-05 20:15:00;38;3;9;69;8;0;0;0
2019-12-05 20:30:00;33;7;11;67;5;1;1;0
2019-12-05 20:45:00;27;6;6;54;6;0;0;0
2019-12-05 21:00:00;33;4;6;53;2;0;0;0
2019-12-05 21:15:00;28;6;3;46;6;0;0;0
2019-12-05 21:30:00;28;6;6;49;11;0;0;0
2019-12-05 21:45:00;22;4;17;59;13;0;0;0
2019-12-05 22:00:00;29;6;14;68;14;0;0;0
2019-12-05 22:15:00;20;3;8;76;7;0;0;0
2019-12-05 22:30:00;26;5;5;43;14;0;0;0
2019-12-05 22:45:00;21;3;1;46;10;0;0;0
2019-12-05 23:00:00;10;4;1;27;6;0;0;0
2019-12-05 23:15:00;11;4;3;31;2;0;0;0
2019-12-05 23:30:00;6;3;1;26;5;0;0;0
2019-12-05 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
