DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-10-13 00:00:00;0;2;0;3;7;9;3;0;0;0
2020-10-13 00:15:00;5;2;0;2;3;2;2;0;0;0
2020-10-13 00:30:00;6;0;0;2;4;2;0;0;0;0
2020-10-13 00:45:00;4;2;2;0;3;4;3;0;0;0
2020-10-13 01:00:00;5;1;1;1;3;11;6;0;0;0
2020-10-13 01:15:00;4;1;1;1;4;3;3;0;0;0
2020-10-13 01:30:00;1;0;1;3;6;3;5;0;0;0
2020-10-13 01:45:00;3;2;0;1;2;7;3;0;0;0
2020-10-13 02:00:00;5;4;0;1;1;3;2;0;0;0
2020-10-13 02:15:00;5;2;0;1;2;7;1;0;0;0
2020-10-13 02:30:00;4;1;0;4;4;2;2;0;0;0
2020-10-13 02:45:00;3;3;1;2;4;6;3;0;0;0
2020-10-13 03:00:00;2;2;1;4;0;4;3;0;0;0
2020-10-13 03:15:00;6;5;0;2;4;4;0;0;0;0
2020-10-13 03:30:00;2;0;0;0;0;9;0;0;0;0
2020-10-13 03:45:00;6;2;0;1;5;4;0;0;0;0
2020-10-13 04:00:00;2;0;1;2;3;2;1;0;0;0
2020-10-13 04:15:00;3;5;2;0;3;9;1;0;0;0
2020-10-13 04:30:00;3;6;3;7;5;7;0;0;0;0
2020-10-13 04:45:00;12;14;14;8;7;10;6;0;0;0
2020-10-13 05:00:00;12;15;29;20;3;22;29;0;0;0
2020-10-13 05:15:00;39;47;82;39;9;24;39;0;0;1
2020-10-13 05:30:00;72;52;85;56;16;28;45;5;0;2
2020-10-13 05:45:00;106;44;66;177;47;33;42;1;0;1
2020-10-13 06:00:00;93;24;48;149;33;27;37;0;0;2
2020-10-13 06:15:00;48;38;47;54;15;31;48;0;0;1
2020-10-13 06:30:00;49;67;86;69;17;32;40;0;0;1
2020-10-13 06:45:00;91;52;72;70;11;36;48;0;1;2
2020-10-13 07:00:00;90;42;68;67;16;28;39;0;0;3
2020-10-13 07:15:00;109;64;76;52;9;30;48;0;1;3
2020-10-13 07:30:00;127;56;59;60;11;43;71;1;0;2
2020-10-13 07:45:00;130;43;64;96;16;37;43;0;0;3
2020-10-13 08:00:00;99;53;51;67;15;40;60;0;0;1
2020-10-13 08:15:00;95;35;42;66;15;36;50;0;0;2
2020-10-13 08:30:00;94;31;27;45;15;40;50;0;0;2
2020-10-13 08:45:00;79;28;35;47;17;36;45;0;0;2
2020-10-13 09:00:00;107;21;34;40;19;34;69;0;0;1
2020-10-13 09:15:00;109;27;25;33;18;38;49;0;0;1
2020-10-13 09:30:00;83;23;28;35;13;31;48;0;0;2
2020-10-13 09:45:00;92;20;19;35;16;28;37;0;0;1
2020-10-13 10:00:00;95;23;19;40;14;38;48;0;0;1
2020-10-13 10:15:00;106;23;38;39;19;33;79;0;0;1
2020-10-13 10:30:00;95;16;23;41;24;29;54;0;0;2
2020-10-13 10:45:00;86;23;30;40;21;35;50;0;0;1
2020-10-13 11:00:00;86;20;11;26;17;24;80;0;0;1
2020-10-13 11:15:00;78;17;14;41;15;33;63;0;0;0
2020-10-13 11:30:00;76;17;25;28;19;27;48;0;0;1
2020-10-13 11:45:00;90;25;27;48;20;39;60;0;0;3
2020-10-13 12:00:00;79;31;31;58;23;46;56;0;0;1
2020-10-13 12:15:00;71;24;27;62;24;33;56;0;0;1
2020-10-13 12:30:00;63;31;26;51;24;27;53;0;0;2
2020-10-13 12:45:00;67;30;36;60;11;39;64;0;0;1
2020-10-13 13:00:00;82;26;48;84;19;32;80;0;0;1
2020-10-13 13:15:00;83;43;60;76;22;45;57;0;0;1
2020-10-13 13:30:00;81;57;62;69;24;57;66;0;0;1
2020-10-13 13:45:00;109;63;84;91;31;45;61;0;0;2
2020-10-13 14:00:00;144;47;46;128;52;49;69;0;0;1
2020-10-13 14:15:00;179;46;48;193;57;35;61;0;0;1
2020-10-13 14:30:00;166;33;42;116;35;42;59;0;0;2
2020-10-13 14:45:00;137;32;29;106;26;38;61;1;0;0
2020-10-13 15:00:00;138;22;37;109;33;35;88;0;0;1
2020-10-13 15:15:00;155;35;32;125;39;38;51;0;2;0
2020-10-13 15:30:00;154;37;42;115;37;34;67;0;0;1
2020-10-13 15:45:00;152;35;32;94;25;40;61;0;0;1
2020-10-13 16:00:00;124;35;22;128;38;36;59;0;0;0
2020-10-13 16:15:00;134;32;30;109;32;42;64;0;0;1
2020-10-13 16:30:00;127;26;25;119;27;31;61;0;0;1
2020-10-13 16:45:00;160;36;36;111;28;37;62;0;0;1
2020-10-13 17:00:00;111;38;37;84;35;37;67;2;0;1
2020-10-13 17:15:00;122;32;38;85;34;39;78;0;3;1
2020-10-13 17:30:00;141;33;29;87;20;51;71;0;0;1
2020-10-13 17:45:00;117;29;37;68;19;38;74;0;0;2
2020-10-13 18:00:00;92;36;33;57;25;36;63;1;0;0
2020-10-13 18:15:00;95;29;20;77;19;32;58;0;0;1
2020-10-13 18:30:00;75;28;24;55;21;38;62;1;0;2
2020-10-13 18:45:00;80;28;26;51;12;30;52;0;0;0
2020-10-13 19:00:00;77;26;18;43;16;28;47;0;0;2
2020-10-13 19:15:00;76;10;15;36;10;21;40;0;0;0
2020-10-13 19:30:00;42;11;15;50;12;21;35;0;0;2
2020-10-13 19:45:00;39;11;17;39;7;26;36;0;0;0
2020-10-13 20:00:00;36;10;13;27;13;27;32;0;0;1
2020-10-13 20:15:00;24;11;4;20;9;14;25;0;0;0
2020-10-13 20:30:00;27;14;14;28;13;19;22;0;0;2
2020-10-13 20:45:00;26;19;21;26;11;24;32;1;0;0
2020-10-13 21:00:00;32;42;43;36;8;39;38;1;0;0
2020-10-13 21:15:00;41;55;65;41;8;52;48;0;0;0
2020-10-13 21:30:00;53;41;38;34;22;44;29;0;0;0
2020-10-13 21:45:00;101;22;29;134;48;29;25;0;0;0
2020-10-13 22:00:00;67;14;11;198;60;20;24;0;0;0
2020-10-13 22:15:00;15;5;8;54;21;12;16;0;0;0
2020-10-13 22:30:00;16;5;0;17;8;15;9;0;0;0
2020-10-13 22:45:00;11;3;4;14;6;14;9;0;0;0
2020-10-13 23:00:00;6;4;0;8;6;7;7;0;0;0
2020-10-13 23:15:00;9;5;4;6;5;6;4;0;0;0
2020-10-13 23:30:00;3;3;1;5;5;5;2;0;0;0
