DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2019-10-06 00:00:00;14;8;0;0;0;0;0;0
2019-10-06 00:15:00;12;15;2;2;0;0;0;0
2019-10-06 00:30:00;12;14;1;2;0;0;0;0
2019-10-06 00:45:00;15;7;2;0;0;0;0;0
2019-10-06 01:00:00;6;7;1;0;0;0;0;0
2019-10-06 01:15:00;8;11;4;5;0;0;0;0
2019-10-06 01:30:00;15;5;2;2;0;0;0;0
2019-10-06 01:45:00;2;6;2;0;0;0;1;0
2019-10-06 02:00:00;8;4;1;1;0;0;0;0
2019-10-06 02:15:00;10;6;4;2;0;0;0;0
2019-10-06 02:30:00;7;7;4;0;0;0;0;0
2019-10-06 02:45:00;4;3;2;1;0;0;0;0
2019-10-06 03:00:00;5;4;1;1;0;0;0;0
2019-10-06 03:15:00;4;8;0;0;0;0;0;0
2019-10-06 03:30:00;6;8;1;2;0;0;0;0
2019-10-06 03:45:00;3;7;2;1;0;0;0;0
2019-10-06 04:00:00;2;2;2;1;0;0;0;0
2019-10-06 04:15:00;3;4;0;1;0;0;0;0
2019-10-06 04:30:00;4;8;1;1;0;0;0;0
2019-10-06 04:45:00;4;9;1;2;0;0;0;0
2019-10-06 05:00:00;3;6;2;1;0;0;0;0
2019-10-06 05:15:00;5;7;0;1;0;0;0;0
2019-10-06 05:30:00;11;5;1;0;0;0;0;0
2019-10-06 05:45:00;7;8;3;3;0;0;0;0
2019-10-06 06:00:00;3;8;2;2;0;0;0;0
2019-10-06 06:15:00;4;4;0;1;0;0;0;0
2019-10-06 06:30:00;2;6;3;2;0;0;0;0
2019-10-06 06:45:00;3;2;1;0;0;0;0;0
2019-10-06 07:00:00;9;14;2;2;0;0;0;0
2019-10-06 07:15:00;4;8;2;1;0;0;0;0
2019-10-06 07:30:00;4;7;2;1;0;0;0;0
2019-10-06 07:45:00;8;10;1;0;0;0;0;0
2019-10-06 08:00:00;9;8;2;3;0;0;0;0
2019-10-06 08:15:00;6;3;2;3;0;0;0;0
2019-10-06 08:30:00;11;5;2;0;0;0;0;0
2019-10-06 08:45:00;6;21;2;1;0;0;0;0
2019-10-06 09:00:00;15;14;0;0;0;0;0;0
2019-10-06 09:15:00;15;26;1;4;0;0;0;0
2019-10-06 09:30:00;10;19;0;0;0;0;0;0
2019-10-06 09:45:00;24;23;2;0;0;0;0;0
2019-10-06 10:00:00;32;32;2;1;0;0;0;0
2019-10-06 10:15:00;19;29;2;0;0;0;0;0
2019-10-06 10:30:00;28;23;2;0;0;0;1;0
2019-10-06 10:45:00;14;39;0;1;0;0;0;0
2019-10-06 11:00:00;27;19;2;2;0;0;0;0
2019-10-06 11:15:00;34;34;3;1;0;0;5;2
2019-10-06 11:30:00;31;33;1;0;0;0;3;0
2019-10-06 11:45:00;29;52;3;2;0;0;0;0
2019-10-06 12:00:00;29;33;2;5;0;0;3;0
2019-10-06 12:15:00;41;29;2;2;0;0;0;0
2019-10-06 12:30:00;33;23;3;1;0;0;0;0
2019-10-06 12:45:00;33;35;1;0;0;0;0;0
2019-10-06 13:00:00;30;38;1;2;0;0;0;0
2019-10-06 13:15:00;35;34;7;3;0;0;0;0
2019-10-06 13:30:00;49;36;2;3;0;0;0;0
2019-10-06 13:45:00;45;50;5;3;0;0;0;0
2019-10-06 14:00:00;44;29;4;2;0;0;4;2
2019-10-06 14:15:00;34;49;5;2;0;0;0;0
2019-10-06 14:30:00;41;47;4;2;0;0;2;1
2019-10-06 14:45:00;56;35;0;0;0;0;0;0
2019-10-06 15:00:00;39;39;5;5;0;0;1;0
2019-10-06 15:15:00;46;51;2;3;0;0;5;1
2019-10-06 15:30:00;46;33;5;2;0;0;1;1
2019-10-06 15:45:00;48;42;2;1;0;0;0;0
2019-10-06 16:00:00;52;32;2;3;0;0;0;0
2019-10-06 16:15:00;42;53;2;2;0;0;0;0
