DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-01-19 00:00:00;42;10;5;27;14;20;40;20;19;0;0;0
2020-01-19 00:15:00;40;12;3;32;15;29;44;21;34;0;0;1
2020-01-19 00:30:00;41;14;12;22;11;23;45;16;28;0;0;1
2020-01-19 00:45:00;36;14;9;30;12;15;33;12;20;0;0;0
2020-01-19 01:00:00;30;13;11;23;15;18;30;26;17;0;0;0
2020-01-19 01:15:00;33;13;8;26;13;15;33;24;15;1;0;1
2020-01-19 01:30:00;36;15;13;20;9;20;31;19;17;0;0;0
2020-01-19 01:45:00;34;15;19;23;13;16;32;20;17;0;0;0
2020-01-19 02:00:00;25;7;16;19;15;18;24;22;22;0;0;0
2020-01-19 02:15:00;21;10;16;15;16;19;24;22;22;0;0;0
2020-01-19 02:30:00;25;11;28;20;11;16;25;28;14;0;0;0
2020-01-19 02:45:00;22;11;21;21;6;10;20;22;16;0;0;1
2020-01-19 03:00:00;6;7;20;15;7;7;10;18;12;1;0;2
2020-01-19 03:15:00;6;2;14;18;12;13;7;21;15;0;0;0
2020-01-19 03:30:00;16;7;3;12;6;5;16;5;3;0;0;0
2020-01-19 03:45:00;16;6;7;10;9;8;16;14;11;0;0;0
2020-01-19 04:00:00;11;5;7;12;8;8;12;14;11;1;0;0
2020-01-19 04:15:00;8;1;3;14;7;7;6;2;2;1;0;0
2020-01-19 04:30:00;13;9;5;9;8;8;14;0;0;0;0;0
2020-01-19 04:45:00;15;9;1;7;13;8;16;0;0;0;0;1
2020-01-19 05:00:00;20;10;3;12;9;7;20;0;0;0;0;1
2020-01-19 05:15:00;15;8;2;8;13;13;14;0;0;0;0;0
2020-01-19 05:30:00;19;12;1;7;18;16;19;0;0;0;0;0
2020-01-19 05:45:00;14;5;1;6;14;26;14;0;0;0;0;1
2020-01-19 06:00:00;28;16;1;6;5;11;28;0;0;0;0;0
2020-01-19 06:15:00;23;12;2;3;7;11;24;0;0;0;0;0
2020-01-19 06:30:00;28;7;1;2;10;9;25;0;0;0;0;1
2020-01-19 06:45:00;27;12;1;3;12;12;28;0;0;0;0;1
2020-01-19 07:00:00;23;14;3;4;7;11;24;2;2;1;0;0
2020-01-19 07:15:00;32;18;3;4;10;11;38;12;13;1;0;0
2020-01-19 07:30:00;32;18;2;2;17;15;34;12;16;2;0;3
2020-01-19 07:45:00;34;11;4;7;26;18;37;20;18;1;0;1
2020-01-19 08:00:00;39;20;4;2;26;20;45;18;21;1;1;0
2020-01-19 08:15:00;50;23;6;4;22;29;52;22;32;0;0;2
2020-01-19 08:30:00;62;29;5;10;35;30;65;26;27;0;0;2
2020-01-19 08:45:00;88;23;7;8;38;47;97;39;52;2;0;2
2020-01-19 09:00:00;61;15;7;4;49;64;59;43;62;0;0;0
2020-01-19 09:15:00;76;19;8;9;58;58;79;56;61;1;0;4
2020-01-19 09:30:00;93;20;12;23;67;92;94;63;90;1;1;1
2020-01-19 09:45:00;113;19;18;13;70;84;119;61;90;2;1;4
2020-01-19 10:00:00;104;25;13;12;56;69;112;56;68;1;7;1
2020-01-19 10:15:00;113;28;13;19;78;87;128;71;87;1;3;0
2020-01-19 10:30:00;131;30;27;25;70;87;139;72;91;1;0;4
