DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-01-03 00:00:00;27;19;0;0;0;0;0
2020-01-03 00:15:00;28;26;2;2;0;0;0
2020-01-03 00:30:00;26;19;0;0;0;0;0
2020-01-03 00:45:00;19;13;0;0;0;0;0
2020-01-03 01:00:00;16;14;1;1;0;0;0
2020-01-03 01:15:00;23;21;0;0;0;0;0
2020-01-03 01:30:00;19;20;0;0;0;0;0
2020-01-03 01:45:00;16;13;0;0;0;0;0
2020-01-03 02:00:00;15;13;0;0;0;0;0
2020-01-03 02:15:00;9;16;0;0;0;0;0
2020-01-03 02:30:00;14;10;0;0;0;0;0
2020-01-03 02:45:00;8;10;0;0;0;0;0
2020-01-03 03:00:00;2;4;0;0;0;0;0
2020-01-03 03:15:00;2;10;1;1;0;0;0
2020-01-03 03:30:00;9;4;0;0;0;0;0
2020-01-03 03:45:00;4;9;0;0;0;0;0
2020-01-03 04:00:00;7;9;0;0;0;0;0
2020-01-03 04:15:00;8;9;0;0;0;0;0
2020-01-03 04:30:00;13;8;0;0;0;0;0
2020-01-03 04:45:00;16;14;0;0;0;0;0
2020-01-03 05:00:00;16;13;0;0;0;0;0
2020-01-03 05:15:00;32;31;0;0;0;0;0
2020-01-03 05:30:00;60;36;0;0;0;0;0
2020-01-03 05:45:00;56;36;1;1;0;0;0
2020-01-03 06:00:00;41;31;0;0;0;0;0
2020-01-03 06:15:00;61;45;3;3;0;0;0
2020-01-03 06:30:00;75;53;3;3;0;0;0
2020-01-03 06:45:00;71;53;2;2;0;0;0
2020-01-03 07:00:00;75;75;2;2;0;0;0
2020-01-03 07:15:00;88;71;2;2;0;0;0
2020-01-03 07:30:00;99;71;4;4;0;0;0
2020-01-03 07:45:00;89;86;1;1;0;0;0
2020-01-03 08:00:00;84;84;1;1;0;0;0
2020-01-03 08:15:00;93;84;9;9;0;0;0
2020-01-03 08:30:00;107;94;5;5;0;0;0
2020-01-03 08:45:00;119;90;5;5;1;0;0
2020-01-03 09:00:00;136;105;5;5;5;0;0
2020-01-03 09:15:00;124;102;8;8;0;0;0
2020-01-03 09:30:00;164;134;12;12;2;0;0
2020-01-03 09:45:00;179;143;3;3;13;0;0
2020-01-03 10:00:00;186;141;6;6;0;0;0
2020-01-03 10:15:00;182;153;7;7;0;0;0
2020-01-03 10:30:00;193;147;9;9;8;0;0
2020-01-03 10:45:00;214;152;4;4;5;0;0
2020-01-03 11:00:00;201;184;7;7;5;0;0
2020-01-03 11:15:00;201;157;7;7;1;0;0
2020-01-03 11:30:00;223;189;9;9;1;0;0
2020-01-03 11:45:00;214;210;1;1;0;0;0
2020-01-03 12:00:00;211;173;8;8;0;0;0
2020-01-03 12:15:00;229;216;7;7;45;0;0
2020-01-03 12:30:00;220;190;10;10;8;0;0
2020-01-03 12:45:00;202;182;5;5;0;0;0
2020-01-03 13:00:00;216;192;4;4;0;0;0
2020-01-03 13:15:00;228;196;13;13;10;0;0
2020-01-03 13:30:00;257;209;11;11;11;0;0
2020-01-03 13:45:00;218;218;7;7;2;0;0
2020-01-03 14:00:00;240;211;8;8;4;0;0
2020-01-03 14:15:00;251;218;15;15;64;0;0
2020-01-03 14:30:00;247;205;15;15;2;0;0
2020-01-03 14:45:00;245;209;11;11;24;0;0
2020-01-03 15:00:00;236;204;15;15;1;0;0
2020-01-03 15:15:00;245;200;8;8;7;0;0
2020-01-03 15:30:00;217;214;9;9;10;0;0
2020-01-03 15:45:00;226;190;10;10;4;0;0
2020-01-03 16:00:00;231;182;5;5;3;0;0
2020-01-03 16:15:00;211;181;13;13;24;0;0
2020-01-03 16:30:00;215;193;7;7;13;0;0
2020-01-03 16:45:00;221;204;9;9;4;0;0
2020-01-03 17:00:00;169;190;10;10;0;0;0
2020-01-03 17:15:00;222;214;9;9;3;0;0
2020-01-03 17:30:00;197;184;9;9;1;0;0
2020-01-03 17:45:00;210;184;9;9;0;0;0
2020-01-03 18:00:00;179;221;8;8;4;0;0
2020-01-03 18:15:00;164;202;10;10;0;0;0
2020-01-03 18:30:00;155;225;6;6;0;0;0
2020-01-03 18:45:00;159;188;14;14;4;0;0
2020-01-03 19:00:00;144;146;6;6;1;0;0
2020-01-03 19:15:00;128;137;6;6;3;0;0
2020-01-03 19:30:00;97;135;4;4;0;0;0
2020-01-03 19:45:00;118;142;5;5;0;0;0
2020-01-03 20:00:00;97;161;8;8;0;0;0
2020-01-03 20:15:00;121;132;9;9;0;0;0
2020-01-03 20:30:00;79;78;4;4;0;0;0
2020-01-03 20:45:00;90;104;7;7;0;0;0
2020-01-03 21:00:00;73;87;6;6;0;0;0
2020-01-03 21:15:00;62;77;1;1;0;0;0
2020-01-03 21:30:00;62;50;3;3;0;0;0
2020-01-03 21:45:00;72;79;2;2;0;0;0
2020-01-03 22:00:00;106;85;7;7;0;0;0
2020-01-03 22:15:00;123;89;5;5;0;0;0
2020-01-03 22:30:00;60;71;3;3;0;0;0
2020-01-03 22:45:00;77;64;2;2;0;0;0
2020-01-03 23:00:00;47;40;11;11;0;0;0
2020-01-03 23:15:00;63;35;2;2;0;0;0
2020-01-03 23:30:00;39;27;4;4;0;0;0
2020-01-03 23:45:00;38;44;2;2;0;0;0
