DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-08-20 00:00:00;14;6;0;1;0;19;8;0;1
2020-08-20 00:15:00;17;17;0;0;0;13;8;0;0
2020-08-20 00:30:00;16;8;0;0;1;26;14;0;0
2020-08-20 00:45:00;13;10;0;0;0;12;4;0;0
2020-08-20 01:00:00;7;7;0;0;0;12;5;0;0
2020-08-20 01:15:00;11;7;1;0;0;11;7;0;0
2020-08-20 01:30:00;9;7;0;0;0;7;5;0;0
2020-08-20 01:45:00;13;12;0;0;0;12;0;0;0
2020-08-20 02:00:00;6;5;0;0;0;7;7;0;0
2020-08-20 02:15:00;6;7;0;0;0;9;5;0;0
2020-08-20 02:30:00;8;4;0;0;0;11;4;0;0
2020-08-20 02:45:00;11;2;0;0;0;8;2;0;0
2020-08-20 03:00:00;6;7;0;0;0;6;2;0;0
2020-08-20 03:15:00;6;2;0;0;0;7;4;0;0
2020-08-20 03:30:00;6;4;0;0;0;5;2;0;0
2020-08-20 03:45:00;7;3;0;0;0;7;3;0;0
2020-08-20 04:00:00;9;1;0;0;0;6;4;0;0
2020-08-20 04:15:00;11;5;0;0;1;14;5;0;0
2020-08-20 04:30:00;13;5;0;1;0;12;6;0;0
2020-08-20 04:45:00;20;14;1;1;0;17;2;0;0
2020-08-20 05:00:00;31;16;2;0;1;25;6;0;0
2020-08-20 05:15:00;40;28;3;2;1;70;38;0;3
2020-08-20 05:30:00;33;30;0;0;1;87;63;0;7
2020-08-20 05:45:00;56;55;4;0;1;106;74;0;1
2020-08-20 06:00:00;62;51;1;1;4;82;72;0;3
2020-08-20 06:15:00;63;58;2;1;4;145;85;0;3
2020-08-20 06:30:00;66;66;4;2;5;153;123;2;10
2020-08-20 06:45:00;54;77;8;3;11;156;136;5;3
2020-08-20 07:00:00;67;46;3;13;7;134;130;2;3
2020-08-20 07:15:00;78;72;10;9;15;127;128;5;6
2020-08-20 07:30:00;70;84;5;7;8;111;141;7;2
2020-08-20 07:45:00;82;93;12;4;15;140;129;1;8
2020-08-20 08:00:00;80;72;5;6;10;128;137;6;7
2020-08-20 08:15:00;84;88;8;19;13;130;128;7;3
2020-08-20 08:30:00;87;86;2;4;8;121;120;15;3
2020-08-20 08:45:00;69;84;8;11;7;119;128;27;4
2020-08-20 09:00:00;88;92;7;13;13;96;93;0;0
2020-08-20 09:15:00;87;73;9;11;11;92;109;4;3
2020-08-20 09:30:00;96;85;12;13;13;101;110;6;2
