DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-11-07 00:00:00;4;7;0;2;0;0;2;1;0;0;0
2020-11-07 00:15:00;3;6;0;11;1;4;1;3;0;0;0
2020-11-07 00:30:00;5;3;0;7;0;3;2;2;0;0;0
2020-11-07 00:45:00;2;3;0;4;0;3;1;1;0;0;0
2020-11-07 01:00:00;0;4;0;3;0;2;0;0;0;0;0
2020-11-07 01:15:00;1;1;0;5;1;5;1;1;0;0;0
2020-11-07 01:30:00;3;2;0;6;1;3;3;3;0;0;0
2020-11-07 01:45:00;3;3;0;1;0;0;0;0;0;0;0
2020-11-07 02:00:00;2;3;0;2;0;2;1;1;0;0;0
2020-11-07 02:15:00;2;2;0;1;0;0;1;2;0;0;0
2020-11-07 02:30:00;2;1;0;4;0;3;0;0;0;0;0
2020-11-07 02:45:00;3;3;0;2;0;1;0;0;0;0;0
2020-11-07 03:00:00;3;3;0;2;0;2;0;0;0;0;0
2020-11-07 03:15:00;1;1;0;0;0;0;0;1;0;0;0
2020-11-07 03:30:00;1;0;0;0;0;0;1;1;0;0;0
2020-11-07 03:45:00;1;2;0;1;0;1;1;1;0;0;0
2020-11-07 04:00:00;0;1;0;6;1;6;0;0;0;0;0
2020-11-07 04:15:00;3;3;0;2;0;2;3;2;0;0;0
2020-11-07 04:30:00;0;1;0;2;0;2;2;1;0;0;0
2020-11-07 04:45:00;1;2;0;4;0;2;0;0;0;0;0
2020-11-07 05:00:00;3;3;0;2;0;1;0;0;0;0;0
2020-11-07 05:15:00;4;5;0;2;0;1;4;2;0;0;0
2020-11-07 05:30:00;2;1;0;3;1;3;3;1;0;0;0
2020-11-07 05:45:00;2;6;0;5;0;4;0;0;0;0;0
2020-11-07 06:00:00;3;4;0;7;1;5;2;4;0;0;0
2020-11-07 06:15:00;7;7;0;8;0;6;3;2;0;0;0
2020-11-07 06:30:00;10;8;0;9;1;5;3;1;0;0;0
2020-11-07 06:45:00;12;9;0;20;2;10;4;2;0;0;0
2020-11-07 07:00:00;12;16;0;14;0;6;0;0;0;0;0
2020-11-07 07:15:00;18;17;0;17;3;8;5;3;0;0;0
2020-11-07 07:30:00;17;38;0;22;0;11;4;6;2;0;0
2020-11-07 07:45:00;25;45;0;27;1;18;5;3;0;0;0
2020-11-07 08:00:00;29;25;0;24;1;15;8;4;6;0;0
2020-11-07 08:15:00;22;20;0;31;3;22;8;5;0;0;0
2020-11-07 08:30:00;31;36;0;26;3;17;5;5;0;0;0
2020-11-07 08:45:00;38;30;0;23;2;15;4;5;0;0;0
2020-11-07 09:00:00;32;29;0;42;2;25;8;7;0;0;0
2020-11-07 09:15:00;30;24;0;35;2;23;11;7;0;0;0
2020-11-07 09:30:00;37;42;0;38;1;27;11;9;0;0;0
2020-11-07 09:45:00;45;40;0;44;1;38;20;16;0;0;0
2020-11-07 10:00:00;37;31;0;53;4;34;15;4;0;0;0
