DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-09-27 00:00:00;0;6;12;1;1;6;5;4;3;8;8
2020-09-27 00:15:00;3;1;8;0;2;10;13;7;1;13;2
2020-09-27 00:30:00;2;7;10;4;6;8;9;9;3;11;5
2020-09-27 00:45:00;2;8;3;1;2;7;5;8;2;10;5
2020-09-27 01:00:00;2;4;6;0;2;9;20;3;2;9;2
2020-09-27 01:15:00;1;5;7;1;3;6;10;9;5;9;4
2020-09-27 01:30:00;0;2;9;4;5;9;10;7;0;5;3
2020-09-27 01:45:00;1;1;5;2;2;5;4;1;3;8;5
2020-09-27 02:00:00;1;4;0;1;2;4;8;2;1;4;3
2020-09-27 02:15:00;0;3;8;1;3;4;4;3;1;5;2
2020-09-27 02:30:00;3;3;3;0;1;6;9;2;2;3;2
2020-09-27 02:45:00;1;1;4;2;2;5;4;2;0;4;5
2020-09-27 03:00:00;1;4;4;1;1;4;8;1;1;3;4
2020-09-27 03:15:00;1;4;2;0;1;4;2;0;0;2;3
2020-09-27 03:30:00;0;2;3;0;2;0;2;3;1;2;0
2020-09-27 03:45:00;0;0;3;1;1;3;6;2;0;3;1
2020-09-27 04:00:00;0;0;4;3;3;1;3;1;0;4;4
2020-09-27 04:15:00;0;0;2;1;1;1;6;1;0;0;0
2020-09-27 04:30:00;1;2;2;1;2;1;2;0;1;1;0
2020-09-27 04:45:00;0;0;1;0;0;1;2;0;1;2;2
2020-09-27 05:00:00;0;1;4;0;0;2;1;2;0;6;0
2020-09-27 05:15:00;0;2;3;1;1;0;4;1;2;7;1
2020-09-27 05:30:00;0;4;3;2;2;1;1;1;0;5;1
2020-09-27 05:45:00;1;5;1;0;1;3;6;0;1;1;4
2020-09-27 06:00:00;1;4;4;0;1;2;7;2;0;8;0
2020-09-27 06:15:00;1;5;0;0;0;2;9;3;2;3;0
2020-09-27 06:30:00;1;1;4;0;1;0;1;3;2;3;4
2020-09-27 06:45:00;0;3;3;0;2;1;4;1;0;1;4
2020-09-27 07:00:00;0;4;2;1;1;2;7;1;1;9;5
2020-09-27 07:15:00;1;3;6;1;1;2;6;3;2;4;4
2020-09-27 07:30:00;0;2;3;1;1;5;2;2;4;6;4
2020-09-27 07:45:00;2;8;6;3;4;2;5;1;4;5;5
2020-09-27 08:00:00;0;2;3;0;0;2;5;0;2;1;3
2020-09-27 08:15:00;0;5;7;2;3;2;3;1;2;5;5
2020-09-27 08:30:00;0;10;4;1;1;6;4;0;0;7;4
2020-09-27 08:45:00;3;5;8;1;3;6;13;8;3;5;7
2020-09-27 09:00:00;2;8;4;7;9;4;1;4;6;3;11
2020-09-27 09:15:00;1;10;13;1;2;6;4;3;6;11;11
2020-09-27 09:30:00;0;10;14;7;8;6;11;2;12;13;15
2020-09-27 09:45:00;2;15;18;8;8;3;11;3;9;7;12
2020-09-27 10:00:00;4;16;14;4;7;11;10;7;6;10;10
2020-09-27 10:15:00;3;18;8;10;11;5;9;6;8;23;14
2020-09-27 10:30:00;2;16;27;3;3;4;15;7;11;14;15
