DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-04-24 00:00:00;0;1;3;6;1;0;0
2020-04-24 00:15:00;0;5;4;5;6;3;3
2020-04-24 00:30:00;0;11;5;4;4;0;0
2020-04-24 00:45:00;0;5;0;6;3;0;0
2020-04-24 01:00:00;0;7;1;9;6;0;0
2020-04-24 01:15:00;0;3;3;3;1;0;0
2020-04-24 01:30:00;0;3;3;7;2;0;0
2020-04-24 01:45:00;0;5;3;4;2;0;0
2020-04-24 02:00:00;0;3;4;7;5;0;0
2020-04-24 02:15:00;0;2;4;3;2;0;0
2020-04-24 02:30:00;0;4;0;7;0;0;0
2020-04-24 02:45:00;0;5;0;4;2;0;0
2020-04-24 03:00:00;0;1;0;8;3;0;0
2020-04-24 03:15:00;0;8;4;7;5;0;0
2020-04-24 03:30:00;0;2;1;7;2;0;0
2020-04-24 03:45:00;0;2;0;5;2;0;0
2020-04-24 04:00:00;0;5;1;7;0;0;0
2020-04-24 04:15:00;0;3;2;10;3;0;0
2020-04-24 04:30:00;0;7;6;8;4;0;0
2020-04-24 04:45:00;0;11;0;7;4;0;0
2020-04-24 05:00:00;0;25;10;23;10;0;0
2020-04-24 05:15:00;0;41;21;22;25;0;0
2020-04-24 05:30:00;0;52;20;38;27;1;1
2020-04-24 05:45:00;0;51;38;29;22;0;0
2020-04-24 06:00:00;2;34;32;36;27;1;1
2020-04-24 06:15:00;4;60;62;39;23;1;1
2020-04-24 06:30:00;0;68;93;51;30;1;1
2020-04-24 06:45:00;1;55;65;55;39;1;1
2020-04-24 07:00:00;2;77;68;46;33;2;2
2020-04-24 07:15:00;5;75;80;52;43;3;3
2020-04-24 07:30:00;0;87;89;67;42;2;2
2020-04-24 07:45:00;5;86;95;66;53;1;1
2020-04-24 08:00:00;1;64;68;70;54;2;2
2020-04-24 08:15:00;1;74;71;69;50;2;2
2020-04-24 08:30:00;16;61;69;72;71;4;4
2020-04-24 08:45:00;2;76;72;90;61;1;1
2020-04-24 09:00:00;0;71;70;80;60;3;3
2020-04-24 09:15:00;4;88;58;82;73;1;1
2020-04-24 09:30:00;14;78;90;86;76;3;3
2020-04-24 09:45:00;2;78;58;98;70;2;2
2020-04-24 10:00:00;3;87;41;93;79;3;3
2020-04-24 10:15:00;7;86;76;107;83;2;1
2020-04-24 10:30:00;11;92;81;102;76;3;4
2020-04-24 10:45:00;10;80;76;103;83;1;1
2020-04-24 11:00:00;2;89;79;96;88;2;2
2020-04-24 11:15:00;7;101;84;107;106;2;2
2020-04-24 11:30:00;7;82;73;120;106;4;4
2020-04-24 11:45:00;3;98;95;99;93;2;2
2020-04-24 12:00:00;18;75;65;100;109;2;2
2020-04-24 12:15:00;6;85;54;110;118;2;2
2020-04-24 12:30:00;8;99;26;115;110;3;3
2020-04-24 12:45:00;5;99;38;112;99;2;2
2020-04-24 13:00:00;12;78;87;108;98;3;2
2020-04-24 13:15:00;2;91;89;92;85;1;2
2020-04-24 13:30:00;11;93;85;98;108;4;4
2020-04-24 13:45:00;2;89;101;110;106;1;1
2020-04-24 14:00:00;3;85;83;107;102;2;2
2020-04-24 14:15:00;9;98;100;115;140;3;3
2020-04-24 14:30:00;8;87;92;121;130;4;4
2020-04-24 14:45:00;9;107;93;109;115;3;3
2020-04-24 15:00:00;11;90;80;108;116;2;2
2020-04-24 15:15:00;14;94;78;107;106;2;2
2020-04-24 15:30:00;7;92;88;103;100;3;3
2020-04-24 15:45:00;7;80;75;79;94;2;2
2020-04-24 16:00:00;38;83;84;98;103;2;2
2020-04-24 16:15:00;8;82;78;111;95;2;2
2020-04-24 16:30:00;6;84;88;97;84;3;3
2020-04-24 16:45:00;9;63;72;101;116;2;2
2020-04-24 17:00:00;22;85;84;91;95;2;2
2020-04-24 17:15:00;9;79;89;100;93;1;1
2020-04-24 17:30:00;13;92;81;85;83;4;4
2020-04-24 17:45:00;5;74;86;88;91;2;2
2020-04-24 18:00:00;0;66;60;81;93;1;1
2020-04-24 18:15:00;3;67;62;84;70;3;3
2020-04-24 18:30:00;8;71;70;76;79;3;2
2020-04-24 18:45:00;4;59;54;75;69;2;3
2020-04-24 19:00:00;1;69;71;59;56;2;2
2020-04-24 19:15:00;0;73;63;61;48;1;1
2020-04-24 19:30:00;27;57;49;57;50;4;4
2020-04-24 19:45:00;1;48;60;52;30;2;2
2020-04-24 20:00:00;1;51;36;47;39;3;3
2020-04-24 20:15:00;19;39;41;43;42;2;2
2020-04-24 20:30:00;0;45;15;43;37;3;3
2020-04-24 20:45:00;5;32;12;42;26;2;2
2020-04-24 21:00:00;2;32;12;33;24;2;2
2020-04-24 21:15:00;0;35;31;40;23;1;1
2020-04-24 21:30:00;3;23;15;29;16;1;1
2020-04-24 21:45:00;0;22;15;32;21;1;1
2020-04-24 22:00:00;0;23;19;26;21;2;2
2020-04-24 22:15:00;2;21;22;25;22;3;3
2020-04-24 22:30:00;0;14;11;29;10;1;1
2020-04-24 22:45:00;0;14;15;19;14;1;1
2020-04-24 23:00:00;0;14;14;19;9;2;2
2020-04-24 23:15:00;0;17;10;16;12;0;0
2020-04-24 23:30:00;0;11;9;17;6;1;1
2020-04-24 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
