DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2020-05-29 00:00:00;1;1;0;0;1;8;7;2;3;1;9;3;9;14;8;0;0;0;21;0;0;0;0;0
2020-05-29 00:15:00;2;5;5;4;2;9;7;2;4;2;7;2;7;13;6;0;0;0;30;0;0;0;0;0
2020-05-29 00:30:00;1;0;0;1;2;10;5;5;4;3;7;3;2;9;9;0;0;0;30;0;0;0;0;0
2020-05-29 00:45:00;0;0;0;0;1;8;8;0;5;1;4;2;4;10;6;1;0;0;30;0;0;0;0;0
2020-05-29 01:00:00;1;1;1;0;0;7;2;2;3;1;2;3;8;10;6;0;0;0;34;0;0;0;0;0
2020-05-29 01:15:00;0;0;1;2;1;5;3;3;6;2;1;0;4;7;3;0;0;0;39;0;0;0;0;0
2020-05-29 01:30:00;0;0;0;0;0;2;5;3;1;1;3;1;3;8;8;0;0;0;39;0;0;0;0;0
2020-05-29 01:45:00;0;0;1;2;0;3;5;0;2;1;1;2;5;13;6;0;0;0;39;0;0;0;0;0
2020-05-29 02:00:00;0;0;0;0;0;1;3;0;5;1;2;0;3;11;9;0;0;0;39;0;0;0;0;0
2020-05-29 02:15:00;0;0;0;1;1;3;0;0;1;0;3;0;3;5;4;1;0;0;39;0;0;0;0;0
2020-05-29 02:30:00;0;0;1;1;2;10;3;0;1;2;2;0;5;7;2;0;0;0;39;0;0;0;0;0
2020-05-29 02:45:00;0;0;2;2;0;5;2;0;0;0;2;1;1;10;11;0;0;0;36;0;0;0;0;0
2020-05-29 03:00:00;0;0;0;1;3;5;1;4;4;0;2;0;2;8;5;0;0;0;39;0;0;0;0;0
2020-05-29 03:15:00;0;0;0;0;1;4;1;2;4;0;1;1;2;7;6;0;0;0;39;0;0;0;0;0
2020-05-29 03:30:00;0;1;0;0;0;7;3;2;5;1;1;0;6;9;2;0;0;0;39;0;0;0;0;0
