DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2020-11-27 00:00:00;1;2;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 00:15:00;2;5;3;3;4;3;3;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 00:30:00;1;1;0;2;3;0;6;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 00:45:00;2;1;5;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 01:00:00;2;2;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 01:15:00;3;8;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 01:30:00;2;4;1;2;2;4;2;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 01:45:00;3;4;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 02:00:00;0;3;3;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 02:15:00;2;2;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 02:30:00;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 02:45:00;0;1;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 03:00:00;1;1;0;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 03:15:00;1;1;1;1;2;5;5;1;0;0;0;0;0;0;0;0;0;0
2020-11-27 03:30:00;0;1;0;2;1;3;2;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 03:45:00;3;9;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 04:00:00;2;1;3;1;1;4;5;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 04:15:00;6;6;0;1;1;2;3;1;0;0;0;0;0;0;0;0;0;0
2020-11-27 04:30:00;5;6;2;1;2;5;7;1;0;0;1;0;0;0;0;0;0;0
2020-11-27 04:45:00;11;26;3;7;8;3;4;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 05:00:00;32;36;4;18;12;4;12;1;0;0;1;2;0;0;13;0;0;0
2020-11-27 05:15:00;50;110;3;20;22;11;26;1;5;3;10;5;2;1;28;126;0;0
2020-11-27 05:30:00;75;102;17;25;21;28;54;1;3;2;1;25;0;0;124;6;0;0
2020-11-27 05:45:00;68;69;10;30;18;56;119;1;2;4;2;14;2;0;31;0;0;0
2020-11-27 06:00:00;46;48;20;21;12;92;153;4;4;3;2;11;0;0;15;2;0;5
2020-11-27 06:15:00;46;39;11;34;3;34;77;1;5;3;3;4;4;0;12;2;0;0
2020-11-27 06:30:00;53;47;8;40;6;29;74;0;4;3;2;6;0;0;11;0;0;0
2020-11-27 06:45:00;46;53;9;38;5;25;63;0;8;8;12;4;2;0;15;5;0;0
2020-11-27 07:00:00;50;36;6;22;7;37;63;4;4;7;2;1;0;0;12;0;0;0
2020-11-27 07:15:00;45;47;12;17;2;51;78;3;4;7;6;3;0;0;13;0;0;0
2020-11-27 07:30:00;53;63;22;24;5;49;69;1;7;6;5;5;0;0;10;5;0;0
2020-11-27 07:45:00;62;66;25;24;9;28;48;1;5;6;7;2;0;0;35;2;14;0
2020-11-27 08:00:00;51;56;18;42;3;32;46;2;1;2;12;3;0;0;35;8;0;1
2020-11-27 08:15:00;29;40;10;28;8;26;42;3;4;3;3;58;0;0;10;0;0;0
2020-11-27 08:30:00;42;31;12;24;9;32;57;2;2;1;2;6;0;0;2;4;0;0
2020-11-27 08:45:00;35;31;5;15;4;34;38;4;2;1;4;0;0;0;17;0;0;0
2020-11-27 09:00:00;35;23;14;12;5;36;38;8;2;2;4;0;0;0;2;0;0;0
2020-11-27 09:15:00;31;22;12;16;7;39;42;8;3;2;9;0;4;0;14;0;1;0
2020-11-27 09:30:00;31;27;10;16;6;37;52;4;2;2;2;0;0;0;2;0;0;0
2020-11-27 09:45:00;29;26;14;16;8;26;35;5;1;1;8;4;0;0;5;0;0;0
2020-11-27 10:00:00;36;32;19;12;6;31;38;5;3;2;11;1;1;0;4;0;0;0
2020-11-27 10:15:00;33;25;9;20;5;25;30;9;5;2;4;10;0;0;5;0;0;0
2020-11-27 10:30:00;29;38;12;21;3;20;24;5;1;1;5;0;0;0;0;0;0;0
2020-11-27 10:45:00;32;33;17;10;2;34;48;9;1;3;9;0;0;0;2;0;0;0
2020-11-27 11:00:00;47;29;23;21;8;23;44;4;2;3;9;5;0;0;3;0;0;0
2020-11-27 11:15:00;30;39;12;19;5;36;32;8;2;2;4;4;0;0;10;1;0;0
2020-11-27 11:30:00;42;30;13;18;8;30;44;10;5;3;5;0;0;0;16;0;0;0
2020-11-27 11:45:00;36;31;24;26;10;35;54;2;2;3;6;7;0;0;16;0;0;0
2020-11-27 12:00:00;50;43;23;22;8;50;60;8;3;4;6;6;0;0;12;0;0;0
2020-11-27 12:15:00;49;42;11;25;6;39;53;9;3;4;7;0;0;0;4;5;0;8
2020-11-27 12:30:00;60;45;20;20;8;38;53;5;21;5;7;13;0;0;9;0;0;0
2020-11-27 12:45:00;61;58;40;13;8;50;53;2;1;3;4;20;0;0;19;0;0;5
2020-11-27 13:00:00;70;69;30;26;6;43;45;8;3;3;5;5;0;0;18;0;0;0
2020-11-27 13:15:00;75;93;16;27;8;45;56;10;3;3;5;29;0;0;5;4;0;6
2020-11-27 13:30:00;91;118;23;30;11;45;69;6;4;5;15;13;0;0;36;0;0;0
2020-11-27 13:45:00;85;119;31;34;19;64;72;11;5;11;15;5;0;0;32;0;0;0
2020-11-27 14:00:00;95;108;30;26;14;88;128;11;5;7;16;26;0;0;27;3;0;0
2020-11-27 14:15:00;53;46;45;27;16;113;147;17;4;4;6;22;0;0;25;0;0;0
2020-11-27 14:30:00;69;49;47;27;7;49;74;18;1;5;7;25;1;0;26;3;0;0
2020-11-27 14:45:00;42;33;39;25;9;48;66;4;3;5;4;28;6;0;6;0;0;0
2020-11-27 15:00:00;54;56;29;30;4;44;68;6;4;4;7;2;0;0;19;3;0;0
2020-11-27 15:15:00;77;67;43;25;11;47;59;12;3;2;7;18;0;0;7;0;0;0
2020-11-27 15:30:00;42;41;21;21;6;45;48;3;2;4;2;6;0;0;6;0;0;0
2020-11-27 15:45:00;46;45;30;19;6;35;36;4;2;2;8;0;0;0;11;0;0;0
2020-11-27 16:00:00;46;37;24;18;1;41;45;2;4;4;2;54;0;0;2;0;0;0
2020-11-27 16:15:00;42;43;27;17;3;42;40;5;2;4;6;2;0;0;4;0;0;2
2020-11-27 16:30:00;31;43;22;17;4;43;43;5;1;3;3;8;0;0;1;0;0;0
2020-11-27 16:45:00;39;36;18;19;5;35;36;2;5;4;3;3;0;0;3;0;0;0
2020-11-27 17:00:00;45;30;19;13;9;34;40;1;3;4;3;4;0;0;2;0;0;0
2020-11-27 17:15:00;52;36;25;11;8;37;40;1;3;2;2;0;0;0;5;1;0;3
2020-11-27 17:30:00;38;32;16;14;9;38;43;0;2;3;2;0;0;0;1;0;0;0
2020-11-27 17:45:00;32;24;19;22;4;28;28;4;4;4;2;2;0;0;3;1;0;0
2020-11-27 18:00:00;30;27;5;13;7;26;31;0;1;2;1;0;0;0;0;0;0;0
2020-11-27 18:15:00;38;24;17;11;2;25;24;0;3;4;3;4;0;0;4;3;0;0
2020-11-27 18:30:00;20;22;20;15;7;20;24;2;0;2;0;0;0;0;1;0;0;0
2020-11-27 18:45:00;15;15;15;11;0;20;25;1;5;2;0;0;0;0;3;0;0;0
2020-11-27 19:00:00;22;23;8;8;3;16;23;2;4;1;1;0;0;0;0;0;0;0
2020-11-27 19:15:00;16;17;13;5;2;11;17;0;4;4;1;0;0;0;3;0;0;0
2020-11-27 19:30:00;14;13;6;9;6;7;22;1;3;4;1;0;0;0;0;0;0;0
2020-11-27 19:45:00;13;10;8;10;4;17;21;0;2;2;0;0;0;0;0;0;0;0
2020-11-27 20:00:00;13;16;10;7;4;17;23;0;0;0;1;1;0;0;2;0;0;0
2020-11-27 20:15:00;22;19;11;10;4;9;17;0;2;3;0;3;0;0;2;0;0;0
2020-11-27 20:30:00;20;30;16;8;9;12;17;2;1;2;2;2;0;0;20;0;0;0
2020-11-27 20:45:00;22;44;8;13;7;8;11;2;2;2;2;0;0;0;26;0;0;0
2020-11-27 21:00:00;50;67;16;15;12;8;25;5;0;0;6;10;0;0;24;0;0;0
2020-11-27 21:15:00;54;82;9;19;21;9;18;1;0;0;4;5;3;0;25;0;1;0
2020-11-27 21:30:00;43;60;10;13;18;17;45;5;0;0;7;6;1;0;38;0;0;0
2020-11-27 21:45:00;47;32;27;11;15;57;104;5;1;1;4;23;0;0;75;11;0;1
2020-11-27 22:00:00;45;32;31;16;17;100;141;7;0;0;3;20;0;0;52;3;0;0
2020-11-27 22:15:00;18;19;14;8;10;29;49;0;0;0;0;0;0;0;9;0;0;0
2020-11-27 22:30:00;12;9;6;6;7;7;15;0;0;0;0;0;0;0;0;0;0;0
2020-11-27 22:45:00;4;6;4;7;9;9;15;0;1;1;0;0;0;0;0;0;0;0
