DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2019-11-29 00:00:00;0;4;6;0;0;2;4;5;1;5;4
2019-11-29 00:15:00;1;1;3;2;3;6;7;2;1;2;4
2019-11-29 00:30:00;0;9;7;2;2;6;6;2;1;3;2
2019-11-29 00:45:00;1;2;4;4;5;3;4;0;1;1;1
2019-11-29 01:00:00;0;1;5;0;0;2;5;2;1;1;4
2019-11-29 01:15:00;0;3;3;0;0;0;4;1;1;1;1
2019-11-29 01:30:00;0;4;4;1;1;1;2;4;0;1;0
2019-11-29 01:45:00;0;0;2;0;0;1;3;1;0;1;0
2019-11-29 02:00:00;0;4;5;0;0;2;4;1;1;1;2
2019-11-29 02:15:00;1;0;0;0;1;0;1;0;0;0;0
2019-11-29 02:30:00;1;0;0;1;2;0;1;0;1;4;0
2019-11-29 02:45:00;0;1;0;0;0;2;0;0;1;2;1
2019-11-29 03:00:00;0;1;5;0;1;1;6;1;0;1;2
2019-11-29 03:15:00;0;3;4;0;0;2;2;0;1;4;2
2019-11-29 03:30:00;0;1;1;0;0;2;1;0;2;5;0
2019-11-29 03:45:00;0;1;2;0;1;1;3;0;0;3;0
2019-11-29 04:00:00;1;1;4;1;1;0;1;0;1;2;1
2019-11-29 04:15:00;1;1;3;0;1;2;4;1;1;5;2
2019-11-29 04:30:00;0;2;4;0;0;1;3;1;1;2;3
2019-11-29 04:45:00;1;11;8;1;2;1;2;0;2;4;3
2019-11-29 05:00:00;2;19;18;0;1;2;3;0;0;5;5
2019-11-29 05:15:00;3;36;37;0;2;4;9;0;1;1;13
2019-11-29 05:30:00;2;51;27;5;6;5;12;1;5;18;8
2019-11-29 05:45:00;6;35;46;3;9;4;6;1;5;23;20
2019-11-29 06:00:00;2;19;22;2;4;9;11;4;9;12;19
2019-11-29 06:15:00;2;25;20;6;9;3;13;1;5;17;17
2019-11-29 06:30:00;7;48;36;3;9;8;24;8;11;18;27
2019-11-29 06:45:00;2;54;46;8;12;8;17;10;20;21;32
2019-11-29 07:00:00;5;51;41;11;15;10;29;12;21;47;31
2019-11-29 07:15:00;8;45;40;38;44;9;38;20;51;67;27
2019-11-29 07:30:00;16;65;61;60;62;13;41;27;71;76;31
2019-11-29 07:45:00;10;57;62;24;39;32;54;38;54;63;52
2019-11-29 08:00:00;8;47;49;20;26;20;34;20;37;58;24
2019-11-29 08:15:00;13;35;38;14;20;16;27;14;23;49;18
2019-11-29 08:30:00;14;46;49;14;24;27;35;26;27;36;26
2019-11-29 08:45:00;13;47;55;8;18;14;40;19;36;42;25
2019-11-29 09:00:00;4;44;40;22;24;15;29;22;36;54;21
2019-11-29 09:15:00;9;39;40;11;17;17;28;17;34;31;23
2019-11-29 09:30:00;8;27;42;18;21;22;30;13;33;42;25
2019-11-29 09:45:00;7;41;46;16;21;20;33;23;28;40;26
2019-11-29 10:00:00;11;43;46;12;19;13;39;22;26;32;27
2019-11-29 10:15:00;8;26;43;14;23;17;36;23;29;39;16
2019-11-29 10:30:00;11;37;42;9;18;25;31;23;33;33;34
2019-11-29 10:45:00;8;37;44;16;19;16;36;21;42;40;20
2019-11-29 11:00:00;9;47;31;13;21;27;36;22;36;35;33
2019-11-29 11:15:00;4;40;42;16;21;31;43;34;28;39;37
2019-11-29 11:30:00;9;42;53;11;17;26;38;28;32;43;33
2019-11-29 11:45:00;10;46;42;17;20;25;39;23;35;47;43
2019-11-29 12:00:00;4;44;70;13;17;22;45;37;44;34;27
2019-11-29 12:15:00;11;39;63;11;15;28;55;44;36;39;38
2019-11-29 12:30:00;7;36;67;16;19;19;41;34;45;52;35
2019-11-29 12:45:00;8;43;78;31;37;21;63;60;42;46;43
2019-11-29 13:00:00;10;65;81;21;27;27;74;65;37;47;51
2019-11-29 13:15:00;10;69;65;11;16;51;59;57;36;40;58
2019-11-29 13:30:00;18;78;83;8;23;19;56;46;35;40;63
2019-11-29 13:45:00;17;90;91;13;25;21;48;65;41;41;95
2019-11-29 14:00:00;5;58;53;11;12;29;34;45;35;33;72
2019-11-29 14:15:00;13;62;62;10;16;24;35;28;44;37;63
2019-11-29 14:30:00;12;53;52;25;30;18;41;28;35;37;62
2019-11-29 14:45:00;12;50;51;16;25;9;36;30;42;44;77
2019-11-29 15:00:00;23;38;39;9;22;23;40;32;39;42;74
2019-11-29 15:15:00;26;46;57;18;39;17;32;19;50;42;82
2019-11-29 15:30:00;10;64;64;16;22;16;39;25;47;51;72
2019-11-29 15:45:00;11;56;58;12;16;27;38;25;37;49;60
2019-11-29 16:00:00;14;54;60;9;16;14;39;20;45;36;37
2019-11-29 16:15:00;12;44;54;15;22;22;38;20;40;43;46
2019-11-29 16:30:00;13;43;48;10;19;23;38;25;51;39;53
2019-11-29 16:45:00;15;46;49;16;29;19;34;21;52;47;44
2019-11-29 17:00:00;3;37;44;22;25;18;40;26;35;41;60
2019-11-29 17:15:00;10;59;60;13;23;20;44;36;39;37;42
2019-11-29 17:30:00;10;50;58;19;23;18;47;36;45;53;57
2019-11-29 17:45:00;8;47;59;11;22;12;41;28;36;45;47
2019-11-29 18:00:00;6;40;60;14;18;14;32;20;36;41;31
2019-11-29 18:15:00;6;54;49;17;19;22;42;21;35;44;34
2019-11-29 18:30:00;8;38;41;21;30;13;40;19;27;33;28
