DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-03-28 00:00:00;3;5;1;0;0;2;0;0;0;0;0
2020-03-28 00:15:00;6;6;2;2;3;6;3;0;1;3;0
2020-03-28 00:30:00;3;2;0;1;1;5;2;2;2;1;0
2020-03-28 00:45:00;4;2;0;1;0;1;3;0;0;2;2
2020-03-28 01:00:00;3;2;0;1;0;3;3;0;1;1;0
2020-03-28 01:15:00;1;1;1;3;1;2;2;1;0;0;0
2020-03-28 01:30:00;2;1;0;1;0;2;1;0;0;0;0
2020-03-28 01:45:00;4;2;0;2;0;2;2;1;0;0;0
2020-03-28 02:00:00;4;8;0;0;0;2;2;0;0;0;0
2020-03-28 02:15:00;6;8;0;0;0;4;0;0;0;0;0
2020-03-28 02:30:00;4;1;0;1;0;1;0;0;0;0;0
2020-03-28 02:45:00;2;3;0;1;0;1;2;0;0;0;0
2020-03-28 03:00:00;1;2;0;1;0;1;0;1;0;0;0
2020-03-28 03:15:00;0;1;2;1;1;5;3;1;0;1;0
2020-03-28 03:30:00;5;2;2;0;0;1;2;1;0;2;2
2020-03-28 03:45:00;4;4;0;0;0;0;1;0;1;0;0
2020-03-28 04:00:00;5;5;0;0;0;0;1;1;0;0;0
2020-03-28 04:15:00;1;1;0;0;0;3;3;0;0;0;0
2020-03-28 04:30:00;7;2;0;0;1;3;0;0;1;3;1
2020-03-28 04:45:00;6;1;0;1;2;8;9;3;0;1;1
2020-03-28 05:00:00;4;3;0;2;1;6;3;1;2;2;0
2020-03-28 05:15:00;13;9;4;2;2;11;6;0;1;0;0
2020-03-28 05:30:00;15;6;1;6;5;17;10;2;7;5;4
2020-03-28 05:45:00;20;13;2;8;4;11;11;2;7;7;2
2020-03-28 06:00:00;25;20;1;9;4;7;6;1;1;3;2
2020-03-28 06:15:00;26;16;2;7;3;13;10;4;4;8;4
2020-03-28 06:30:00;25;16;3;10;5;19;9;2;3;7;2
2020-03-28 06:45:00;15;11;1;9;4;13;9;1;6;9;2
2020-03-28 07:00:00;19;6;3;13;6;10;6;4;2;7;3
2020-03-28 07:15:00;19;18;2;9;6;12;6;6;8;8;1
2020-03-28 07:30:00;32;19;5;11;7;15;11;7;8;14;6
2020-03-28 07:45:00;20;14;5;17;6;28;9;9;10;16;5
2020-03-28 08:00:00;29;20;8;13;4;19;7;11;11;13;5
2020-03-28 08:15:00;25;18;3;13;7;17;8;13;8;19;5
2020-03-28 08:30:00;28;11;6;24;10;26;13;12;13;28;11
2020-03-28 08:45:00;35;29;9;17;11;27;16;10;14;16;5
2020-03-28 09:00:00;27;22;10;14;9;22;21;10;15;17;4
2020-03-28 09:15:00;33;21;12;20;12;28;14;13;27;25;9
2020-03-28 09:30:00;42;23;14;22;18;37;17;15;17;29;14
2020-03-28 09:45:00;35;24;9;28;12;38;23;19;33;24;9
2020-03-28 10:00:00;48;32;6;27;14;31;20;13;20;27;12
2020-03-28 10:15:00;53;31;21;21;7;32;26;14;25;33;15
2020-03-28 10:30:00;44;31;10;24;14;43;27;19;18;37;18
2020-03-28 10:45:00;44;31;9;25;11;39;25;15;29;39;14
2020-03-28 11:00:00;54;33;12;20;17;38;25;13;14;31;13
2020-03-28 11:15:00;52;30;14;26;16;45;27;16;21;32;15
2020-03-28 11:30:00;50;40;11;30;17;29;26;19;16;40;12
2020-03-28 11:45:00;61;46;15;12;7;36;32;11;24;28;10
2020-03-28 12:00:00;60;48;11;29;14;33;34;18;18;39;13
2020-03-28 12:15:00;51;41;10;18;12;38;31;15;20;25;11
2020-03-28 12:30:00;55;43;10;24;15;46;28;23;13;30;13
2020-03-28 12:45:00;43;32;19;13;11;47;30;10;14;26;14
