DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2019-08-11 00:00:00;26;36;22;27;10;1;2;11;0;3;3
2019-08-11 00:15:00;57;68;57;30;21;3;1;15;0;4;3
2019-08-11 00:30:00;25;34;23;26;19;4;2;6;0;5;2
2019-08-11 00:45:00;19;24;18;25;12;8;3;10;0;1;4
2019-08-11 01:00:00;19;27;16;33;20;4;4;2;0;7;4
2019-08-11 01:15:00;13;18;12;22;11;4;8;4;0;2;0
2019-08-11 01:30:00;14;19;9;18;13;1;2;9;0;4;4
2019-08-11 01:45:00;12;17;13;14;11;4;1;8;0;2;2
2019-08-11 02:00:00;13;15;13;11;7;3;4;3;0;3;1
2019-08-11 02:15:00;13;19;13;13;10;1;3;6;0;1;0
2019-08-11 02:30:00;7;13;8;10;2;1;2;8;0;3;1
2019-08-11 02:45:00;14;18;7;11;8;1;0;5;0;1;0
2019-08-11 03:00:00;7;13;9;14;4;1;1;0;0;3;3
2019-08-11 03:15:00;16;19;16;12;5;1;0;4;0;0;0
2019-08-11 03:30:00;15;18;14;11;4;1;0;0;0;3;2
2019-08-11 03:45:00;9;11;5;9;5;0;0;1;0;1;0
2019-08-11 04:00:00;15;17;13;3;2;0;0;0;0;1;2
2019-08-11 04:15:00;11;13;7;8;6;0;0;0;0;1;1
2019-08-11 04:30:00;9;13;6;6;3;0;0;2;0;0;2
2019-08-11 04:45:00;12;16;10;7;1;1;1;3;0;6;3
2019-08-11 05:00:00;21;25;16;8;4;4;1;2;0;3;1
2019-08-11 05:15:00;22;26;18;12;11;1;6;1;0;2;2
2019-08-11 05:30:00;20;23;11;11;12;4;0;0;0;1;1
2019-08-11 05:45:00;21;25;22;12;14;5;0;1;0;3;3
2019-08-11 06:00:00;23;28;17;10;10;4;1;6;0;6;5
2019-08-11 06:15:00;23;27;22;10;8;2;3;5;0;8;7
2019-08-11 06:30:00;28;33;26;13;5;7;0;7;0;7;7
2019-08-11 06:45:00;16;21;17;6;10;2;1;2;0;5;2
2019-08-11 07:00:00;25;29;17;11;14;3;0;5;0;1;2
2019-08-11 07:15:00;25;32;9;17;14;9;2;13;0;7;9
2019-08-11 07:30:00;39;44;30;19;23;6;4;12;0;8;4
2019-08-11 07:45:00;48;54;27;30;18;5;1;17;0;2;4
2019-08-11 08:00:00;41;45;36;25;18;7;5;7;0;5;7
2019-08-11 08:15:00;37;41;35;22;10;18;3;10;0;5;5
2019-08-11 08:30:00;44;59;27;41;39;5;0;15;0;10;8
2019-08-11 08:45:00;62;71;34;30;27;13;4;18;0;9;11
2019-08-11 09:00:00;78;81;48;44;25;8;2;11;0;11;13
2019-08-11 09:15:00;67;76;58;41;33;13;5;11;0;7;13
2019-08-11 09:30:00;63;73;55;50;29;21;6;20;0;12;13
2019-08-11 09:45:00;64;84;47;57;35;17;2;26;0;8;14
2019-08-11 10:00:00;88;99;59;50;32;17;8;19;0;8;11
2019-08-11 10:15:00;85;102;77;46;40;10;6;18;0;17;15
2019-08-11 10:30:00;75;88;65;65;41;15;9;31;0;13;17
2019-08-11 10:45:00;81;96;64;55;39;7;7;17;0;9;14
2019-08-11 11:00:00;96;115;79;75;52;24;6;26;0;17;18
2019-08-11 11:15:00;73;86;72;80;63;14;10;31;0;18;15
2019-08-11 11:30:00;66;85;57;84;62;15;11;33;0;12;18
2019-08-11 11:45:00;84;110;78;87;64;14;7;27;0;16;15
