DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(DD4);16(TAFBA);53(TAFBA2);54(TAFBB2);55(TAFBC);56(TAFBD);57(TAFBE)
2020-01-30 00:00:00;1;4;3;4;0;1;1;0;6;7;2;0;1;2;1;0;0;0;0;0;0
2020-01-30 00:15:00;3;11;3;1;2;1;0;1;3;8;5;0;2;2;3;0;0;0;0;0;0
2020-01-30 00:30:00;4;6;1;1;0;4;0;0;5;3;1;0;6;1;2;0;0;0;0;0;0
2020-01-30 00:45:00;1;2;1;0;0;3;0;0;1;3;2;1;0;0;1;0;0;0;0;0;0
2020-01-30 01:00:00;2;4;1;1;1;4;0;0;5;1;0;0;2;3;0;0;0;0;0;0;0
2020-01-30 01:15:00;5;3;3;2;0;4;0;0;2;4;0;0;0;1;1;0;0;0;0;0;0
2020-01-30 01:30:00;2;0;1;0;0;0;1;0;1;3;0;2;1;6;1;0;0;0;0;0;0
2020-01-30 01:45:00;2;3;1;0;0;0;0;0;3;3;0;0;1;3;0;0;0;0;0;0;0
2020-01-30 02:00:00;1;3;1;1;0;1;0;0;4;3;0;1;3;1;0;0;0;0;0;0;0
2020-01-30 02:15:00;2;4;0;0;0;0;0;0;1;0;1;0;3;5;0;0;0;0;0;0;0
2020-01-30 02:30:00;1;2;2;1;0;1;0;0;5;1;0;0;1;5;0;0;0;0;0;0;0
2020-01-30 02:45:00;1;3;0;1;1;1;0;0;1;0;1;0;3;3;1;0;0;0;0;0;0
2020-01-30 03:00:00;1;2;0;0;0;0;0;0;2;2;1;2;2;0;0;0;0;0;0;0;0
2020-01-30 03:15:00;3;6;0;0;0;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
2020-01-30 03:30:00;5;0;0;0;0;0;0;0;2;3;0;0;0;2;0;0;0;0;0;0;0
2020-01-30 03:45:00;3;8;1;0;0;2;0;0;2;4;2;0;1;1;2;0;0;0;0;0;0
2020-01-30 04:00:00;3;5;0;0;2;1;0;0;1;1;0;0;1;2;0;0;0;0;0;0;0
2020-01-30 04:15:00;2;4;0;2;1;3;1;1;1;1;1;0;5;3;2;0;0;0;0;0;0
2020-01-30 04:30:00;7;12;2;2;2;4;0;0;8;0;2;2;4;6;2;0;0;0;0;0;0
2020-01-30 04:45:00;2;10;5;2;1;6;1;3;4;7;4;2;6;9;3;0;0;0;0;0;0
2020-01-30 05:00:00;12;24;8;2;6;18;2;0;14;10;12;1;4;3;1;0;0;0;0;0;0
2020-01-30 05:15:00;9;11;9;3;15;14;1;0;14;14;25;0;8;4;1;0;0;0;0;0;0
2020-01-30 05:30:00;42;26;9;7;22;40;1;0;31;30;25;8;20;13;11;0;0;0;0;0;0
2020-01-30 05:45:00;46;44;22;6;12;47;4;5;28;36;9;19;43;11;10;0;0;0;0;0;0
2020-01-30 06:00:00;52;38;24;8;16;22;3;3;34;31;10;27;59;17;23;2;0;0;0;0;0
2020-01-30 06:15:00;58;47;29;7;21;47;8;0;53;53;16;15;42;20;18;0;0;0;0;0;0
2020-01-30 06:30:00;74;49;36;5;32;54;4;3;43;62;22;11;48;22;34;0;0;0;0;0;0
2020-01-30 06:45:00;76;66;57;8;20;70;9;1;44;52;29;11;39;29;22;0;0;0;0;0;0
2020-01-30 07:00:00;94;54;47;8;25;52;6;1;43;56;20;7;55;33;28;0;0;0;0;0;0
2020-01-30 07:15:00;88;72;54;15;32;62;11;6;59;65;30;6;44;35;42;0;0;0;0;0;0
2020-01-30 07:30:00;87;68;50;16;61;71;21;2;54;70;28;13;50;37;45;0;0;0;0;0;0
2020-01-30 07:45:00;94;73;54;21;82;100;24;7;53;70;35;23;75;51;45;0;0;0;5;0;0
2020-01-30 08:00:00;78;64;47;22;58;78;11;4;39;50;30;16;54;25;30;0;0;0;0;0;0
2020-01-30 08:15:00;105;74;66;21;60;77;15;6;67;60;34;21;54;37;35;0;0;0;0;0;0
2020-01-30 08:30:00;71;76;46;22;40;61;20;4;48;54;27;13;41;18;23;2;0;0;0;0;0
2020-01-30 08:45:00;62;76;58;21;33;43;17;3;47;52;17;31;68;21;31;0;0;0;0;0;0
2020-01-30 09:00:00;53;80;59;21;38;48;13;4;51;57;21;14;59;25;20;0;0;0;0;0;0
2020-01-30 09:15:00;59;67;50;12;39;39;17;5;32;33;18;21;53;23;18;0;0;0;0;0;0
2020-01-30 09:30:00;44;66;51;13;38;28;20;7;39;41;23;22;55;24;33;2;0;0;0;0;0
2020-01-30 09:45:00;42;84;61;15;43;41;14;5;50;48;15;23;58;31;25;0;0;0;0;0;0
2020-01-30 10:00:00;59;63;52;15;43;40;16;7;55;44;16;26;62;22;26;0;0;0;0;0;0
2020-01-30 10:15:00;39;72;67;29;43;44;15;10;56;52;21;22;49;28;24;0;0;0;0;0;0
2020-01-30 10:30:00;44;73;57;28;52;44;9;10;52;55;11;23;55;32;24;0;0;0;0;0;0
2020-01-30 10:45:00;39;74;40;22;45;38;19;7;57;69;28;22;65;34;26;0;0;0;0;0;0
2020-01-30 11:00:00;39;71;49;15;41;37;15;18;61;57;22;31;73;25;25;0;0;0;0;0;0
2020-01-30 11:15:00;38;80;50;13;47;34;14;9;56;49;18;30;68;25;20;0;0;6;0;0;0
2020-01-30 11:30:00;42;85;65;32;51;54;11;17;50;59;27;51;48;25;33;0;0;0;0;4;0
2020-01-30 11:45:00;32;72;55;18;39;55;19;8;71;69;26;35;60;34;28;1;0;0;0;0;0
2020-01-30 12:00:00;30;81;37;21;48;52;18;14;58;71;21;32;51;30;44;0;0;0;0;1;0
2020-01-30 12:15:00;25;57;42;12;46;54;9;10;69;72;25;30;52;32;24;0;0;0;0;0;0
2020-01-30 12:30:00;40;85;53;20;49;53;22;8;52;60;16;25;60;27;35;0;0;0;0;0;0
2020-01-30 12:45:00;55;56;50;8;58;50;24;13;47;53;16;29;62;22;17;2;0;2;0;0;0
2020-01-30 13:00:00;34;74;47;24;39;56;18;13;57;64;19;25;57;22;17;0;0;0;0;0;0
2020-01-30 13:15:00;40;68;38;14;43;38;16;16;60;51;27;26;58;34;35;0;2;11;0;0;0
2020-01-30 13:30:00;51;83;48;16;52;43;17;5;56;52;29;33;62;28;32;0;0;2;0;0;0
2020-01-30 13:45:00;45;90;51;17;31;37;11;7;55;57;25;24;62;23;28;0;0;0;0;0;0
2020-01-30 14:00:00;53;79;52;21;52;55;9;3;64;76;27;41;90;33;45;0;0;0;0;0;0
2020-01-30 14:15:00;38;87;53;17;41;36;17;14;71;64;19;54;96;27;26;0;0;0;0;0;0
2020-01-30 14:30:00;41;71;65;31;47;32;20;12;66;60;20;62;105;42;42;1;0;0;0;0;0
2020-01-30 14:45:00;39;94;66;31;51;43;22;9;68;70;23;29;69;31;36;1;0;0;0;0;0
2020-01-30 15:00:00;55;94;58;32;51;43;16;14;72;77;20;37;73;44;49;4;0;2;6;0;0
2020-01-30 15:15:00;31;92;65;17;58;49;22;11;56;64;39;48;84;41;47;5;1;0;0;5;0
2020-01-30 15:30:00;48;104;86;24;53;54;21;15;66;65;23;44;87;68;69;0;0;0;0;0;0
