DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2020-10-29 00:00:00;4;0;3;4;0;0;0;0;0;0;0;0
2020-10-29 00:15:00;2;0;3;4;0;0;0;0;0;0;0;0
2020-10-29 00:30:00;1;0;4;1;0;0;0;0;0;0;0;0
2020-10-29 00:45:00;1;0;2;1;0;0;0;0;0;0;0;0
2020-10-29 01:00:00;2;0;2;2;0;0;0;0;0;0;0;0
2020-10-29 01:15:00;0;0;3;0;0;0;0;0;0;0;0;0
2020-10-29 01:30:00;0;0;1;0;0;0;0;0;0;0;0;0
2020-10-29 01:45:00;1;0;1;1;0;0;0;0;0;0;0;0
2020-10-29 02:00:00;0;0;3;0;0;0;0;0;0;0;0;0
2020-10-29 02:15:00;0;0;0;2;0;0;0;0;0;0;0;0
2020-10-29 02:30:00;0;0;3;1;0;0;0;0;0;0;0;0
2020-10-29 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-29 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-29 03:15:00;1;0;2;0;0;0;0;0;0;0;0;0
2020-10-29 03:30:00;0;0;2;1;0;0;0;0;0;0;0;0
2020-10-29 03:45:00;0;0;5;1;0;0;0;0;0;0;0;0
2020-10-29 04:00:00;0;0;1;1;0;0;0;0;0;0;0;0
2020-10-29 04:15:00;0;0;1;1;0;0;0;0;0;0;0;0
2020-10-29 04:30:00;10;0;7;7;0;0;0;0;0;0;0;0
2020-10-29 04:45:00;9;0;21;11;0;0;0;0;0;0;0;0
2020-10-29 05:00:00;5;0;22;5;0;0;0;0;0;0;0;0
2020-10-29 05:15:00;14;0;23;15;0;0;0;0;0;0;0;0
2020-10-29 05:30:00;21;0;53;18;0;0;0;0;0;0;0;0
2020-10-29 05:45:00;23;0;29;16;0;0;5;0;0;0;0;0
2020-10-29 06:00:00;11;0;41;9;0;0;0;0;0;0;0;0
2020-10-29 06:15:00;19;0;58;16;0;0;0;0;0;0;0;0
2020-10-29 06:30:00;14;0;95;13;2;0;0;1;0;0;0;0
2020-10-29 06:45:00;26;0;79;16;1;0;0;0;0;0;0;0
2020-10-29 07:00:00;26;0;95;19;0;0;22;0;2;0;0;0
2020-10-29 07:15:00;49;0;151;31;9;1;7;0;0;0;0;0
2020-10-29 07:30:00;47;0;163;38;14;0;8;0;0;0;0;0
2020-10-29 07:45:00;62;0;116;46;1;0;5;0;0;0;0;0
2020-10-29 08:00:00;41;0;113;30;3;0;3;0;0;0;0;0
