DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2020-08-13 00:00:00;254;2;1;1;0;3;0;3;2;0;0;0;0;0
2020-08-13 00:15:00;511;3;0;0;0;0;0;5;9;0;0;0;0;0
2020-08-13 00:30:00;0;1;1;1;2;0;0;3;10;0;0;0;0;0
2020-08-13 00:45:00;9;4;0;3;0;0;0;1;5;0;0;0;0;0
2020-08-13 01:00:00;261;5;0;0;2;0;0;1;5;0;0;0;0;0
2020-08-13 01:15:00;265;1;0;0;1;0;0;0;1;0;0;0;0;0
2020-08-13 01:30:00;256;3;1;1;2;0;0;0;1;0;0;0;0;0
2020-08-13 01:45:00;0;4;0;1;0;0;0;2;5;0;0;0;0;0
2020-08-13 02:00:00;560;0;2;2;0;0;0;0;6;0;0;0;0;0
2020-08-13 02:15:00;3;2;3;3;0;0;0;1;3;0;0;0;0;0
2020-08-13 02:30:00;257;3;1;1;0;0;0;0;2;0;0;0;0;0
2020-08-13 02:45:00;3;4;0;0;2;0;0;0;1;0;0;0;0;0
2020-08-13 03:00:00;533;2;1;0;2;0;0;1;2;0;0;0;0;0
2020-08-13 03:15:00;5;1;0;0;0;0;0;0;1;0;0;0;0;0
2020-08-13 03:30:00;9;2;0;0;0;1;0;0;0;0;0;0;0;0
2020-08-13 03:45:00;510;3;2;1;0;0;0;0;1;0;0;0;0;0
2020-08-13 04:00:00;16;2;0;0;0;0;0;0;1;0;0;0;0;0
2020-08-13 04:15:00;257;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-13 04:30:00;24;4;2;0;0;0;0;0;5;0;0;0;0;0
2020-08-13 04:45:00;257;6;2;3;1;0;0;1;5;0;0;0;0;0
2020-08-13 05:00:00;266;1;2;1;0;0;0;3;5;0;0;0;0;0
2020-08-13 05:15:00;14;10;4;8;1;0;0;11;21;0;0;0;1;2
2020-08-13 05:30:00;8;11;5;5;1;0;0;23;22;0;0;0;0;0
2020-08-13 05:45:00;259;8;2;6;2;0;1;37;42;0;0;0;1;0
2020-08-13 06:00:00;7;13;11;9;2;1;0;24;28;0;0;0;1;0
2020-08-13 06:15:00;268;23;6;9;2;3;0;37;38;0;0;0;1;0
2020-08-13 06:30:00;257;21;20;19;2;0;0;42;63;0;0;1;0;0
2020-08-13 06:45:00;255;21;12;17;3;3;0;38;47;6;0;0;0;0
2020-08-13 07:00:00;268;16;16;17;5;2;0;36;37;0;0;0;0;0
2020-08-13 07:15:00;535;31;27;29;5;1;0;50;59;1;0;0;2;1
2020-08-13 07:30:00;262;20;19;22;7;0;1;53;58;0;0;0;4;0
2020-08-13 07:45:00;289;32;11;13;4;0;0;50;52;0;0;0;2;0
2020-08-13 08:00:00;538;22;20;18;4;2;1;48;53;0;0;0;6;0
