DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-05-05 00:00:00;4;1;0;3;4;1;0;6;0;0;0;0;0;0;0
2020-05-05 00:15:00;3;1;2;2;4;0;3;2;0;0;0;0;0;0;0
2020-05-05 00:30:00;3;3;3;6;7;1;6;10;0;0;0;0;0;0;0
2020-05-05 00:45:00;8;1;1;2;9;0;2;6;0;0;0;0;0;0;0
2020-05-05 01:00:00;3;2;3;3;3;1;2;6;0;0;0;0;0;0;0
2020-05-05 01:15:00;6;0;5;5;2;0;2;9;0;0;0;0;0;0;0
2020-05-05 01:30:00;2;1;5;1;3;1;0;6;0;0;0;0;0;0;0
2020-05-05 01:45:00;1;2;7;5;2;3;2;10;0;0;0;0;0;0;0
2020-05-05 02:00:00;2;1;1;2;1;0;1;3;0;0;0;0;0;0;0
2020-05-05 02:15:00;4;1;2;2;1;0;1;5;0;0;0;0;0;0;0
2020-05-05 02:30:00;0;0;5;5;2;0;3;8;0;0;0;0;0;0;0
2020-05-05 02:45:00;6;0;9;3;0;2;4;11;0;0;0;0;0;0;0
2020-05-05 03:00:00;1;1;1;3;3;0;3;4;0;0;0;0;0;0;0
2020-05-05 03:15:00;2;0;5;5;3;0;1;8;0;0;0;0;0;0;0
2020-05-05 03:30:00;2;0;4;9;4;2;0;9;0;0;0;0;0;0;0
2020-05-05 03:45:00;3;0;3;1;4;0;2;4;0;0;0;0;0;0;0
2020-05-05 04:00:00;2;2;5;4;1;0;1;8;0;0;0;0;0;0;0
2020-05-05 04:15:00;4;1;2;4;2;0;3;3;0;0;0;0;0;0;0
2020-05-05 04:30:00;9;1;3;8;5;0;2;11;0;0;0;0;0;0;0
2020-05-05 04:45:00;12;9;4;9;8;0;3;16;0;0;0;0;0;0;0
2020-05-05 05:00:00;15;3;5;6;12;0;4;9;0;1;0;2;0;0;0
2020-05-05 05:15:00;29;6;9;15;12;1;9;18;0;0;1;0;0;0;0
2020-05-05 05:30:00;67;17;13;22;21;0;13;23;0;0;2;0;0;0;0
2020-05-05 05:45:00;73;31;14;34;19;3;22;35;0;0;1;0;0;0;0
2020-05-05 06:00:00;72;17;11;19;21;0;19;27;0;1;3;1;0;3;0
2020-05-05 06:15:00;106;23;21;28;38;2;19;26;0;0;0;0;0;0;0
2020-05-05 06:30:00;91;33;20;39;39;2;34;34;0;2;0;1;2;0;0
2020-05-05 06:45:00;112;36;30;66;45;5;41;42;0;0;1;0;0;0;0
2020-05-05 07:00:00;141;23;35;32;39;6;34;26;0;0;0;0;0;0;0
2020-05-05 07:15:00;135;24;35;32;59;6;38;32;0;0;0;0;0;0;0
2020-05-05 07:30:00;135;20;31;41;41;4;36;31;0;0;0;0;0;0;0
2020-05-05 07:45:00;145;20;36;43;51;9;41;34;0;1;0;2;0;0;0
2020-05-05 08:00:00;113;14;32;33;39;5;33;33;0;0;0;0;0;0;1
2020-05-05 08:15:00;91;12;29;27;56;10;35;25;0;2;0;0;0;0;0
2020-05-05 08:30:00;113;18;26;35;43;8;33;32;0;0;2;0;0;0;0
2020-05-05 08:45:00;100;13;25;36;48;9;45;37;0;1;1;0;0;0;0
2020-05-05 09:00:00;99;10;28;34;50;8;38;32;0;0;0;0;0;0;0
2020-05-05 09:15:00;108;12;33;31;52;3;40;32;0;1;0;1;0;0;0
2020-05-05 09:30:00;83;11;36;33;56;11;40;33;0;0;0;0;0;0;0
2020-05-05 09:45:00;96;16;35;36;69;12;44;26;0;0;1;0;0;0;0
2020-05-05 10:00:00;92;11;37;31;75;11;57;35;0;8;6;0;0;36;0
2020-05-05 10:15:00;86;11;42;37;72;8;43;39;0;2;2;0;0;0;0
2020-05-05 10:30:00;101;6;47;35;66;11;46;40;0;0;0;0;0;2;0
2020-05-05 10:45:00;85;10;44;26;74;7;38;28;0;0;0;0;0;0;0
2020-05-05 11:00:00;88;9;47;42;82;14;55;39;0;1;0;0;0;0;0
2020-05-05 11:15:00;76;7;33;39;74;17;56;32;0;0;4;0;0;0;0
2020-05-05 11:30:00;91;9;51;45;93;11;48;46;0;0;2;0;0;1;0
2020-05-05 11:45:00;74;10;51;35;81;12;50;37;0;0;2;0;0;0;0
2020-05-05 12:00:00;83;8;46;34;92;9;50;36;0;0;1;0;0;0;0
2020-05-05 12:15:00;76;5;49;38;82;8;48;42;0;2;3;1;0;3;0
2020-05-05 12:30:00;76;9;42;35;67;8;49;35;0;1;1;0;0;0;0
2020-05-05 12:45:00;88;15;40;39;91;13;32;32;0;0;0;0;0;0;0
2020-05-05 13:00:00;97;15;32;33;93;7;35;34;0;0;3;4;0;0;0
2020-05-05 13:15:00;104;12;37;31;95;8;52;43;0;1;4;0;0;0;0
2020-05-05 13:30:00;91;12;42;33;86;11;52;37;0;0;0;0;0;0;0
2020-05-05 13:45:00;97;13;35;35;87;14;37;36;0;1;4;0;0;0;0
2020-05-05 14:00:00;86;9;46;42;73;16;49;33;0;1;1;0;0;0;0
2020-05-05 14:15:00;102;12;40;27;96;8;58;32;0;0;1;0;0;0;0
2020-05-05 14:30:00;116;7;41;34;83;5;61;39;0;0;2;0;0;0;0
2020-05-05 14:45:00;84;8;40;31;82;8;63;43;0;1;0;0;0;0;0
2020-05-05 15:00:00;88;7;44;30;100;8;45;38;0;1;1;2;0;0;0
2020-05-05 15:15:00;89;5;39;42;119;13;46;35;0;0;2;0;0;0;0
2020-05-05 15:30:00;89;7;53;40;118;5;66;51;0;0;0;0;0;0;0
2020-05-05 15:45:00;72;3;59;34;101;8;57;31;0;4;1;0;0;0;0
2020-05-05 16:00:00;86;8;64;40;119;11;66;44;0;0;0;0;0;0;0
2020-05-05 16:15:00;76;10;58;41;118;11;75;34;0;2;0;0;0;0;0
2020-05-05 16:30:00;123;11;55;34;116;11;62;47;0;0;0;0;0;0;0
2020-05-05 16:45:00;96;8;57;41;107;11;54;47;0;2;1;0;0;0;0
2020-05-05 17:00:00;105;10;65;40;121;13;51;42;0;5;0;0;0;0;0
2020-05-05 17:15:00;97;6;45;36;112;15;55;33;0;3;2;0;0;0;0
2020-05-05 17:30:00;87;9;41;36;113;13;41;34;0;6;4;1;0;0;1
2020-05-05 17:45:00;96;3;42;39;101;10;36;38;0;0;8;0;0;0;0
2020-05-05 18:00:00;84;11;32;29;87;8;39;25;0;0;0;0;0;0;0
