DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2020-02-09 00:00:00;37;2;6;1;3;3;6;45;0;0;0;0;0
2020-02-09 00:15:00;35;7;14;6;2;1;2;52;0;0;0;0;0
2020-02-09 00:30:00;39;5;9;2;2;2;3;51;0;0;0;0;0
2020-02-09 00:45:00;42;5;12;6;1;1;1;35;0;0;0;0;0
2020-02-09 01:00:00;26;5;7;5;0;1;3;54;0;0;0;0;0
2020-02-09 01:15:00;26;7;15;5;0;0;0;34;0;0;0;0;0
2020-02-09 01:30:00;39;9;9;1;0;0;0;46;0;0;0;0;0
2020-02-09 01:45:00;24;1;4;1;2;2;2;32;0;0;0;0;0
2020-02-09 02:00:00;25;8;14;4;2;2;5;40;0;0;0;0;0
2020-02-09 02:15:00;19;9;10;6;0;0;2;32;0;0;0;0;0
2020-02-09 02:30:00;24;8;8;2;0;1;3;32;0;0;0;0;0
2020-02-09 02:45:00;19;3;8;0;0;0;1;30;0;0;0;0;0
2020-02-09 03:00:00;15;8;12;2;1;0;1;44;0;0;0;0;0
2020-02-09 03:15:00;17;6;11;4;1;2;1;37;0;0;0;0;0
2020-02-09 03:30:00;17;6;10;2;0;0;0;39;0;0;0;0;0
2020-02-09 03:45:00;19;4;6;2;0;0;0;27;0;0;0;0;0
2020-02-09 04:00:00;19;5;10;3;0;0;0;28;0;0;0;0;0
2020-02-09 04:15:00;17;3;13;5;0;0;1;34;0;1;0;0;0
2020-02-09 04:30:00;19;4;7;4;1;1;0;42;0;0;0;0;0
2020-02-09 04:45:00;10;2;6;1;0;0;0;26;0;0;0;0;0
2020-02-09 05:00:00;16;7;11;2;0;0;1;29;0;0;0;0;0
2020-02-09 05:15:00;24;5;10;4;1;0;1;28;0;0;0;0;0
2020-02-09 05:30:00;20;11;11;6;2;2;1;36;0;0;0;0;0
2020-02-09 05:45:00;19;6;8;2;3;3;0;24;0;0;0;0;0
2020-02-09 06:00:00;14;7;10;4;1;2;0;21;0;0;0;0;0
2020-02-09 06:15:00;22;4;6;2;0;0;1;19;0;0;0;0;0
2020-02-09 06:30:00;21;5;8;2;0;0;0;20;0;0;0;0;0
2020-02-09 06:45:00;19;6;5;5;2;2;0;12;0;0;0;0;0
2020-02-09 07:00:00;13;5;6;1;2;2;0;11;0;0;0;0;0
2020-02-09 07:15:00;17;6;11;6;3;3;2;19;0;0;0;0;0
2020-02-09 07:30:00;22;6;11;3;2;2;1;21;0;0;0;0;0
2020-02-09 07:45:00;29;3;6;1;0;0;1;29;0;0;0;0;0
2020-02-09 08:00:00;21;12;14;3;5;5;5;51;0;0;0;0;0
2020-02-09 08:15:00;27;13;24;7;1;1;1;44;0;0;0;0;0
2020-02-09 08:30:00;34;7;9;3;3;3;1;58;0;0;0;0;0
2020-02-09 08:45:00;48;10;10;2;2;3;5;48;0;0;0;0;0
2020-02-09 09:00:00;54;6;15;4;6;7;1;56;0;0;0;0;0
2020-02-09 09:15:00;49;7;15;4;6;6;8;70;0;0;0;0;0
2020-02-09 09:30:00;81;8;10;4;9;8;2;67;0;0;0;0;0
2020-02-09 09:45:00;87;12;15;5;1;2;3;93;0;0;0;0;0
2020-02-09 10:00:00;79;7;12;5;4;4;5;81;0;0;0;0;0
2020-02-09 10:15:00;65;6;11;4;8;8;6;79;0;0;0;0;0
2020-02-09 10:30:00;102;14;18;9;10;10;5;94;0;0;0;0;0
2020-02-09 10:45:00;81;16;18;5;8;7;6;78;0;0;0;0;0
2020-02-09 11:00:00;89;12;20;6;16;15;6;131;0;0;0;0;0
2020-02-09 11:15:00;87;10;19;7;13;11;5;120;0;0;0;0;0
2020-02-09 11:30:00;116;8;17;5;7;7;9;118;0;0;0;0;0
2020-02-09 11:45:00;100;12;15;2;7;6;7;101;0;0;0;0;0
2020-02-09 12:00:00;108;19;27;8;10;10;7;136;0;0;0;0;0
2020-02-09 12:15:00;99;12;22;6;14;14;11;102;0;0;0;0;0
2020-02-09 12:30:00;129;12;25;10;12;12;19;120;0;0;0;0;0
2020-02-09 12:45:00;92;14;18;6;7;10;5;107;0;0;0;0;0
2020-02-09 13:00:00;97;9;19;9;17;16;5;122;1;0;0;0;0
2020-02-09 13:15:00;104;16;18;9;10;8;12;131;0;0;0;0;0
2020-02-09 13:30:00;134;14;17;7;16;15;16;142;0;0;0;0;0
2020-02-09 13:45:00;118;10;16;5;9;8;24;149;0;0;0;0;0
2020-02-09 14:00:00;128;19;25;14;20;21;10;125;0;0;0;0;0
2020-02-09 14:15:00;161;7;17;7;6;5;15;140;0;0;0;0;0
2020-02-09 14:30:00;154;12;17;10;12;14;13;147;0;0;0;0;0
2020-02-09 14:45:00;146;18;28;14;17;17;14;120;0;0;0;0;0
2020-02-09 15:00:00;144;14;19;10;11;11;12;156;0;0;0;0;0
2020-02-09 15:15:00;122;11;19;8;17;17;12;133;0;0;0;0;0
2020-02-09 15:30:00;135;12;18;8;12;14;9;129;3;2;0;0;0
2020-02-09 15:45:00;127;19;26;15;10;8;7;128;0;0;0;0;0
2020-02-09 16:00:00;160;16;23;9;13;12;9;146;0;0;0;0;0
2020-02-09 16:15:00;147;14;24;8;12;12;9;140;0;3;0;0;0
2020-02-09 16:30:00;149;21;27;5;16;17;8;131;0;0;0;0;0
2020-02-09 16:45:00;130;20;31;10;14;13;7;130;1;0;0;0;0
2020-02-09 17:00:00;126;19;29;11;6;7;3;147;0;0;0;0;0
2020-02-09 17:15:00;118;14;25;8;13;12;9;133;0;0;0;0;0
2020-02-09 17:30:00;142;18;26;8;13;10;8;139;0;0;0;0;0
2020-02-09 17:45:00;120;9;15;6;9;9;4;142;0;0;0;0;0
2020-02-09 18:00:00;121;5;16;7;9;11;5;117;0;0;0;0;0
2020-02-09 18:15:00;91;9;16;10;9;9;10;102;0;0;0;0;0
2020-02-09 18:30:00;132;5;10;4;8;8;4;90;0;0;0;0;0
2020-02-09 18:45:00;114;8;10;3;2;3;1;87;0;0;0;0;0
2020-02-09 19:00:00;130;9;23;11;5;5;3;123;0;0;0;0;0
2020-02-09 19:15:00;92;13;20;8;2;3;7;98;0;0;0;0;0
2020-02-09 19:30:00;100;11;13;8;8;9;7;102;0;0;0;0;0
2020-02-09 19:45:00;81;8;15;5;3;3;2;94;0;0;0;0;0
2020-02-09 20:00:00;92;5;12;5;4;4;7;111;0;0;0;0;0
2020-02-09 20:15:00;59;7;11;7;1;2;3;79;0;0;0;0;0
2020-02-09 20:30:00;57;10;15;4;5;5;4;74;0;0;0;0;0
2020-02-09 20:45:00;54;15;17;7;7;6;3;49;0;0;0;0;0
2020-02-09 21:00:00;45;9;17;7;7;7;6;72;0;0;0;0;0
2020-02-09 21:15:00;46;6;11;4;7;7;4;53;0;0;0;0;0
2020-02-09 21:30:00;45;10;9;3;4;4;3;44;0;0;0;0;0
2020-02-09 21:45:00;58;7;11;4;1;1;6;73;0;0;0;0;0
2020-02-09 22:00:00;47;6;9;3;5;3;2;58;0;0;0;0;0
2020-02-09 22:15:00;35;6;7;2;2;2;4;55;0;0;0;0;0
2020-02-09 22:30:00;52;2;3;2;2;2;1;37;0;0;0;0;0
2020-02-09 22:45:00;20;2;5;2;1;1;0;28;0;0;0;0;0
2020-02-09 23:00:00;19;6;8;3;3;1;1;32;0;0;0;0;0
2020-02-09 23:15:00;12;5;5;2;1;1;4;20;0;0;0;0;0
2020-02-09 23:30:00;18;2;3;2;1;1;1;20;0;0;0;0;0
