DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-11-20 00:00:00;9;5;2;1;6;3;5;0
2019-11-20 00:15:00;4;3;2;3;3;5;9;6
2019-11-20 00:30:00;3;2;4;0;0;2;5;3
2019-11-20 00:45:00;4;2;3;1;2;5;7;7
2019-11-20 01:00:00;0;1;2;3;1;4;2;4
2019-11-20 01:15:00;3;1;2;2;2;2;3;1
2019-11-20 01:30:00;3;0;0;2;2;1;2;1
2019-11-20 01:45:00;2;2;2;2;0;2;2;0
2019-11-20 02:00:00;3;3;2;3;3;1;2;0
2019-11-20 02:15:00;2;3;0;1;0;2;2;0
2019-11-20 02:30:00;3;2;1;1;1;1;4;1
2019-11-20 02:45:00;1;0;1;2;2;1;2;1
2019-11-20 03:00:00;3;1;1;1;0;1;2;0
2019-11-20 03:15:00;4;2;1;2;2;2;5;2
2019-11-20 03:30:00;1;0;1;1;1;0;2;0
2019-11-20 03:45:00;0;2;3;2;1;1;0;1
2019-11-20 04:00:00;2;2;0;2;3;1;3;2
2019-11-20 04:15:00;4;3;3;3;0;1;9;2
2019-11-20 04:30:00;2;2;2;3;1;3;3;2
2019-11-20 04:45:00;7;8;12;2;4;6;7;5
2019-11-20 05:00:00;9;15;29;10;9;17;24;10
2019-11-20 05:15:00;23;30;69;6;3;28;30;10
2019-11-20 05:30:00;20;30;77;14;8;35;47;22
2019-11-20 05:45:00;43;37;68;62;20;20;42;16
2019-11-20 06:00:00;36;23;48;50;22;17;29;9
2019-11-20 06:15:00;35;37;102;20;25;29;43;24
2019-11-20 06:30:00;54;41;105;24;74;45;56;39
2019-11-20 06:45:00;74;54;123;15;14;50;49;50
2019-11-20 07:00:00;72;51;108;16;28;62;79;66
2019-11-20 07:15:00;68;50;111;23;43;64;61;55
2019-11-20 07:30:00;80;75;113;28;52;74;86;80
2019-11-20 07:45:00;97;71;82;31;117;65;82;54
2019-11-20 08:00:00;72;56;98;28;30;58;70;55
2019-11-20 08:15:00;83;64;93;40;46;37;61;60
2019-11-20 08:30:00;71;46;72;27;53;47;64;44
2019-11-20 08:45:00;74;47;72;36;44;42;59;42
2019-11-20 09:00:00;63;41;30;26;26;27;67;42
2019-11-20 09:15:00;55;41;26;21;32;19;44;30
2019-11-20 09:30:00;59;41;33;16;33;44;62;44
2019-11-20 09:45:00;56;46;34;31;73;33;50;40
2019-11-20 10:00:00;60;31;27;27;30;35;67;44
2019-11-20 10:15:00;73;48;30;30;33;26;59;34
2019-11-20 10:30:00;54;44;19;28;32;35;65;45
2019-11-20 10:45:00;69;47;40;36;34;34;60;36
2019-11-20 11:00:00;60;40;29;38;33;39;52;38
2019-11-20 11:15:00;64;47;23;38;33;41;63;43
2019-11-20 11:30:00;61;38;32;39;26;40;71;50
2019-11-20 11:45:00;66;42;34;45;31;34;74;53
2019-11-20 12:00:00;61;44;35;32;55;38;64;50
2019-11-20 12:15:00;55;48;34;42;39;35;59;40
2019-11-20 12:30:00;64;53;34;44;27;37;66;45
2019-11-20 12:45:00;58;55;35;29;32;39;64;47
2019-11-20 13:00:00;49;48;43;71;68;44;66;48
2019-11-20 13:15:00;65;50;71;40;45;52;79;53
2019-11-20 13:30:00;68;43;66;25;26;65;77;60
2019-11-20 13:45:00;50;50;63;32;34;58;73;62
2019-11-20 14:00:00;58;61;38;51;70;42;72;47
2019-11-20 14:15:00;70;56;26;56;59;37;71;44
2019-11-20 14:30:00;76;65;31;80;111;39;78;56
