DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2019-12-30 00:00:00;18;4;70;5;0;6;0;0;0;0;0;0
2019-12-30 00:15:00;48;5;103;1;5;3;0;0;0;0;0;0
2019-12-30 00:30:00;59;5;98;2;0;8;0;0;0;0;0;0
2019-12-30 00:45:00;62;4;134;0;1;8;0;0;0;0;0;0
2019-12-30 01:00:00;45;7;108;2;0;8;0;0;0;0;0;0
2019-12-30 01:15:00;35;5;97;1;0;3;0;0;0;0;0;0
2019-12-30 01:30:00;45;6;86;2;0;3;0;0;0;0;0;0
2019-12-30 01:45:00;20;0;62;0;0;5;0;0;0;0;0;0
2019-12-30 02:00:00;8;4;66;0;0;3;0;0;0;0;0;0
2019-12-30 02:15:00;10;19;62;0;0;2;0;0;0;0;0;0
2019-12-30 02:30:00;25;18;57;0;0;4;0;0;0;0;0;0
2019-12-30 02:45:00;46;13;87;0;0;0;0;0;0;0;0;0
2019-12-30 03:00:00;91;13;162;0;0;4;0;0;0;0;0;0
2019-12-30 03:15:00;71;10;128;0;0;1;0;0;0;0;0;0
2019-12-30 03:30:00;69;3;146;0;0;3;0;0;0;0;0;0
2019-12-30 03:45:00;90;3;149;0;0;0;0;0;0;0;0;0
2019-12-30 04:00:00;81;0;101;0;0;1;0;0;0;0;0;0
2019-12-30 04:15:00;84;1;142;3;0;3;0;0;0;0;0;0
2019-12-30 04:30:00;63;4;119;0;0;2;0;0;0;0;0;0
2019-12-30 04:45:00;71;4;109;0;1;7;0;0;0;0;0;0
2019-12-30 05:00:00;55;8;103;0;0;1;1;0;0;0;0;0
2019-12-30 05:15:00;68;6;116;1;0;3;0;0;0;0;0;0
2019-12-30 05:30:00;81;11;105;1;3;5;0;0;0;0;0;0
2019-12-30 05:45:00;70;16;122;0;5;9;0;0;0;0;0;0
2019-12-30 06:00:00;90;9;98;0;6;7;0;0;0;0;0;0
2019-12-30 06:15:00;76;26;122;5;6;11;0;0;0;0;0;0
2019-12-30 06:30:00;93;22;109;1;7;15;0;0;0;0;0;0
2019-12-30 06:45:00;87;20;114;2;5;13;0;0;0;0;0;0
2019-12-30 07:00:00;74;19;100;1;8;15;0;0;0;0;0;0
2019-12-30 07:15:00;78;25;112;5;5;21;0;0;0;0;0;0
2019-12-30 07:30:00;86;30;117;1;8;17;0;0;0;0;0;0
2019-12-30 07:45:00;79;33;103;2;4;17;0;0;0;0;0;0
2019-12-30 08:00:00;80;26;99;2;8;28;0;0;0;0;0;0
2019-12-30 08:15:00;89;29;109;7;7;24;0;0;1;0;0;0
2019-12-30 08:30:00;80;32;121;6;9;26;0;0;1;0;0;0
2019-12-30 08:45:00;106;47;145;7;5;36;0;0;0;0;0;0
2019-12-30 09:00:00;86;33;123;8;7;34;0;0;0;0;0;0
2019-12-30 09:15:00;110;42;150;7;5;29;0;0;2;0;0;0
2019-12-30 09:30:00;107;45;179;9;9;29;0;0;0;0;0;0
2019-12-30 09:45:00;100;57;199;14;5;49;0;0;1;0;0;0
2019-12-30 10:00:00;83;50;158;10;5;51;0;1;0;0;0;0
2019-12-30 10:15:00;75;56;162;15;8;61;1;0;2;0;0;0
2019-12-30 10:30:00;72;53;147;10;9;54;1;0;0;0;0;0
2019-12-30 10:45:00;132;66;240;19;4;56;1;0;0;0;0;0
2019-12-30 11:00:00;107;53;199;9;9;59;0;0;0;2;0;0
2019-12-30 11:15:00;94;65;151;16;6;66;0;0;1;0;0;0
2019-12-30 11:30:00;81;67;135;12;9;69;1;7;0;9;0;0
2019-12-30 11:45:00;71;72;137;9;4;54;0;0;0;0;0;0
2019-12-30 12:00:00;62;70;147;15;7;79;0;0;0;0;0;0
2019-12-30 12:15:00;51;64;140;16;11;76;0;0;2;1;0;0
2019-12-30 12:30:00;34;54;105;15;7;57;0;0;1;1;0;0
2019-12-30 12:45:00;53;69;124;14;5;52;0;0;0;0;0;0
2019-12-30 13:00:00;61;79;135;12;7;74;0;2;0;0;0;0
2019-12-30 13:15:00;51;90;115;20;6;59;0;0;0;0;0;0
2019-12-30 13:30:00;52;86;113;19;12;56;0;1;1;0;0;0
2019-12-30 13:45:00;48;82;133;21;5;71;0;0;2;0;0;0
2019-12-30 14:00:00;43;63;139;11;6;80;0;0;0;0;0;0
2019-12-30 14:15:00;47;64;123;12;7;68;0;0;3;0;0;0
2019-12-30 14:30:00;59;99;141;19;8;76;0;1;0;0;0;0
2019-12-30 14:45:00;46;101;134;17;4;83;0;0;0;1;0;0
2019-12-30 15:00:00;38;107;119;19;7;52;0;2;1;0;0;0
2019-12-30 15:15:00;52;106;132;18;6;75;0;1;0;0;0;0
2019-12-30 15:30:00;47;90;124;20;10;73;0;0;7;0;0;0
2019-12-30 15:45:00;46;86;109;19;5;72;0;0;0;0;0;0
2019-12-30 16:00:00;37;81;131;16;6;70;0;0;1;0;0;0
2019-12-30 16:15:00;35;70;139;26;7;64;0;0;0;0;0;0
2019-12-30 16:30:00;38;62;133;19;9;78;0;0;5;0;0;0
2019-12-30 16:45:00;52;65;138;19;7;57;0;0;0;0;0;0
2019-12-30 17:00:00;33;62;121;17;6;65;1;0;0;0;0;0
2019-12-30 17:15:00;37;57;121;14;7;60;0;1;0;0;0;0
2019-12-30 17:30:00;25;55;121;13;8;62;0;0;0;0;0;0
2019-12-30 17:45:00;37;50;91;10;6;54;0;0;0;0;0;0
2019-12-30 18:00:00;27;33;101;11;7;56;0;0;0;0;0;0
2019-12-30 18:15:00;34;43;106;11;6;51;0;0;8;0;0;0
2019-12-30 18:30:00;31;41;107;11;7;48;0;0;0;0;0;0
2019-12-30 18:45:00;41;59;98;8;8;38;0;0;0;0;0;0
