DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-02-17 00:00:00;9;6;10;11;0;0;0;0;0;0;0;0
2020-02-17 00:15:00;16;5;6;3;0;0;0;0;0;0;0;0
2020-02-17 00:30:00;8;8;5;8;0;0;0;0;0;0;0;0
2020-02-17 00:45:00;8;0;9;4;0;0;0;0;0;0;0;0
2020-02-17 01:00:00;8;4;8;12;0;0;0;0;0;0;0;0
2020-02-17 01:15:00;11;2;5;6;0;0;0;0;0;0;0;0
2020-02-17 01:30:00;11;4;3;2;0;0;0;0;0;0;0;0
2020-02-17 01:45:00;1;2;6;3;0;0;0;0;0;0;0;0
2020-02-17 02:00:00;5;0;5;3;0;0;0;0;0;0;0;0
2020-02-17 02:15:00;2;0;6;5;0;0;0;0;0;0;0;0
2020-02-17 02:30:00;1;1;8;2;0;0;0;0;0;0;0;0
2020-02-17 02:45:00;3;1;3;5;0;0;0;0;0;0;0;0
2020-02-17 03:00:00;5;3;4;1;0;0;0;0;0;0;0;0
2020-02-17 03:15:00;5;4;3;3;0;0;0;0;0;0;0;0
2020-02-17 03:30:00;9;5;4;1;0;0;0;0;0;0;0;0
2020-02-17 03:45:00;5;2;2;5;0;0;0;0;0;0;0;0
2020-02-17 04:00:00;3;4;2;2;0;0;0;0;0;0;0;0
2020-02-17 04:15:00;9;3;8;2;0;0;0;0;0;0;0;0
2020-02-17 04:30:00;19;3;10;7;0;0;0;0;0;0;0;0
2020-02-17 04:45:00;12;4;12;12;0;0;0;0;0;0;0;0
2020-02-17 05:00:00;24;7;24;20;0;0;0;0;0;0;0;0
2020-02-17 05:15:00;37;11;23;22;0;0;0;0;0;0;0;0
2020-02-17 05:30:00;60;17;46;49;0;0;0;0;0;0;0;0
2020-02-17 05:45:00;85;30;43;53;0;0;0;0;0;0;0;0
2020-02-17 06:00:00;77;34;53;77;0;0;0;0;0;0;0;0
2020-02-17 06:15:00;99;41;60;74;0;0;0;0;0;0;0;0
2020-02-17 06:30:00;126;51;69;113;2;2;0;0;0;0;0;0
2020-02-17 06:45:00;133;63;78;93;2;7;0;0;16;1;0;0
2020-02-17 07:00:00;151;77;70;98;7;30;0;0;16;1;3;0
2020-02-17 07:15:00;136;86;89;159;2;24;0;0;96;1;2;0
2020-02-17 07:30:00;130;81;100;113;4;54;0;2;54;4;0;0
2020-02-17 07:45:00;143;98;106;127;4;8;2;0;8;7;0;3
2020-02-17 08:00:00;137;103;93;108;19;10;0;1;18;23;0;0
2020-02-17 08:15:00;146;88;86;95;8;11;0;0;12;15;0;0
2020-02-17 08:30:00;148;91;83;102;21;8;0;0;14;47;0;3
2020-02-17 08:45:00;125;78;80;110;23;5;1;0;5;22;0;0
2020-02-17 09:00:00;132;84;75;80;0;1;0;0;18;1;3;0
2020-02-17 09:15:00;131;77;73;77;12;2;0;0;2;5;0;0
2020-02-17 09:30:00;126;72;82;75;7;5;0;0;4;6;0;0
2020-02-17 09:45:00;114;78;86;73;3;8;0;3;2;4;1;0
2020-02-17 10:00:00;120;70;69;100;6;1;3;0;5;5;0;2
2020-02-17 10:15:00;114;78;71;82;24;6;3;0;6;12;0;2
2020-02-17 10:30:00;126;77;81;94;12;7;3;0;4;2;0;0
2020-02-17 10:45:00;131;79;93;104;4;3;1;0;2;6;5;0
2020-02-17 11:00:00;117;87;80;118;7;0;0;0;6;2;3;0
2020-02-17 11:15:00;108;61;77;93;8;4;2;0;2;22;0;4
2020-02-17 11:30:00;111;78;95;117;3;0;0;0;5;6;0;0
2020-02-17 11:45:00;128;76;91;112;8;6;0;0;8;15;0;0
2020-02-17 12:00:00;109;73;88;118;10;6;0;0;4;4;0;2
2020-02-17 12:15:00;106;67;107;148;7;1;0;0;5;12;1;0
2020-02-17 12:30:00;116;59;91;110;16;2;19;0;0;20;0;4
2020-02-17 12:45:00;106;73;83;98;12;6;0;0;4;30;0;0
2020-02-17 13:00:00;110;82;101;106;4;7;4;0;6;2;0;0
2020-02-17 13:15:00;125;93;94;106;47;12;7;3;31;32;0;8
2020-02-17 13:30:00;119;72;90;110;6;3;0;0;11;54;0;0
2020-02-17 13:45:00;126;89;82;100;67;8;0;6;6;25;5;0
2020-02-17 14:00:00;135;94;90;124;15;10;2;0;2;7;3;1
2020-02-17 14:15:00;129;87;98;128;4;1;0;0;4;7;0;0
2020-02-17 14:30:00;135;105;94;117;8;23;2;4;6;13;0;0
2020-02-17 14:45:00;129;118;101;116;10;10;0;4;10;7;4;0
2020-02-17 15:00:00;137;97;120;151;8;12;0;0;5;16;2;0
2020-02-17 15:15:00;137;101;101;154;5;0;0;0;1;11;0;0
2020-02-17 15:30:00;127;93;134;169;34;2;4;0;0;31;0;0
2020-02-17 15:45:00;149;112;121;162;5;76;2;2;15;22;2;5
2020-02-17 16:00:00;151;110;126;159;61;7;3;0;5;37;2;6
2020-02-17 16:15:00;159;121;127;184;20;4;3;3;0;10;0;0
2020-02-17 16:30:00;165;120;135;168;22;4;0;0;4;20;0;0
2020-02-17 16:45:00;156;125;137;174;9;6;0;0;10;2;3;0
2020-02-17 17:00:00;151;122;133;167;24;0;2;0;88;16;31;0
2020-02-17 17:15:00;149;112;131;158;57;47;14;0;6;12;0;2
2020-02-17 17:30:00;144;110;139;158;9;1;0;0;20;11;0;0
2020-02-17 17:45:00;112;71;133;158;4;3;0;1;29;17;15;0
2020-02-17 18:00:00;113;90;130;140;5;0;1;0;12;10;1;1
2020-02-17 18:15:00;137;92;107;133;10;5;0;0;10;14;0;0
2020-02-17 18:30:00;105;79;96;114;19;6;0;0;6;72;3;0
2020-02-17 18:45:00;103;80;78;112;7;9;0;0;21;4;2;2
2020-02-17 19:00:00;86;54;80;106;7;2;0;0;0;17;0;0
2020-02-17 19:15:00;81;53;95;94;2;2;0;0;0;4;0;0
2020-02-17 19:30:00;70;43;69;88;8;0;0;0;0;9;0;0
2020-02-17 19:45:00;58;39;57;73;5;0;1;0;0;7;0;1
2020-02-17 20:00:00;53;28;87;106;0;0;0;0;0;6;0;0
2020-02-17 20:15:00;38;29;50;75;1;0;0;0;0;11;0;0
2020-02-17 20:30:00;49;27;43;49;0;0;0;0;0;0;0;0
2020-02-17 20:45:00;40;25;44;48;0;0;0;0;0;0;0;0
2020-02-17 21:00:00;39;22;38;41;0;0;0;0;0;0;0;0
2020-02-17 21:15:00;36;17;39;47;0;0;0;0;0;0;0;0
2020-02-17 21:30:00;31;17;27;33;0;0;0;0;0;0;0;0
2020-02-17 21:45:00;33;15;31;38;0;0;0;0;0;0;0;0
2020-02-17 22:00:00;30;20;47;43;0;0;0;0;0;0;0;0
2020-02-17 22:15:00;35;21;32;43;0;0;0;0;0;0;0;0
2020-02-17 22:30:00;30;11;29;24;0;0;0;0;0;0;0;0
2020-02-17 22:45:00;19;11;25;20;0;0;0;0;0;0;0;0
2020-02-17 23:00:00;17;11;16;13;0;0;0;0;0;0;0;0
2020-02-17 23:15:00;17;7;12;15;0;0;0;0;0;0;0;0
2020-02-17 23:30:00;13;7;10;14;0;0;0;0;0;0;0;0
2020-02-17 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
