DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-03-20 00:00:00;0;0;0;0;0;0
2020-03-20 00:15:00;0;2;0;0;0;0
2020-03-20 00:30:00;0;0;0;0;0;0
2020-03-20 00:45:00;1;0;0;0;0;0
2020-03-20 01:00:00;0;1;0;0;0;0
2020-03-20 01:15:00;1;0;0;0;0;0
2020-03-20 01:30:00;2;0;0;0;0;0
2020-03-20 01:45:00;1;1;0;0;0;0
2020-03-20 02:00:00;1;1;0;0;0;0
2020-03-20 02:15:00;0;0;0;0;0;0
2020-03-20 02:30:00;0;0;0;0;0;0
2020-03-20 02:45:00;0;2;0;0;0;0
2020-03-20 03:00:00;4;0;0;0;0;0
2020-03-20 03:15:00;1;1;0;0;0;0
2020-03-20 03:30:00;1;3;0;0;0;0
2020-03-20 03:45:00;0;1;0;0;0;0
2020-03-20 04:00:00;1;0;0;0;0;0
2020-03-20 04:15:00;0;0;0;0;0;0
2020-03-20 04:30:00;0;0;0;0;0;0
2020-03-20 04:45:00;0;1;0;0;0;0
2020-03-20 05:00:00;0;6;0;0;0;0
2020-03-20 05:15:00;1;2;0;0;0;0
2020-03-20 05:30:00;5;2;0;0;0;0
2020-03-20 05:45:00;14;4;0;0;0;0
2020-03-20 06:00:00;8;7;0;0;0;0
2020-03-20 06:15:00;5;5;0;0;0;0
2020-03-20 06:30:00;12;6;0;0;0;0
2020-03-20 06:45:00;11;7;0;1;0;0
2020-03-20 07:00:00;10;7;0;1;0;0
2020-03-20 07:15:00;8;7;0;0;0;0
2020-03-20 07:30:00;5;4;0;0;0;0
2020-03-20 07:45:00;10;5;0;0;0;0
2020-03-20 08:00:00;6;5;0;1;0;0
2020-03-20 08:15:00;8;6;0;0;0;0
2020-03-20 08:30:00;8;25;0;2;0;0
2020-03-20 08:45:00;3;13;0;0;0;0
2020-03-20 09:00:00;6;4;0;1;0;0
2020-03-20 09:15:00;6;11;2;2;0;0
2020-03-20 09:30:00;9;18;0;0;0;0
2020-03-20 09:45:00;7;10;0;0;0;0
2020-03-20 10:00:00;4;10;0;1;0;0
2020-03-20 10:15:00;10;12;1;0;0;0
2020-03-20 10:30:00;9;16;2;2;0;0
2020-03-20 10:45:00;5;7;3;0;0;0
2020-03-20 11:00:00;11;11;2;2;0;0
2020-03-20 11:15:00;5;10;0;0;0;0
2020-03-20 11:30:00;11;22;1;0;0;0
2020-03-20 11:45:00;12;16;0;1;0;0
2020-03-20 12:00:00;13;18;1;0;0;0
2020-03-20 12:15:00;6;17;0;2;0;0
2020-03-20 12:30:00;6;20;0;0;0;0
2020-03-20 12:45:00;6;15;2;0;0;0
2020-03-20 13:00:00;6;7;1;0;0;0
2020-03-20 13:15:00;10;10;0;2;0;0
2020-03-20 13:30:00;4;14;0;0;0;0
2020-03-20 13:45:00;12;13;4;0;0;0
2020-03-20 14:00:00;17;11;0;0;0;0
2020-03-20 14:15:00;8;11;5;0;0;0
2020-03-20 14:30:00;13;15;2;0;0;0
2020-03-20 14:45:00;15;12;1;2;0;0
2020-03-20 15:00:00;14;20;1;5;0;0
2020-03-20 15:15:00;7;12;4;5;0;0
2020-03-20 15:30:00;9;19;3;1;0;0
2020-03-20 15:45:00;16;11;1;4;0;0
2020-03-20 16:00:00;9;10;2;2;0;0
2020-03-20 16:15:00;13;12;6;1;0;0
2020-03-20 16:30:00;39;11;1;7;0;0
2020-03-20 16:45:00;10;19;8;1;0;0
2020-03-20 17:00:00;10;17;4;1;0;0
2020-03-20 17:15:00;17;9;4;0;0;0
2020-03-20 17:30:00;9;14;3;0;0;0
2020-03-20 17:45:00;7;10;0;2;0;0
2020-03-20 18:00:00;12;9;1;5;0;0
2020-03-20 18:15:00;10;8;0;0;0;0
2020-03-20 18:30:00;3;5;5;0;0;0
2020-03-20 18:45:00;6;6;2;0;0;0
2020-03-20 19:00:00;5;11;0;0;0;0
2020-03-20 19:15:00;8;7;0;0;0;0
2020-03-20 19:30:00;4;1;0;0;0;0
2020-03-20 19:45:00;6;3;0;0;0;0
2020-03-20 20:00:00;3;8;0;0;0;0
2020-03-20 20:15:00;7;4;0;0;0;0
2020-03-20 20:30:00;3;1;0;0;0;0
2020-03-20 20:45:00;3;3;1;0;0;0
2020-03-20 21:00:00;5;2;1;0;0;0
2020-03-20 21:15:00;2;1;0;0;0;0
2020-03-20 21:30:00;2;2;0;0;0;0
2020-03-20 21:45:00;3;0;0;0;0;0
2020-03-20 22:00:00;1;1;0;0;0;0
2020-03-20 22:15:00;3;1;0;0;0;0
2020-03-20 22:30:00;4;2;0;0;0;0
2020-03-20 22:45:00;1;2;0;0;0;0
2020-03-20 23:00:00;2;2;0;0;0;0
2020-03-20 23:15:00;0;1;0;0;0;0
2020-03-20 23:30:00;0;1;0;0;0;0
2020-03-20 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
