DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2019-08-22 00:00:00;6;1;0;4;2;1;4;3;4;8;0;0;4;0;0;0;0
2019-08-22 00:15:00;8;4;7;3;2;3;5;3;4;3;0;0;0;0;0;0;0
2019-08-22 00:30:00;3;3;0;0;1;0;2;0;0;4;0;0;0;0;0;0;0
2019-08-22 00:45:00;4;1;3;4;2;3;1;1;3;2;0;0;0;0;0;0;0
2019-08-22 01:00:00;8;2;4;2;2;3;2;2;3;3;0;0;0;0;0;0;0
2019-08-22 01:15:00;4;2;1;1;2;3;1;2;5;0;0;0;0;0;0;0;0
2019-08-22 01:30:00;4;0;4;3;3;1;1;7;3;1;0;0;0;0;0;0;0
2019-08-22 01:45:00;3;0;0;0;0;1;2;1;1;3;0;0;0;0;0;0;0
2019-08-22 02:00:00;3;4;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0
2019-08-22 02:15:00;5;1;3;1;0;1;1;2;2;2;0;0;0;0;0;0;0
2019-08-22 02:30:00;2;1;1;1;0;1;2;0;0;2;0;0;0;0;0;0;0
2019-08-22 02:45:00;2;0;3;3;0;0;1;1;2;8;0;0;0;0;0;0;0
2019-08-22 03:00:00;2;4;1;1;1;1;2;3;4;1;0;0;0;0;0;0;0
2019-08-22 03:15:00;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0
2019-08-22 03:30:00;1;1;0;1;0;1;1;4;2;0;0;0;0;0;0;0;0
2019-08-22 03:45:00;2;1;1;0;0;0;1;1;1;2;0;0;0;0;0;0;0
2019-08-22 04:00:00;2;0;2;0;0;1;2;0;2;4;0;0;0;0;0;0;0
2019-08-22 04:15:00;3;0;0;3;0;0;0;1;5;3;0;0;0;0;0;0;0
2019-08-22 04:30:00;4;1;1;4;0;3;3;1;5;1;0;0;0;0;0;0;0
2019-08-22 04:45:00;5;0;6;4;5;0;3;5;5;5;0;0;0;0;0;0;0
2019-08-22 05:00:00;12;3;6;7;0;0;1;9;12;12;0;0;0;0;0;0;0
2019-08-22 05:15:00;25;3;14;12;0;8;7;2;4;9;0;0;0;0;0;0;0
2019-08-22 05:30:00;37;5;17;38;1;3;14;12;17;18;0;0;0;0;0;1;0
2019-08-22 05:45:00;30;7;33;32;2;4;11;9;15;19;0;0;0;0;0;0;0
2019-08-22 06:00:00;42;8;23;21;3;2;8;24;26;23;0;0;0;0;0;0;0
2019-08-22 06:15:00;48;10;27;42;9;3;12;14;19;13;0;0;0;0;0;0;0
2019-08-22 06:30:00;48;7;42;55;5;2;21;17;17;24;0;0;0;0;3;0;0
2019-08-22 06:45:00;55;10;49;53;6;5;17;14;19;26;0;0;0;0;1;0;0
2019-08-22 07:00:00;57;9;51;60;6;9;19;24;19;9;0;0;0;0;0;0;0
2019-08-22 07:15:00;50;19;49;61;7;7;27;18;13;18;0;0;0;0;0;0;0
2019-08-22 07:30:00;45;12;40;69;6;8;21;23;23;25;0;3;4;2;0;0;0
2019-08-22 07:45:00;56;15;60;54;5;2;29;25;20;19;0;0;0;0;0;2;0
2019-08-22 08:00:00;61;13;39;48;11;6;25;20;28;20;0;0;0;0;0;2;0
2019-08-22 08:15:00;51;17;43;63;12;13;26;25;31;17;0;0;0;1;1;0;0
2019-08-22 08:30:00;31;9;51;55;8;12;22;25;22;25;0;2;0;2;2;0;0
2019-08-22 08:45:00;63;10;27;35;10;20;24;74;27;23;0;0;0;0;0;0;0
2019-08-22 09:00:00;18;16;26;29;7;12;24;20;29;15;1;0;0;0;1;0;0
2019-08-22 09:15:00;31;13;26;30;11;17;26;21;32;23;0;0;0;0;0;1;0
2019-08-22 09:30:00;37;28;19;21;12;20;18;33;28;31;0;0;0;0;0;0;0
2019-08-22 09:45:00;39;25;34;23;4;21;18;31;25;26;0;0;1;5;0;0;0
2019-08-22 10:00:00;33;23;23;16;9;17;22;35;39;34;0;0;0;0;0;2;0
2019-08-22 10:15:00;34;28;23;25;12;15;21;32;38;31;0;0;0;0;0;1;0
2019-08-22 10:30:00;31;31;23;17;13;13;21;73;26;33;0;0;1;0;0;0;0
2019-08-22 10:45:00;36;30;28;23;6;17;23;30;26;22;0;0;0;0;0;0;0
2019-08-22 11:00:00;37;29;22;19;8;18;18;32;32;36;0;0;0;0;5;0;0
2019-08-22 11:15:00;40;25;28;26;20;18;30;35;38;34;0;1;0;0;1;1;0
2019-08-22 11:30:00;36;18;25;23;9;16;27;24;26;30;2;0;0;1;0;0;0
2019-08-22 11:45:00;40;17;25;27;13;19;31;37;36;28;0;0;3;0;2;0;0
2019-08-22 12:00:00;42;26;22;23;12;16;27;35;37;35;0;0;3;0;0;0;0
2019-08-22 12:15:00;32;25;22;18;14;16;25;36;41;33;1;0;0;1;0;0;0
2019-08-22 12:30:00;37;26;32;28;12;10;24;28;36;27;0;0;17;0;3;4;0
2019-08-22 12:45:00;44;11;25;24;12;15;25;25;28;29;0;0;0;0;6;1;0
2019-08-22 13:00:00;35;26;27;22;11;18;23;28;30;32;0;0;0;0;0;0;0
2019-08-22 13:15:00;34;23;29;17;8;27;19;33;40;44;3;2;0;1;1;0;0
2019-08-22 13:30:00;41;28;24;25;39;11;27;24;42;37;0;0;0;0;0;0;0
2019-08-22 13:45:00;37;23;34;27;12;16;17;37;31;42;0;1;4;0;0;0;0
2019-08-22 14:00:00;56;18;22;24;54;22;28;42;43;49;3;0;1;0;1;2;0
2019-08-22 14:15:00;46;27;21;20;15;19;26;35;38;53;0;1;20;0;2;0;0
2019-08-22 14:30:00;49;32;30;22;13;27;21;48;53;65;0;0;0;0;0;0;0
2019-08-22 14:45:00;33;28;28;15;51;27;36;38;39;38;0;0;1;0;0;0;0
2019-08-22 15:00:00;36;33;22;24;50;16;33;42;73;54;0;0;0;0;2;2;0
2019-08-22 15:15:00;44;32;18;16;83;13;31;62;80;87;21;0;0;2;1;0;0
2019-08-22 15:30:00;42;23;24;23;58;15;28;37;38;54;0;0;0;0;0;0;0
2019-08-22 15:45:00;51;24;30;24;48;17;36;43;54;62;7;0;2;2;0;41;0
2019-08-22 16:00:00;38;26;22;25;6;12;26;55;65;59;1;0;0;0;0;0;0
2019-08-22 16:15:00;45;32;25;30;12;15;30;61;63;60;0;0;1;0;1;0;1
2019-08-22 16:30:00;41;41;23;19;10;25;42;63;80;71;0;0;3;0;3;0;0
2019-08-22 16:45:00;51;28;24;23;12;19;26;43;57;55;0;0;2;0;6;0;0
2019-08-22 17:00:00;37;36;14;23;11;17;32;50;66;59;0;0;0;0;0;0;0
2019-08-22 17:15:00;41;33;20;23;17;25;27;46;54;46;0;0;3;1;0;15;0
2019-08-22 17:30:00;45;33;30;29;67;24;32;58;66;48;0;1;2;0;0;9;0
2019-08-22 17:45:00;36;27;15;21;15;16;31;52;70;41;0;0;0;0;5;0;0
2019-08-22 18:00:00;37;23;24;26;15;11;22;30;35;22;0;0;0;0;3;0;0
2019-08-22 18:15:00;47;13;14;22;11;21;23;32;29;35;0;0;0;0;4;0;0
2019-08-22 18:30:00;41;28;16;32;21;22;26;38;28;34;0;0;0;0;5;0;0
2019-08-22 18:45:00;46;31;24;23;9;14;34;41;30;24;0;0;1;0;1;0;0
2019-08-22 19:00:00;38;25;20;16;15;17;22;27;28;21;5;0;2;0;0;0;0
2019-08-22 19:15:00;24;25;24;25;10;10;26;29;33;30;0;0;3;0;2;2;2
2019-08-22 19:30:00;31;18;12;10;13;8;15;23;21;23;0;0;0;0;4;4;0
2019-08-22 19:45:00;19;16;25;25;12;20;15;24;21;15;1;0;3;0;0;0;0
2019-08-22 20:00:00;22;17;18;17;9;16;21;20;21;23;0;0;0;1;1;1;0
2019-08-22 20:15:00;28;14;17;12;11;11;24;21;22;11;0;2;0;0;0;2;0
2019-08-22 20:30:00;26;4;12;12;10;17;17;15;12;18;0;3;10;2;0;0;0
2019-08-22 20:45:00;22;19;11;15;10;17;23;16;16;18;0;0;1;0;0;0;0
2019-08-22 21:00:00;25;5;13;18;16;11;12;12;23;11;0;0;0;0;0;0;0
2019-08-22 21:15:00;16;7;13;16;7;6;8;14;15;11;0;0;0;0;0;0;0
2019-08-22 21:30:00;19;11;17;6;6;8;14;11;18;17;0;0;0;0;0;0;0
2019-08-22 21:45:00;18;11;15;15;6;5;8;10;10;18;0;0;0;0;0;0;0
2019-08-22 22:00:00;15;10;14;8;7;2;10;20;23;28;0;0;0;0;3;0;0
2019-08-22 22:15:00;14;10;10;7;5;7;8;11;10;5;0;0;1;0;0;0;0
2019-08-22 22:30:00;12;10;10;9;7;8;6;15;10;13;1;2;1;0;0;0;0
2019-08-22 22:45:00;12;4;17;11;7;3;9;6;6;6;0;0;0;0;0;0;0
2019-08-22 23:00:00;14;5;4;9;3;4;6;4;6;10;0;0;0;0;0;0;0
2019-08-22 23:15:00;8;11;6;10;5;2;3;2;3;7;0;0;1;0;0;0;0
2019-08-22 23:30:00;7;2;7;11;5;1;4;5;7;4;0;0;0;0;0;0;0
2019-08-22 23:45:00;5;5;6;9;4;6;7;4;6;3;0;2;0;0;0;0;0
