DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-08-03 00:00:00;1;2;4;2;0;2;0;0;0;0;0;0
2020-08-03 00:15:00;4;4;5;2;5;3;0;0;0;0;0;0
2020-08-03 00:30:00;1;1;6;0;0;5;0;0;0;0;0;0
2020-08-03 00:45:00;2;4;8;0;0;5;0;0;0;0;0;0
2020-08-03 01:00:00;0;0;3;0;0;3;0;0;0;0;0;0
2020-08-03 01:15:00;1;2;3;3;0;2;0;0;0;0;0;0
2020-08-03 01:30:00;1;3;2;0;0;0;0;0;0;0;0;0
2020-08-03 01:45:00;1;0;0;1;0;0;0;0;0;0;0;0
2020-08-03 02:00:00;0;0;2;0;0;2;0;0;0;0;0;0
2020-08-03 02:15:00;0;2;3;0;0;1;0;0;0;0;0;0
2020-08-03 02:30:00;1;1;2;0;0;1;0;0;0;0;0;0
2020-08-03 02:45:00;1;1;2;0;0;1;0;0;0;0;0;0
2020-08-03 03:00:00;1;1;0;0;0;0;0;0;0;0;0;0
2020-08-03 03:15:00;0;1;2;0;0;1;0;0;0;0;0;0
2020-08-03 03:30:00;1;1;0;0;0;0;0;0;0;0;0;0
2020-08-03 03:45:00;0;0;2;0;0;2;0;0;0;0;0;0
2020-08-03 04:00:00;0;0;3;0;0;3;0;0;0;0;0;0
2020-08-03 04:15:00;0;4;4;0;0;0;0;0;0;0;0;0
2020-08-03 04:30:00;1;0;2;1;0;1;0;0;0;0;0;0
2020-08-03 04:45:00;2;2;5;0;0;3;0;0;0;0;0;0
2020-08-03 05:00:00;4;3;3;0;0;1;0;0;0;0;0;0
2020-08-03 05:15:00;5;3;5;0;0;3;0;0;0;0;0;0
2020-08-03 05:30:00;10;8;13;0;3;6;0;0;0;0;0;0
2020-08-03 05:45:00;13;16;25;0;4;15;0;0;0;0;0;0
2020-08-03 06:00:00;20;20;29;1;7;14;0;0;0;0;0;0
2020-08-03 06:15:00;19;22;35;9;5;16;0;0;0;0;0;0
2020-08-03 06:30:00;31;31;58;10;10;37;0;0;0;0;0;0
2020-08-03 06:45:00;36;38;44;14;7;30;0;0;0;0;0;0
2020-08-03 07:00:00;30;45;60;31;8;33;0;0;0;0;0;0
2020-08-03 07:15:00;43;67;72;32;6;36;2;0;0;0;0;0
2020-08-03 07:30:00;48;56;85;29;9;47;0;0;0;0;0;0
2020-08-03 07:45:00;55;64;84;26;7;59;0;0;2;0;0;0
2020-08-03 08:00:00;54;56;63;25;7;44;1;0;0;1;0;0
2020-08-03 08:15:00;62;59;72;8;7;50;0;0;0;0;0;0
2020-08-03 08:30:00;55;50;60;10;9;35;1;0;0;0;0;0
2020-08-03 08:45:00;43;58;79;21;5;47;0;0;0;1;0;0
2020-08-03 09:00:00;38;41;65;7;7;33;0;0;0;0;0;0
2020-08-03 09:15:00;51;48;84;10;6;45;2;0;0;0;0;0
2020-08-03 09:30:00;42;34;68;11;9;57;1;0;0;0;0;0
2020-08-03 09:45:00;50;54;96;17;5;55;3;0;1;0;0;0
2020-08-03 10:00:00;40;31;79;10;6;53;0;0;0;0;0;0
2020-08-03 10:15:00;35;35;64;11;7;53;0;0;1;0;0;0
2020-08-03 10:30:00;45;55;93;7;7;59;0;0;0;0;0;0
2020-08-03 10:45:00;51;48;93;15;7;62;0;0;0;0;0;0
2020-08-03 11:00:00;38;53;105;17;6;73;1;0;0;0;0;0
2020-08-03 11:15:00;47;40;86;21;7;53;0;0;0;0;0;0
2020-08-03 11:30:00;38;40;83;9;10;64;0;0;1;0;0;0
2020-08-03 11:45:00;34;38;88;17;8;60;1;0;0;0;0;0
2020-08-03 12:00:00;33;30;80;19;7;54;0;0;0;0;0;0
2020-08-03 12:15:00;45;39;70;24;7;54;0;0;0;0;0;0
2020-08-03 12:30:00;38;42;84;18;9;49;2;1;4;0;0;0
2020-08-03 12:45:00;30;32;101;10;6;69;0;0;2;0;0;0
2020-08-03 13:00:00;34;34;70;16;7;47;0;0;1;1;0;0
2020-08-03 13:15:00;39;35;84;18;8;56;0;0;0;0;0;0
2020-08-03 13:30:00;45;44;94;20;9;66;0;0;1;0;0;0
2020-08-03 13:45:00;51;44;78;14;5;52;0;0;0;0;0;0
2020-08-03 14:00:00;41;39;89;11;8;64;0;0;0;0;0;0
2020-08-03 14:15:00;46;51;92;18;6;73;0;0;0;0;0;0
2020-08-03 14:30:00;39;50;111;29;7;67;1;2;2;1;0;0
2020-08-03 14:45:00;31;41;66;19;7;59;0;0;2;0;0;0
2020-08-03 15:00:00;43;32;80;13;7;63;0;0;0;0;0;0
2020-08-03 15:15:00;39;43;92;18;6;73;2;0;0;0;0;0
2020-08-03 15:30:00;46;54;113;17;9;79;0;0;0;0;0;0
2020-08-03 15:45:00;36;57;102;17;5;78;0;0;4;0;0;0
2020-08-03 16:00:00;42;53;130;37;8;104;0;0;0;0;0;0
2020-08-03 16:15:00;43;43;132;46;7;104;0;0;0;0;0;0
2020-08-03 16:30:00;49;44;169;38;9;137;0;0;2;0;0;0
2020-08-03 16:45:00;49;41;127;22;7;103;0;0;0;0;0;0
2020-08-03 17:00:00;38;34;123;25;7;107;0;0;22;0;0;0
2020-08-03 17:15:00;42;38;100;15;7;91;0;0;0;0;0;0
2020-08-03 17:30:00;38;42;114;10;7;97;0;0;0;0;0;0
2020-08-03 17:45:00;44;39;108;13;7;80;0;0;0;0;0;0
2020-08-03 18:00:00;39;37;110;25;8;84;0;0;0;0;0;0
2020-08-03 18:15:00;27;38;90;30;7;75;0;0;0;0;0;0
2020-08-03 18:30:00;22;34;64;21;7;46;0;0;1;0;0;0
2020-08-03 18:45:00;24;34;63;20;8;47;0;0;0;0;0;0
2020-08-03 19:00:00;20;35;68;14;7;44;0;0;0;0;0;0
2020-08-03 19:15:00;23;37;61;21;9;44;1;0;0;0;0;0
2020-08-03 19:30:00;13;17;48;15;9;38;0;0;0;0;0;0
2020-08-03 19:45:00;20;20;46;4;5;31;0;0;0;0;0;0
2020-08-03 20:00:00;16;22;36;3;5;25;0;0;0;0;0;0
2020-08-03 20:15:00;10;16;45;3;8;26;0;0;0;0;0;0
2020-08-03 20:30:00;12;17;40;1;5;27;0;0;0;0;0;0
2020-08-03 20:45:00;8;15;34;4;3;18;0;0;0;0;0;0
2020-08-03 21:00:00;9;16;38;12;4;23;0;0;0;0;0;0
2020-08-03 21:15:00;6;7;21;6;2;12;0;0;0;0;0;0
2020-08-03 21:30:00;11;16;27;4;1;12;0;0;0;0;0;0
2020-08-03 21:45:00;9;11;22;2;1;10;0;0;0;0;0;0
2020-08-03 22:00:00;6;14;34;0;3;25;0;0;0;0;0;0
2020-08-03 22:15:00;4;6;33;7;2;26;0;0;0;0;0;0
2020-08-03 22:30:00;7;6;39;38;4;20;0;0;0;0;0;0
2020-08-03 22:45:00;8;11;30;19;0;10;1;0;0;0;0;0
2020-08-03 23:00:00;4;8;17;3;4;9;1;0;0;0;0;0
2020-08-03 23:15:00;3;2;6;1;1;3;0;0;0;0;0;0
2020-08-03 23:30:00;0;2;9;3;1;6;0;0;0;0;0;0
2020-08-03 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
