DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-04-07 00:00:00;3;2;0;0;6;3;0;6;2;0;0
2020-04-07 00:15:00;3;3;0;0;7;7;0;10;8;0;0
2020-04-07 00:30:00;4;4;0;0;5;5;0;3;5;0;0
2020-04-07 00:45:00;4;3;1;0;8;7;1;8;7;0;0
2020-04-07 01:00:00;4;4;1;0;5;3;0;3;3;0;0
2020-04-07 01:15:00;4;5;0;0;6;0;0;6;2;0;0
2020-04-07 01:30:00;7;5;2;0;5;1;0;4;2;0;0
2020-04-07 01:45:00;4;4;0;0;3;0;0;2;1;0;0
2020-04-07 02:00:00;3;7;2;0;3;2;1;4;2;0;0
2020-04-07 02:15:00;5;4;0;0;3;0;0;3;0;0;0
2020-04-07 02:30:00;9;7;1;0;2;0;0;2;2;0;0
2020-04-07 02:45:00;2;2;1;1;5;2;0;4;2;0;0
2020-04-07 03:00:00;4;3;0;0;3;4;0;3;3;0;0
2020-04-07 03:15:00;6;1;0;0;4;1;0;3;3;1;0
2020-04-07 03:30:00;0;3;0;0;5;6;0;5;6;0;0
2020-04-07 03:45:00;8;5;0;1;5;3;0;4;2;0;0
2020-04-07 04:00:00;5;6;0;0;3;3;0;3;4;0;0
2020-04-07 04:15:00;7;4;0;0;10;4;0;8;10;0;0
2020-04-07 04:30:00;12;11;1;0;3;2;0;3;3;0;0
2020-04-07 04:45:00;15;14;0;0;6;8;0;6;8;0;0
2020-04-07 05:00:00;22;21;2;0;13;6;0;11;11;0;0
2020-04-07 05:15:00;22;28;1;1;16;9;0;15;10;0;0
2020-04-07 05:30:00;48;50;6;3;27;8;0;22;15;0;0
2020-04-07 05:45:00;44;58;6;2;38;17;1;36;22;0;0
2020-04-07 06:00:00;35;42;11;3;42;29;2;42;39;0;0
2020-04-07 06:15:00;52;60;21;2;70;39;4;70;48;1;0
2020-04-07 06:30:00;75;91;29;6;92;64;8;98;67;1;26
2020-04-07 06:45:00;69;78;18;10;86;58;5;89;62;1;8
