DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-07-30 00:00:00;5;5;18;9;0;12;0;0;0;0;0;0
2020-07-30 00:15:00;4;5;13;2;5;11;0;0;0;0;0;0
2020-07-30 00:30:00;0;2;10;8;0;6;2;0;0;0;0;0
2020-07-30 00:45:00;2;4;8;2;0;5;0;0;0;0;0;0
2020-07-30 01:00:00;2;2;7;1;0;2;1;0;0;0;0;0
2020-07-30 01:15:00;2;1;1;0;0;1;0;0;0;0;0;0
2020-07-30 01:30:00;0;4;6;2;0;4;0;0;0;0;0;0
2020-07-30 01:45:00;0;2;5;0;0;3;0;0;0;0;0;0
2020-07-30 02:00:00;2;3;4;0;0;2;0;0;0;0;0;0
2020-07-30 02:15:00;0;2;3;0;0;2;0;0;0;0;0;0
2020-07-30 02:30:00;0;0;0;1;0;0;0;0;0;0;0;0
2020-07-30 02:45:00;0;1;3;0;0;2;0;0;0;0;0;0
2020-07-30 03:00:00;2;3;3;1;0;1;0;0;0;0;0;0
2020-07-30 03:15:00;1;1;0;0;0;1;0;0;0;0;0;0
2020-07-30 03:30:00;0;0;0;0;0;1;0;0;0;0;0;0
2020-07-30 03:45:00;0;0;1;0;0;1;0;0;0;0;0;0
2020-07-30 04:00:00;0;0;1;0;0;1;0;0;0;0;0;0
2020-07-30 04:15:00;1;2;4;0;0;3;0;0;0;0;0;0
2020-07-30 04:30:00;0;1;3;0;0;2;0;0;0;0;0;0
2020-07-30 04:45:00;1;3;4;0;1;2;0;0;0;0;0;0
2020-07-30 05:00:00;3;5;8;0;0;3;0;0;0;0;0;0
2020-07-30 05:15:00;4;4;7;0;1;6;0;0;0;0;0;0
2020-07-30 05:30:00;12;11;13;1;3;8;0;0;0;0;0;0
2020-07-30 05:45:00;13;14;24;2;4;10;0;0;0;0;0;0
2020-07-30 06:00:00;13;12;26;3;9;17;0;0;0;0;0;0
2020-07-30 06:15:00;19;30;43;4;5;23;0;0;0;0;0;0
2020-07-30 06:30:00;27;30;38;13;10;30;0;0;0;0;0;0
2020-07-30 06:45:00;25;36;43;15;5;28;0;0;0;0;0;0
2020-07-30 07:00:00;25;52;57;30;9;29;0;0;0;0;0;0
2020-07-30 07:15:00;38;71;69;25;6;37;0;0;0;0;0;0
2020-07-30 07:30:00;43;49;69;34;12;47;0;0;0;0;0;0
2020-07-30 07:45:00;55;62;76;13;6;45;0;0;0;0;0;0
2020-07-30 08:00:00;44;43;58;16;7;35;1;0;0;0;0;0
2020-07-30 08:15:00;41;45;58;8;8;33;2;0;0;0;0;0
2020-07-30 08:30:00;51;39;70;15;7;52;3;0;1;1;0;0
2020-07-30 08:45:00;53;57;76;18;7;52;0;0;0;0;0;0
2020-07-30 09:00:00;44;48;71;14;6;53;0;0;0;0;0;0
2020-07-30 09:15:00;53;50;71;15;7;45;1;0;2;0;0;0
2020-07-30 09:30:00;47;62;69;12;9;37;1;1;0;0;0;0
2020-07-30 09:45:00;39;49;67;15;6;43;1;0;27;0;0;0
2020-07-30 10:00:00;27;34;73;11;8;55;1;0;0;0;0;0
2020-07-30 10:15:00;39;33;68;18;5;67;1;0;0;0;0;0
2020-07-30 10:30:00;44;47;71;17;5;53;0;0;0;0;0;0
2020-07-30 10:45:00;42;38;63;15;10;46;2;1;2;0;0;0
2020-07-30 11:00:00;30;29;77;16;7;63;0;0;0;0;0;0
2020-07-30 11:15:00;43;39;65;15;5;46;5;0;0;0;0;0
2020-07-30 11:30:00;38;45;79;9;11;58;0;0;1;2;0;0
2020-07-30 11:45:00;42;51;90;24;5;70;0;0;2;0;0;0
2020-07-30 12:00:00;33;40;96;20;7;75;0;0;7;1;0;0
2020-07-30 12:15:00;29;31;73;23;10;62;0;0;2;0;0;0
2020-07-30 12:30:00;31;38;59;14;7;55;0;0;0;0;0;0
2020-07-30 12:45:00;33;44;76;15;7;62;0;0;0;1;0;0
2020-07-30 13:00:00;30;33;73;14;8;60;1;0;2;0;0;0
2020-07-30 13:15:00;32;33;59;14;7;46;1;0;3;0;0;0
2020-07-30 13:30:00;33;39;91;20;8;52;1;0;0;0;0;0
2020-07-30 13:45:00;45;46;75;23;4;54;0;0;0;0;0;0
2020-07-30 14:00:00;29;37;80;12;10;59;0;0;0;0;0;0
2020-07-30 14:15:00;36;33;66;7;5;55;1;5;0;0;0;0
2020-07-30 14:30:00;31;35;83;16;10;72;0;0;2;0;0;0
2020-07-30 14:45:00;36;34;65;10;6;60;0;1;1;0;0;0
2020-07-30 15:00:00;31;34;77;11;9;61;1;0;0;0;0;0
2020-07-30 15:15:00;31;42;85;14;6;77;1;0;0;0;0;0
2020-07-30 15:30:00;37;41;95;14;11;85;0;0;0;0;0;0
2020-07-30 15:45:00;38;44;82;18;6;76;1;0;3;0;0;0
2020-07-30 16:00:00;44;40;97;25;8;81;2;0;0;0;0;0
2020-07-30 16:15:00;31;47;129;58;5;93;1;0;0;0;0;0
2020-07-30 16:30:00;39;46;82;29;8;87;0;0;4;0;0;0
