DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-03-01 00:00:00;10;19;15;19;1;2;0
2020-03-01 00:15:00;19;24;23;18;4;6;0
2020-03-01 00:30:00;32;23;21;18;3;2;0
2020-03-01 00:45:00;21;22;14;15;1;0;0
2020-03-01 01:00:00;15;17;16;13;3;2;0
2020-03-01 01:15:00;25;19;15;13;3;2;0
2020-03-01 01:30:00;8;18;16;19;4;0;0
2020-03-01 01:45:00;17;24;12;8;0;3;0
2020-03-01 02:00:00;10;13;11;9;1;3;0
2020-03-01 02:15:00;14;12;6;10;3;5;0
2020-03-01 02:30:00;14;14;15;14;1;1;0
2020-03-01 02:45:00;5;12;9;9;2;0;0
2020-03-01 03:00:00;15;14;5;9;0;1;0
2020-03-01 03:15:00;10;9;10;4;0;1;0
2020-03-01 03:30:00;5;7;10;6;1;0;0
2020-03-01 03:45:00;12;15;8;6;1;1;0
2020-03-01 04:00:00;6;7;4;9;2;1;0
2020-03-01 04:15:00;5;7;5;5;0;1;0
2020-03-01 04:30:00;7;10;10;2;2;1;0
2020-03-01 04:45:00;8;7;9;7;3;4;0
2020-03-01 05:00:00;7;5;18;9;1;2;0
2020-03-01 05:15:00;12;17;19;8;1;2;0
2020-03-01 05:30:00;13;15;23;19;0;2;0
2020-03-01 05:45:00;13;11;15;15;3;1;0
2020-03-01 06:00:00;15;12;13;9;0;3;0
2020-03-01 06:15:00;10;19;12;11;2;1;0
2020-03-01 06:30:00;16;14;11;9;3;5;0
2020-03-01 06:45:00;15;13;9;7;1;4;0
2020-03-01 07:00:00;14;12;13;11;1;2;0
2020-03-01 07:15:00;10;17;12;7;4;3;0
2020-03-01 07:30:00;14;20;20;10;1;4;0
2020-03-01 07:45:00;14;7;22;12;5;4;0
2020-03-01 08:00:00;20;23;33;22;3;5;0
2020-03-01 08:15:00;19;28;27;16;3;0;0
2020-03-01 08:30:00;25;31;34;19;3;5;0
2020-03-01 08:45:00;44;29;34;32;2;4;0
2020-03-01 09:00:00;26;40;31;32;16;4;0
2020-03-01 09:15:00;32;53;34;46;3;6;0
2020-03-01 09:30:00;46;60;53;51;11;6;0
2020-03-01 09:45:00;45;51;77;67;17;5;0
2020-03-01 10:00:00;44;50;60;63;13;8;0
2020-03-01 10:15:00;54;61;52;55;11;12;0
2020-03-01 10:30:00;39;51;43;60;16;12;0
2020-03-01 10:45:00;49;83;60;64;13;4;0
2020-03-01 11:00:00;43;58;57;63;13;10;0
2020-03-01 11:15:00;58;81;68;59;11;15;0
2020-03-01 11:30:00;70;77;71;51;14;8;1
2020-03-01 11:45:00;64;87;69;71;10;15;2
2020-03-01 12:00:00;59;80;65;62;6;17;0
2020-03-01 12:15:00;69;95;78;70;15;11;0
2020-03-01 12:30:00;54;85;79;58;0;13;0
2020-03-01 12:45:00;36;80;58;58;5;6;0
2020-03-01 13:00:00;65;76;69;72;3;13;0
2020-03-01 13:15:00;73;99;76;83;9;13;0
2020-03-01 13:30:00;69;80;68;78;9;11;0
2020-03-01 13:45:00;70;101;97;85;17;14;0
2020-03-01 14:00:00;83;104;75;74;15;15;0
2020-03-01 14:15:00;74;109;82;78;10;16;0
2020-03-01 14:30:00;68;101;72;74;5;13;0
2020-03-01 14:45:00;60;83;84;77;5;23;0
2020-03-01 15:00:00;64;88;86;89;10;16;0
2020-03-01 15:15:00;67;99;85;98;5;18;0
2020-03-01 15:30:00;73;92;76;70;9;19;0
2020-03-01 15:45:00;68;82;71;81;12;14;0
2020-03-01 16:00:00;63;88;78;78;7;18;0
2020-03-01 16:15:00;72;96;67;73;7;9;0
2020-03-01 16:30:00;63;89;86;97;8;18;0
2020-03-01 16:45:00;69;92;81;95;10;15;0
2020-03-01 17:00:00;67;94;80;90;11;9;0
2020-03-01 17:15:00;73;101;84;88;19;16;0
2020-03-01 17:30:00;70;91;74;79;9;16;0
2020-03-01 17:45:00;66;95;109;107;12;24;0
2020-03-01 18:00:00;63;86;75;76;7;10;0
2020-03-01 18:15:00;67;96;85;106;17;9;0
2020-03-01 18:30:00;73;81;66;76;29;13;0
2020-03-01 18:45:00;64;81;75;92;7;15;0
2020-03-01 19:00:00;55;81;75;70;9;19;0
2020-03-01 19:15:00;46;75;68;75;8;14;0
2020-03-01 19:30:00;56;72;68;74;9;6;0
2020-03-01 19:45:00;39;59;52;53;8;14;0
2020-03-01 20:00:00;49;64;77;60;13;23;0
2020-03-01 20:15:00;53;69;52;52;9;10;0
2020-03-01 20:30:00;44;77;58;66;4;7;0
2020-03-01 20:45:00;43;51;47;33;2;14;0
2020-03-01 21:00:00;45;62;64;48;5;13;0
2020-03-01 21:15:00;38;50;56;34;2;6;0
2020-03-01 21:30:00;28;39;66;24;3;6;0
2020-03-01 21:45:00;32;34;44;21;2;9;0
2020-03-01 22:00:00;39;45;32;35;2;5;0
2020-03-01 22:15:00;28;34;26;16;1;4;0
2020-03-01 22:30:00;28;35;32;33;1;4;0
2020-03-01 22:45:00;17;20;22;13;5;2;0
2020-03-01 23:00:00;21;35;20;28;3;3;0
2020-03-01 23:15:00;8;17;17;19;1;1;0
2020-03-01 23:30:00;14;22;19;14;0;2;0
2020-03-01 23:45:00;3;4;15;17;1;1;0
