DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-11-30 00:00:00;0;0;1;1;0;0;0;0;0;0
2020-11-30 00:15:00;4;3;1;0;0;0;0;0;0;0
2020-11-30 00:30:00;0;1;1;2;1;1;0;0;0;0
2020-11-30 00:45:00;1;1;1;1;0;0;0;0;0;0
2020-11-30 01:00:00;2;2;0;0;2;1;0;0;0;0
2020-11-30 01:15:00;1;0;0;0;0;0;0;0;0;0
2020-11-30 01:30:00;0;0;0;1;0;1;0;0;0;0
2020-11-30 01:45:00;1;1;0;0;0;0;0;0;0;0
2020-11-30 02:00:00;0;0;0;0;0;1;0;0;0;0
2020-11-30 02:15:00;0;0;0;0;0;0;0;0;0;0
2020-11-30 02:30:00;0;2;1;3;0;0;0;0;0;0
2020-11-30 02:45:00;1;1;0;0;1;0;0;0;0;0
2020-11-30 03:00:00;0;0;0;0;0;0;0;0;0;0
2020-11-30 03:15:00;0;0;0;0;0;2;0;0;0;0
2020-11-30 03:30:00;0;0;0;2;0;0;0;0;0;0
2020-11-30 03:45:00;0;0;0;0;0;1;0;0;0;0
2020-11-30 04:00:00;0;1;0;0;3;1;0;0;0;0
2020-11-30 04:15:00;0;0;0;0;1;0;0;0;0;0
2020-11-30 04:30:00;0;1;1;2;1;0;0;0;0;0
2020-11-30 04:45:00;1;0;0;1;0;3;0;0;0;0
2020-11-30 05:00:00;0;1;1;1;2;0;0;0;0;0
2020-11-30 05:15:00;0;5;3;5;5;5;0;0;0;0
2020-11-30 05:30:00;7;6;3;9;3;10;0;0;0;0
2020-11-30 05:45:00;4;7;7;9;10;22;0;0;0;0
2020-11-30 06:00:00;13;13;11;5;12;22;0;0;0;0
2020-11-30 06:15:00;13;22;16;10;16;31;0;0;0;0
2020-11-30 06:30:00;14;21;17;17;30;35;0;0;0;0
2020-11-30 06:45:00;9;19;25;17;32;42;0;0;0;0
2020-11-30 07:00:00;9;23;33;17;31;70;0;0;0;0
2020-11-30 07:15:00;23;36;89;23;26;88;0;0;0;0
2020-11-30 07:30:00;54;64;116;40;55;111;0;0;0;0
2020-11-30 07:45:00;64;71;89;36;49;126;0;0;0;0
2020-11-30 08:00:00;24;47;43;35;40;107;0;0;0;0
2020-11-30 08:15:00;25;38;36;22;43;63;0;0;0;0
2020-11-30 08:30:00;24;24;29;26;39;44;0;0;0;0
2020-11-30 08:45:00;22;27;32;33;35;50;0;0;0;0
2020-11-30 09:00:00;19;26;31;45;20;37;0;0;0;0
2020-11-30 09:15:00;20;29;27;37;31;34;0;0;0;0
2020-11-30 09:30:00;27;26;31;41;37;43;0;0;0;0
2020-11-30 09:45:00;24;28;23;49;31;38;0;0;0;0
2020-11-30 10:00:00;21;31;26;38;28;30;0;0;0;0
2020-11-30 10:15:00;11;35;43;55;24;28;0;0;0;0
2020-11-30 10:30:00;27;32;31;57;29;42;0;0;0;0
2020-11-30 10:45:00;23;23;39;55;33;35;0;0;0;0
2020-11-30 11:00:00;25;25;26;70;29;28;0;0;0;0
2020-11-30 11:15:00;40;28;41;54;28;36;0;0;0;0
2020-11-30 11:30:00;39;39;24;49;28;20;0;0;0;0
2020-11-30 11:45:00;38;48;39;44;32;35;0;0;0;0
2020-11-30 12:00:00;47;50;24;49;32;20;0;0;0;0
2020-11-30 12:15:00;47;47;34;53;27;24;0;0;0;0
2020-11-30 12:30:00;41;40;37;56;15;45;0;0;0;0
2020-11-30 12:45:00;44;42;52;57;24;46;0;0;0;0
2020-11-30 13:00:00;79;77;40;52;29;42;0;0;0;0
2020-11-30 13:15:00;52;54;26;55;23;34;0;0;0;0
2020-11-30 13:30:00;39;33;34;59;28;42;0;0;0;0
2020-11-30 13:45:00;61;44;38;40;34;35;0;0;0;0
2020-11-30 14:00:00;51;69;35;46;29;35;0;0;0;0
2020-11-30 14:15:00;43;43;23;43;26;35;0;0;0;0
2020-11-30 14:30:00;70;89;33;60;14;42;0;0;0;0
2020-11-30 14:45:00;62;78;40;50;20;38;0;0;0;0
2020-11-30 15:00:00;92;101;47;76;30;28;0;0;0;0
2020-11-30 15:15:00;64;71;41;48;20;46;0;0;0;0
2020-11-30 15:30:00;71;91;42;49;24;29;0;0;0;0
2020-11-30 15:45:00;64;83;61;68;31;25;0;0;0;0
2020-11-30 16:00:00;77;101;63;74;30;41;0;0;0;0
2020-11-30 16:15:00;94;91;47;57;22;39;0;0;0;0
2020-11-30 16:30:00;92;99;40;312;24;29;0;0;0;0
2020-11-30 16:45:00;71;91;47;549;14;25;0;0;0;0
2020-11-30 17:00:00;77;91;59;75;24;33;0;0;0;0
2020-11-30 17:15:00;63;78;55;51;14;17;0;0;0;0
2020-11-30 17:30:00;62;105;43;62;22;27;0;0;0;0
2020-11-30 17:45:00;67;67;36;45;20;38;0;0;0;0
2020-11-30 18:00:00;72;75;40;46;12;26;0;0;0;0
2020-11-30 18:15:00;35;49;30;38;14;23;0;0;0;0
2020-11-30 18:30:00;39;32;16;51;13;19;0;0;0;0
2020-11-30 18:45:00;23;24;15;34;11;14;0;0;0;0
2020-11-30 19:00:00;18;21;7;21;10;16;0;0;0;0
2020-11-30 19:15:00;16;21;7;29;16;16;0;0;0;0
2020-11-30 19:30:00;13;15;11;20;15;20;0;0;0;0
2020-11-30 19:45:00;17;20;7;34;7;12;0;0;0;0
2020-11-30 20:00:00;21;11;15;20;8;13;0;0;0;0
2020-11-30 20:15:00;15;14;7;26;7;11;0;0;0;0
2020-11-30 20:30:00;14;11;12;11;1;12;0;0;0;0
2020-11-30 20:45:00;12;6;8;11;8;4;0;0;0;0
2020-11-30 21:00:00;12;4;14;8;4;7;0;0;0;0
2020-11-30 21:15:00;8;9;7;5;1;6;0;0;0;0
2020-11-30 21:30:00;6;6;8;12;1;2;0;0;0;0
2020-11-30 21:45:00;6;8;4;10;5;8;0;0;0;0
2020-11-30 22:00:00;7;7;4;5;6;4;0;0;0;0
2020-11-30 22:15:00;2;4;1;4;1;3;0;0;0;0
2020-11-30 22:30:00;4;3;1;2;2;6;0;0;0;0
2020-11-30 22:45:00;1;4;2;3;3;2;0;0;0;0
2020-11-30 23:00:00;7;5;0;2;1;4;0;0;0;0
2020-11-30 23:15:00;1;1;0;2;1;2;0;0;0;0
2020-11-30 23:30:00;2;2;1;2;1;0;0;0;0;0
2020-11-30 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
