DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2019-11-01 00:00:00;4;10;1;3;1;0;1;4;6;0;0;0;0;0
2019-11-01 00:15:00;1;8;2;1;0;0;0;7;10;0;0;0;0;0
2019-11-01 00:30:00;5;12;0;0;0;1;1;6;5;0;0;0;0;0
2019-11-01 00:45:00;1;3;0;0;0;1;1;3;6;0;0;0;0;0
2019-11-01 01:00:00;1;8;1;1;0;1;0;0;5;0;0;0;0;0
2019-11-01 01:15:00;2;4;2;3;0;0;0;8;11;0;0;0;0;0
2019-11-01 01:30:00;5;11;1;1;1;0;0;1;9;0;0;0;0;0
2019-11-01 01:45:00;1;12;4;5;1;1;0;4;8;0;0;0;0;0
2019-11-01 02:00:00;2;4;0;0;0;1;1;1;0;0;0;0;0;0
2019-11-01 02:15:00;4;9;1;2;0;0;0;3;5;0;0;0;0;0
2019-11-01 02:30:00;0;4;0;0;0;0;0;0;6;0;0;0;0;0
2019-11-01 02:45:00;1;2;0;0;0;0;0;0;5;0;0;0;0;0
2019-11-01 03:00:00;2;5;0;0;2;0;1;1;2;0;0;0;0;0
2019-11-01 03:15:00;2;6;3;1;0;2;0;0;6;0;0;0;0;0
2019-11-01 03:30:00;7;8;2;3;0;0;0;1;4;0;0;0;0;0
2019-11-01 03:45:00;2;3;0;0;0;0;0;1;2;0;0;0;0;0
2019-11-01 04:00:00;1;2;0;1;1;1;0;0;1;0;0;0;0;0
2019-11-01 04:15:00;3;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-01 04:30:00;2;2;0;0;0;1;0;0;1;0;0;0;0;0
2019-11-01 04:45:00;1;3;0;0;0;0;0;1;3;0;0;0;0;0
2019-11-01 05:00:00;4;4;0;0;0;1;0;6;7;0;0;0;0;0
2019-11-01 05:15:00;7;8;1;1;0;0;0;1;3;0;0;0;0;0
2019-11-01 05:30:00;9;18;4;4;1;1;2;4;1;0;0;0;0;0
2019-11-01 05:45:00;39;70;1;0;3;4;12;3;3;0;0;0;1;3
2019-11-01 06:00:00;33;74;7;8;0;3;1;3;2;0;0;0;2;0
2019-11-01 06:15:00;22;32;7;7;3;0;0;6;15;0;0;0;0;0
