DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-01-14 00:00:00;2;0;2;8;0;0;0;0
2020-01-14 00:15:00;1;2;0;5;2;0;0;0
2020-01-14 00:30:00;2;0;0;3;0;0;0;0
2020-01-14 00:45:00;1;1;0;4;3;0;0;0
2020-01-14 01:00:00;2;0;1;4;1;0;0;0
2020-01-14 01:15:00;1;1;0;3;2;0;0;0
2020-01-14 01:30:00;0;0;0;1;0;0;0;0
2020-01-14 01:45:00;0;0;0;0;0;0;0;0
2020-01-14 02:00:00;5;1;1;4;0;0;0;0
2020-01-14 02:15:00;1;0;0;3;0;0;0;0
2020-01-14 02:30:00;2;1;1;0;0;0;0;0
2020-01-14 02:45:00;0;0;0;2;2;0;0;0
2020-01-14 03:00:00;2;1;0;0;0;0;0;0
2020-01-14 03:15:00;2;1;2;0;0;0;0;0
2020-01-14 03:30:00;4;2;0;0;0;0;0;0
2020-01-14 03:45:00;0;0;0;0;0;0;0;0
2020-01-14 04:00:00;7;0;2;0;0;0;0;0
2020-01-14 04:15:00;5;0;1;0;0;0;0;0
2020-01-14 04:30:00;6;1;2;3;0;0;0;0
2020-01-14 04:45:00;11;1;0;5;0;0;0;0
2020-01-14 05:00:00;24;3;1;2;1;0;0;0
2020-01-14 05:15:00;44;3;1;8;3;0;0;0
2020-01-14 05:30:00;64;7;6;23;3;0;0;0
2020-01-14 05:45:00;74;9;7;38;3;0;0;0
2020-01-14 06:00:00;61;3;6;20;3;0;0;0
2020-01-14 06:15:00;121;11;15;38;3;0;0;0
2020-01-14 06:30:00;163;13;6;70;9;26;0;0
2020-01-14 06:45:00;148;15;6;77;17;46;0;0
2020-01-14 07:00:00;200;13;10;90;16;10;0;2
2020-01-14 07:15:00;216;15;15;97;25;20;0;0
2020-01-14 07:30:00;212;22;39;114;48;9;0;0
2020-01-14 07:45:00;195;26;44;123;49;8;0;0
2020-01-14 08:00:00;146;18;31;120;32;6;0;0
2020-01-14 08:15:00;162;22;27;100;32;1;0;0
2020-01-14 08:30:00;141;25;27;83;23;2;0;0
2020-01-14 08:45:00;97;12;31;85;21;3;0;0
2020-01-14 09:00:00;97;15;29;87;17;0;0;0
2020-01-14 09:15:00;105;16;15;70;12;6;0;0
2020-01-14 09:30:00;91;16;18;70;10;9;0;0
2020-01-14 09:45:00;83;17;30;84;15;8;0;0
2020-01-14 10:00:00;89;19;24;89;22;6;0;0
2020-01-14 10:15:00;89;13;20;81;14;9;0;0
2020-01-14 10:30:00;80;21;34;76;13;23;0;0
2020-01-14 10:45:00;85;14;33;82;9;1;0;0
2020-01-14 11:00:00;76;15;24;91;14;1;0;0
2020-01-14 11:15:00;88;17;24;86;21;30;0;0
2020-01-14 11:30:00;69;15;28;88;16;9;0;0
2020-01-14 11:45:00;89;23;42;102;21;12;0;0
2020-01-14 12:00:00;76;17;44;89;20;3;0;0
2020-01-14 12:15:00;73;18;35;101;19;7;0;0
2020-01-14 12:30:00;93;15;43;86;20;3;0;0
2020-01-14 12:45:00;81;13;38;81;19;9;0;0
2020-01-14 13:00:00;100;28;48;134;16;14;0;0
2020-01-14 13:15:00;90;19;50;140;14;6;0;0
2020-01-14 13:30:00;92;18;40;125;24;9;0;0
2020-01-14 13:45:00;100;23;37;120;22;6;0;0
2020-01-14 14:00:00;93;12;37;103;14;11;0;0
2020-01-14 14:15:00;101;14;58;102;12;12;0;4
2020-01-14 14:30:00;107;10;50;122;24;26;0;0
2020-01-14 14:45:00;102;22;61;109;29;4;0;0
2020-01-14 15:00:00;96;17;47;122;29;14;0;0
2020-01-14 15:15:00;113;17;79;143;30;14;0;0
2020-01-14 15:30:00;145;12;45;150;26;5;0;0
2020-01-14 15:45:00;138;19;62;145;31;73;0;0
2020-01-14 16:00:00;128;14;64;196;32;16;0;0
2020-01-14 16:15:00;139;15;75;222;28;14;0;0
2020-01-14 16:30:00;150;12;61;186;37;10;0;0
2020-01-14 16:45:00;154;16;66;178;21;49;0;0
2020-01-14 17:00:00;143;20;54;158;32;8;0;0
2020-01-14 17:15:00;142;15;46;189;26;3;0;0
2020-01-14 17:30:00;132;12;65;176;22;2;0;0
2020-01-14 17:45:00;104;15;45;159;15;13;0;0
2020-01-14 18:00:00;115;13;45;126;20;12;0;0
2020-01-14 18:15:00;85;16;39;137;20;7;0;0
2020-01-14 18:30:00;79;13;34;121;6;9;0;0
2020-01-14 18:45:00;77;5;41;113;7;3;0;0
2020-01-14 19:00:00;81;8;42;88;11;6;0;4
2020-01-14 19:15:00;68;7;21;89;14;7;0;0
2020-01-14 19:30:00;59;9;14;57;5;5;0;0
2020-01-14 19:45:00;56;8;14;61;11;13;0;1
2020-01-14 20:00:00;53;9;18;72;9;2;0;0
2020-01-14 20:15:00;22;4;15;48;4;3;0;0
2020-01-14 20:30:00;21;3;6;44;3;0;0;0
2020-01-14 20:45:00;32;5;6;40;3;0;0;0
2020-01-14 21:00:00;21;8;8;36;2;0;0;0
2020-01-14 21:15:00;24;4;4;42;4;0;0;0
2020-01-14 21:30:00;20;2;4;47;3;0;0;0
2020-01-14 21:45:00;17;1;9;52;7;0;0;0
2020-01-14 22:00:00;18;2;12;30;4;0;0;0
2020-01-14 22:15:00;21;1;7;43;2;0;0;0
2020-01-14 22:30:00;10;0;5;42;2;0;0;0
2020-01-14 22:45:00;19;2;5;25;4;0;0;0
2020-01-14 23:00:00;10;1;1;21;2;0;0;0
2020-01-14 23:15:00;20;0;1;15;3;0;0;0
2020-01-14 23:30:00;9;0;1;14;0;0;0;0
