DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-11-01 00:00:00;1;8;7;2;8;12;17;0;1;0;0;0
2019-11-01 00:15:00;2;9;9;4;5;3;8;0;2;0;0;0
2019-11-01 00:30:00;0;4;4;2;0;3;14;2;2;0;0;0
2019-11-01 00:45:00;1;8;8;1;5;2;18;0;0;0;0;0
2019-11-01 01:00:00;2;7;10;0;0;6;12;0;0;0;0;0
2019-11-01 01:15:00;1;6;12;3;2;5;14;0;0;0;0;0
2019-11-01 01:30:00;2;8;13;4;9;15;38;0;8;2;0;0
2019-11-01 01:45:00;3;5;5;7;6;6;18;1;3;0;0;0
2019-11-01 02:00:00;2;8;9;4;4;5;17;1;2;0;0;0
2019-11-01 02:15:00;3;4;7;1;2;4;13;3;6;0;0;0
2019-11-01 02:30:00;1;5;5;3;5;3;10;1;1;0;0;0
2019-11-01 02:45:00;3;6;5;3;2;3;3;0;1;0;0;0
2019-11-01 03:00:00;0;4;4;0;6;1;3;0;0;0;0;0
2019-11-01 03:15:00;1;4;4;2;2;1;3;0;0;0;0;0
2019-11-01 03:30:00;0;1;2;0;0;3;8;0;0;0;0;0
2019-11-01 03:45:00;1;3;3;2;0;0;3;1;1;0;0;0
2019-11-01 04:00:00;0;2;3;2;2;3;5;0;1;0;0;0
2019-11-01 04:15:00;1;0;1;2;2;2;4;0;1;0;0;0
2019-11-01 04:30:00;0;3;2;0;0;0;0;0;1;0;0;0
2019-11-01 04:45:00;0;2;2;0;1;2;4;0;0;0;0;0
2019-11-01 05:00:00;0;0;0;0;0;0;3;0;0;0;0;0
2019-11-01 05:15:00;0;0;0;0;0;1;1;0;0;0;0;0
2019-11-01 05:30:00;5;3;5;0;1;1;2;0;0;0;0;0
2019-11-01 05:45:00;9;8;11;0;0;1;1;0;1;0;0;0
2019-11-01 06:00:00;12;10;15;0;1;3;3;0;0;0;0;0
2019-11-01 06:15:00;5;8;8;0;0;1;3;0;0;0;0;0
2019-11-01 06:30:00;5;2;4;0;0;2;9;0;0;0;0;0
2019-11-01 06:45:00;1;2;3;0;0;0;4;0;0;0;0;0
2019-11-01 07:00:00;1;0;0;0;0;0;2;0;0;0;0;0
2019-11-01 07:15:00;0;2;3;0;0;0;6;0;0;0;0;0
2019-11-01 07:30:00;2;3;3;0;0;0;1;0;0;0;0;0
2019-11-01 07:45:00;3;7;8;0;0;3;3;0;0;0;0;0
2019-11-01 08:00:00;9;13;15;0;0;1;5;0;0;0;0;0
2019-11-01 08:15:00;7;9;12;2;0;1;8;0;1;0;0;0
2019-11-01 08:30:00;8;15;17;0;0;1;7;0;0;0;0;0
2019-11-01 08:45:00;11;17;19;0;0;1;12;0;0;0;0;0
2019-11-01 09:00:00;9;27;28;0;2;3;16;0;0;0;0;0
