DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2020-02-27 00:00:00;3;4;1;1;0;0;0;0
2020-02-27 00:15:00;4;4;1;1;0;0;0;0
2020-02-27 00:30:00;1;1;0;0;0;0;0;0
2020-02-27 00:45:00;3;3;0;1;0;0;0;0
2020-02-27 01:00:00;3;1;0;0;0;0;0;0
2020-02-27 01:15:00;6;2;2;2;0;0;0;0
2020-02-27 01:30:00;2;0;0;0;0;0;0;0
2020-02-27 01:45:00;3;4;0;0;0;0;0;0
2020-02-27 02:00:00;1;1;0;0;0;0;0;0
2020-02-27 02:15:00;2;0;1;2;0;0;0;0
2020-02-27 02:30:00;1;5;0;1;0;0;0;0
2020-02-27 02:45:00;1;0;1;1;0;0;0;0
2020-02-27 03:00:00;0;0;0;1;0;0;0;0
2020-02-27 03:15:00;1;0;0;1;0;0;0;0
2020-02-27 03:30:00;1;1;0;1;0;0;0;0
2020-02-27 03:45:00;3;3;1;0;0;0;0;0
2020-02-27 04:00:00;2;1;2;1;0;0;0;0
2020-02-27 04:15:00;3;1;0;0;0;0;0;0
2020-02-27 04:30:00;6;1;1;0;0;0;0;0
2020-02-27 04:45:00;8;6;1;0;0;0;0;0
2020-02-27 05:00:00;8;4;1;1;0;0;0;0
2020-02-27 05:15:00;19;10;1;0;0;0;0;0
2020-02-27 05:30:00;10;16;1;0;0;0;0;0
2020-02-27 05:45:00;35;27;1;1;0;0;0;0
2020-02-27 06:00:00;32;31;3;3;0;0;0;0
2020-02-27 06:15:00;39;40;5;4;0;0;0;0
2020-02-27 06:30:00;50;28;2;1;0;0;0;0
2020-02-27 06:45:00;65;37;4;2;0;0;0;0
2020-02-27 07:00:00;81;29;3;4;0;0;0;0
2020-02-27 07:15:00;65;38;2;2;0;0;1;0
2020-02-27 07:30:00;87;49;4;2;0;0;1;2
2020-02-27 07:45:00;81;47;7;4;0;0;0;0
2020-02-27 08:00:00;73;47;4;2;0;0;0;0
2020-02-27 08:15:00;55;41;4;3;0;0;1;2
2020-02-27 08:30:00;54;41;2;1;0;0;0;0
2020-02-27 08:45:00;60;57;5;2;0;0;0;0
2020-02-27 09:00:00;54;36;1;1;0;0;0;0
2020-02-27 09:15:00;51;47;4;3;0;0;0;0
2020-02-27 09:30:00;53;47;2;1;0;0;0;0
2020-02-27 09:45:00;61;61;1;0;0;0;5;2
2020-02-27 10:00:00;53;34;1;1;0;0;3;0
2020-02-27 10:15:00;54;45;3;3;0;0;0;0
2020-02-27 10:30:00;57;37;0;0;0;0;0;0
2020-02-27 10:45:00;60;59;1;1;0;0;1;2
2020-02-27 11:00:00;59;48;2;0;0;0;0;0
2020-02-27 11:15:00;49;52;2;2;0;0;0;0
2020-02-27 11:30:00;64;45;5;2;0;0;1;0
2020-02-27 11:45:00;49;48;3;2;0;0;0;0
2020-02-27 12:00:00;65;47;0;1;0;0;7;0
2020-02-27 12:15:00;54;32;4;4;0;0;0;0
2020-02-27 12:30:00;61;49;4;1;0;0;1;0
2020-02-27 12:45:00;65;53;1;0;0;0;0;0
2020-02-27 13:00:00;60;42;2;1;0;0;3;3
