DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-06-25 00:00:00;12;14;1;4;4;10;15;11
2020-06-25 00:15:00;14;14;3;2;1;3;15;15
2020-06-25 00:30:00;8;8;3;0;0;0;18;8
2020-06-25 00:45:00;6;3;1;1;1;4;12;11
2020-06-25 01:00:00;3;5;3;0;0;0;11;4
2020-06-25 01:15:00;5;4;2;1;1;7;7;3
2020-06-25 01:30:00;5;3;1;1;0;1;1;0
2020-06-25 01:45:00;9;7;2;1;0;2;4;3
2020-06-25 02:00:00;5;4;2;1;1;3;6;3
2020-06-25 02:15:00;7;1;0;1;1;3;5;2
2020-06-25 02:30:00;9;0;0;0;28;2;4;2
2020-06-25 02:45:00;6;4;1;2;307;5;9;7
2020-06-25 03:00:00;1;2;1;1;73;3;10;5
2020-06-25 03:15:00;6;7;3;1;219;2;14;10
2020-06-25 03:30:00;11;5;1;1;16;2;5;3
2020-06-25 03:45:00;9;5;4;1;2;2;17;10
2020-06-25 04:00:00;13;7;5;1;0;2;7;5
2020-06-25 04:15:00;14;4;0;4;4;5;11;5
2020-06-25 04:30:00;19;10;4;3;2;9;13;6
2020-06-25 04:45:00;24;12;4;6;5;8;21;12
2020-06-25 05:00:00;33;14;1;3;3;11;46;16
2020-06-25 05:15:00;33;28;12;6;6;12;41;15
2020-06-25 05:30:00;57;40;18;3;4;10;50;21
2020-06-25 05:45:00;89;65;25;4;5;26;60;35
2020-06-25 06:00:00;69;49;25;6;8;34;59;50
2020-06-25 06:15:00;69;56;22;6;4;58;61;54
2020-06-25 06:30:00;120;102;35;15;17;74;80;51
2020-06-25 06:45:00;134;162;21;17;107;77;93;81
2020-06-25 07:00:00;106;112;32;17;86;94;98;72
2020-06-25 07:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-25 07:30:00;137;134;39;27;36;125;105;63
2020-06-25 07:45:00;179;171;40;26;34;112;117;84
2020-06-25 08:00:00;123;114;39;18;29;93;112;62
2020-06-25 08:15:00;110;129;33;22;29;75;105;69
2020-06-25 08:30:00;110;121;24;22;30;86;105;73
2020-06-25 08:45:00;118;126;26;23;22;66;83;62
2020-06-25 09:00:00;
2020-06-25 09:15:00;
2020-06-25 09:30:00;
2020-06-25 09:45:00;
2020-06-25 10:00:00;27;20;5;2;3;14;21;18
2020-06-25 10:15:00;115;131;27;21;18;73;107;86
2020-06-25 10:30:00;107;95;29;10;7;48;129;85
2020-06-25 10:45:00;112;99;24;9;9;49;130;79
2020-06-25 11:00:00;107;118;27;8;10;45;112;83
2020-06-25 11:15:00;121;95;39;11;11;47;125;77
2020-06-25 11:30:00;133;117;34;9;9;46;134;80
2020-06-25 11:45:00;111;110;34;9;14;46;132;79
2020-06-25 12:00:00;107;110;31;8;11;40;136;94
2020-06-25 12:15:00;121;105;29;9;9;57;132;88
2020-06-25 12:30:00;111;105;32;14;17;67;122;84
2020-06-25 12:45:00;122;102;37;15;13;48;137;92
2020-06-25 13:00:00;121;113;28;18;11;45;135;95
2020-06-25 13:15:00;114;120;26;17;12;58;143;97
2020-06-25 13:30:00;110;105;33;11;13;49;131;98
2020-06-25 13:45:00;113;137;31;11;17;62;130;88
2020-06-25 14:00:00;110;106;46;10;9;47;146;71
2020-06-25 14:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-25 14:30:00;146;128;40;12;7;58;137;101
2020-06-25 14:45:00;137;122;36;17;21;73;133;101
2020-06-25 15:00:00;135;121;43;13;8;41;156;77
2020-06-25 15:15:00;125;106;44;14;12;60;146;85
2020-06-25 15:30:00;145;128;51;17;16;73;128;87
2020-06-25 15:45:00;133;144;49;17;18;73;152;108
2020-06-25 16:00:00;143;106;56;16;15;76;168;101
2020-06-25 16:15:00;150;119;55;23;15;81;153;103
2020-06-25 16:30:00;162;137;69;7;6;77;174;129
2020-06-25 16:45:00;139;128;72;18;16;72;147;104
2020-06-25 17:00:00;177;117;92;15;18;80;167;114
2020-06-25 17:15:00;143;124;58;11;14;74;158;98
2020-06-25 17:30:00;118;110;48;10;10;73;151;97
2020-06-25 17:45:00;112;111;55;15;16;75;153;101
2020-06-25 18:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-25 18:15:00;95;78;48;16;9;85;138;80
2020-06-25 18:30:00;90;91;40;5;6;61;120;73
2020-06-25 18:45:00;61;64;17;11;10;65;106;62
2020-06-25 19:00:00;61;61;19;13;8;73;112;69
2020-06-25 19:15:00;59;49;23;7;5;50;97;45
2020-06-25 19:30:00;60;52;29;4;4;48;78;40
2020-06-25 19:45:00;39;43;24;5;5;39;88;43
2020-06-25 20:00:00;63;47;25;2;0;25;75;50
2020-06-25 20:15:00;45;29;18;9;9;44;69;34
2020-06-25 20:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-25 21:00:00;30;34;12;2;3;22;52;30
2020-06-25 21:15:00;42;25;15;3;4;24;45;28
2020-06-25 21:30:00;35;32;13;8;5;40;50;24
2020-06-25 21:45:00;39;22;10;1;3;15;38;19
2020-06-25 22:00:00;36;33;5;2;3;22;34;17
2020-06-25 22:15:00;27;22;10;2;2;15;34;17
2020-06-25 22:30:00;27;22;13;1;0;20;34;22
2020-06-25 22:45:00;16;17;8;3;2;22;23;13
2020-06-25 23:00:00;15;17;7;4;3;13;30;15
2020-06-25 23:15:00;20;17;7;1;1;11;24;9
2020-06-25 23:30:00;13;27;11;3;3;10;18;10
2020-06-25 23:45:00;20;16;4;1;1;11;23;10
