DATUM;1(DA1);2(DA2);3(DC2);4(DC1);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC);13(MP12D01);14(MP12D02);15(MP12D03);16(MP12D04);17(MP12D05);18(MP12D06);19(MP12D07);20(MP12D08)
2020-05-28 00:00:00;8;12;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 00:15:00;13;8;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 00:30:00;13;5;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 00:45:00;10;7;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 01:00:00;10;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 01:15:00;7;6;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 01:30:00;9;1;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 01:45:00;9;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 02:00:00;1;5;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 02:15:00;3;3;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 02:30:00;11;2;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 02:45:00;6;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 03:00:00;7;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 03:15:00;2;3;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 03:30:00;6;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 03:45:00;6;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 04:00:00;3;1;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 04:15:00;6;2;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 04:30:00;5;7;8;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 04:45:00;11;1;6;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 05:00:00;15;9;12;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 05:15:00;35;19;20;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 05:30:00;58;45;20;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 05:45:00;53;43;34;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 06:00:00;42;35;23;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 06:15:00;50;48;39;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 06:30:00;34;26;22;40;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 06:45:00;91;75;37;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 07:00:00;84;71;34;119;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
2020-05-28 07:15:00;97;88;46;115;4;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
2020-05-28 07:30:00;86;98;54;151;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2020-05-28 07:45:00;99;106;69;143;7;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0
2020-05-28 08:00:00;98;79;61;120;0;1;0;0;5;0;1;0;0;0;0;0;0;0;0;0
2020-05-28 08:15:00;73;77;49;111;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
2020-05-28 08:30:00;73;89;58;108;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 08:45:00;72;82;58;115;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 09:00:00;71;83;54;96;3;0;0;0;14;2;0;0;0;0;0;0;0;0;0;0
